t,treasuries,gold,loans_and_private_equity,private_credit,treasuries_7dma,gold_7dma,loans_and_private_equity_7dma,private_credit_7dma
2022-04-20,34477328.29,414092987.8,0.0001,181204250.9,32259951.47,413904361.3,0.0001,178144528.3
2022-04-21,34317724.31,410836006.9,0.0001,181097070.9,32667501.72,413454745.2,0.0001,178810349.2
2022-04-22,33834382.42,412703525.7,0.0001,181412440.9,33004110.31,413398522.7,0.0001,179484838.6
2022-04-23,33847095.36,414522199.6,0.0001,181560339.1,33356341.28,413729663.9,0.0001,180055004.1
2022-04-24,33912224.17,413671863,0.0001,181677016.9,33720101.12,413501448.7,0.0001,180724901.9
2022-04-25,33813226.29,407030835.2,0.0001,181902438,34100605.82,412300196,0.0001,181446019.1
2022-04-26,33863673.96,415864101,0.0001,181967888.6,34009379.26,412674502.7,0.0001,181545920.8
2022-04-27,33830908.18,416093934.6,0.0001,180518011.4,33917033.53,412960352.3,0.0001,181447886.5
2022-04-28,33468945.43,415063329.1,0.0001,180280290.5,33795779.4,413564255.5,0.0001,181331203.6
2022-04-29,33505320.46,414148532.9,0.0001,180384230.1,33748770.55,413770685.1,0.0001,181184316.4
2022-04-30,33554758.01,418797131.3,0.0001,180504994.2,33707008.07,414381389.6,0.0001,181033552.8
2022-05-01,33584386.79,410088136.6,0.0001,180694309.3,33660174.16,413869428.7,0.0001,180893166
2022-05-02,33588014.85,422777897.2,0.0001,180012521.4,33628001.1,416119009,0.0001,180623177.9
2022-05-03,33454410.25,420818123.5,0.0001,179608035.6,33569534.85,416826726.5,0.0001,180286056.1
2022-05-04,33420535.84,427348917.7,0.0001,180915942.4,33510910.23,418434581.2,0.0001,180342903.4
2022-05-05,33060768.68,430945723.1,0.0001,182724216.9,33452599.27,420703494.6,0.0001,180692035.7
2022-05-06,33275093.41,421485776.3,0.0001,182764221.5,33419709.69,421751672.2,0.0001,181032034.5
2022-05-07,33545470.11,423177203,0.0001,184407483.5,33418382.85,422377396.8,0.0001,181589532.9
2022-05-08,33562400.56,422455358,0.0001,185522996.4,33415241.96,424144142.7,0.0001,182279345.4
2022-05-09,33505513.91,421619176.3,0.0001,186740861,33403456.11,423978611.1,0.0001,183240536.8
2022-05-10,33540250.17,421326906.1,0.0001,186403012,33415718.95,424051294.4,0.0001,184211247.7
2022-05-11,33378652.64,421512245,0.0001,186216018.6,33409735.64,423217484,0.0001,184968401.4
2022-05-12,33198073.34,424019426.4,0.0001,168576655.9,33429350.59,422228013,0.0001,182947321.3
2022-05-13,32946340.12,422444081.7,0.0001,167921249.5,33382385.84,422364913.8,0.0001,180826896.7
2022-05-14,32818217.24,420712392.9,0.0001,167581204.5,33278492.57,422012798.1,0.0001,178423142.6
2022-05-15,32766019.16,422248263.3,0.0001,167762624.6,33164723.8,421983213.1,0.0001,175885946.6
2022-05-16,32677517.77,422180427.1,0.0001,167680154.5,33046438.63,422063391.8,0.0001,173162988.5
2022-05-17,32841832.03,423956078.7,0.0001,168062000.3,32946664.61,422438987.9,0.0001,170542844
2022-05-18,32945008.1,422344580.1,0.0001,167673550.4,32884715.39,422557892.9,0.0001,167893920
2022-05-19,33103053.24,420905419.3,0.0001,167646878.7,32871141.09,422113034.7,0.0001,167761094.6
2022-05-20,33119287.92,420846757.7,0.0001,167397318.3,32895847.92,421884845.6,0.0001,167686247.3
2022-05-21,35266431.97,422157701,0.0001,169632203.5,33245592.88,422091318.2,0.0001,167979247.2
2022-05-22,35319977.89,421725285.1,0.0001,169655940.4,33610444.13,422016607,0.0001,168249720.9
2022-05-23,35328763.83,432843859.6,0.0001,169637472.7,33989193.57,423539954.5,0.0001,168529337.8
2022-05-24,35363065.43,429789805.2,0.0001,169590243.6,34349369.77,424373344,0.0001,168747658.2
2022-05-25,35229646.47,424944027,0.0001,169145246.5,34675746.68,424744693.6,0.0001,168957900.5
2022-05-26,34900728.39,424080242,0.0001,178109755,34932557.41,425198239.7,0.0001,170452597.1
2022-05-27,34796819.19,424183345.6,0.0001,178189126.4,35172204.74,425674895.1,0.0001,171994284
2022-05-28,34810473.47,422682722.9,0.0001,178036159.2,35107067.81,425749898.2,0.0001,173194849.1
2022-05-29,34831748.96,430419180.6,0.0001,178424110.1,35037320.82,426991883.3,0.0001,174447444.8
2022-05-30,34877601,425503997,0.0001,178434005.7,34972868.99,425943331.5,0.0001,175704092.4
2022-05-31,35976590.69,425575598.3,0.0001,179298040,35060515.45,425341301.9,0.0001,177090920.4
2022-06-01,36091502.78,423920547.8,0.0001,180187398.2,35183637.78,425195090.6,0.0001,178668370.7
2022-06-02,35686150.73,428599641.9,0.0001,180109575.1,35295840.97,425840719.2,0.0001,178954059.2
2022-06-03,34647256.91,422994398.7,0.0001,178559649.8,35274474.93,425670869.6,0.0001,179006991.2
2022-06-04,35046801.69,432947867.1,0.0001,178943049,35308236.11,427137318.8,0.0001,179136546.8
2022-06-05,35018716.31,428061452.6,0.0001,179251923.5,35334945.73,426800500.5,0.0001,179254805.9
2022-06-06,37025919.07,424163928.5,0.0001,181315918.1,35641848.31,426609062.1,0.0001,179666507.7
2022-06-07,37036494.01,427637450.5,0.0001,181601896.5,35793263.07,426903612.4,0.0001,179995630
2022-06-08,37056710.5,427024031.6,0.0001,181534186.6,35931149.89,427346967.3,0.0001,180188028.4
2022-06-09,37012320.56,428509519.9,0.0001,181489308.2,36120602.72,427334092.7,0.0001,180385133.1
2022-06-10,38071873.11,426978806.1,0.0001,187713388.5,36609833.61,427903293.8,0.0001,181692810.1
2022-06-11,38017540.77,440171567,0.0001,187260180.8,37034224.9,428935250.9,0.0001,182880971.7
2022-06-12,38081624.16,435401261.9,0.0001,187172589.5,37471783.17,429983795.1,0.0001,184012495.5
2022-06-13,38283087.16,432392487.3,0.0001,187912581.8,37651378.61,431159303.5,0.0001,184954876
2022-06-14,38010263.2,432185016.1,0.0001,187195878.6,37790488.49,431808955.7,0.0001,185754016.3
2022-06-15,37257463.8,428049191.6,0.0001,186426039,37819167.54,431955407.1,0.0001,186452852.3
2022-06-16,37443604.17,427464906.4,0.0001,186437344.3,37880779.48,431806176.6,0.0001,187159714.6
2022-06-17,37515774.34,434222042.6,0.0001,186439828.4,37801336.8,432840924.7,0.0001,186977777.5
2022-06-18,37675776.25,432772225.4,0.0001,186088484.1,37752513.3,431783875.9,0.0001,186810392.2
2022-06-19,37613986.85,443970330.7,0.0001,186238038.2,37685707.97,433008028.6,0.0001,186676884.9
2022-06-20,37240458.54,442543476.2,0.0001,186083983.9,37536761.02,434458169.9,0.0001,186415656.6
2022-06-21,38219630.54,441935653.7,0.0001,186083306.3,37566670.64,435851118.1,0.0001,186256717.7
2022-06-22,38090590.18,434422146.1,0.0001,186320880.6,37685688.7,436761540.2,0.0001,186241695.1
2022-06-23,37729047.28,432918058.1,0.0001,205674268.8,37726466.28,437540561.8,0.0001,188989827.2
2022-06-24,37898341.69,440290701.5,0.0001,206296315.7,37781118.76,438407513.1,0.0001,191826468.2
2022-06-25,37976472.61,449543727.3,0.0001,205698995.2,37824075.38,440803441.9,0.0001,194627969.8
2022-06-26,39090029.67,449842439.3,0.0001,206411802.4,38034938.64,441642314.6,0.0001,197509936.1
2022-06-27,39137745.29,447535132.2,0.0001,205827502,38305979.61,442355408.3,0.0001,200330438.7
2022-06-28,38685530.09,450437610.1,0.0001,205582330,38372536.69,443569973.5,0.0001,203116013.5
2022-06-29,39565650.97,449033992,0.0001,208252003.1,38583259.66,445657380.1,0.0001,206249031
2022-06-30,39716496.12,452373116.6,0.0001,210295539.9,38867180.92,448436674.1,0.0001,206909212.6
2022-07-01,38829218.27,456759494.9,0.0001,209347185.5,39000163.29,450789358.9,0.0001,207345051.2
2022-07-02,38973554.11,458579568.5,0.0001,209683845.2,39142603.5,452080193.4,0.0001,207914315.4
2022-07-03,38582465.69,462371054.1,0.0001,209066245.8,39070094.36,453869995.5,0.0001,208293521.6
2022-07-04,38611431.63,464233674.5,0.0001,209070207.7,38994906.7,456255501.5,0.0001,208756765.3
2022-07-05,38558594.28,466849497.2,0.0001,209057499.4,38976773.01,458600056.8,0.0001,209253218.1
2022-07-06,40094425.66,464266652.6,0.0001,209435962.3,39052312.25,460776151.2,0.0001,209422355.1
2022-07-07,39751697.22,466912288,0.0001,207415886,39057340.98,462853175.7,0.0001,209010976
2022-07-08,39676108.69,466044948,0.0001,207307145.9,39178325.33,464179669,0.0001,208719541.8
2022-07-09,39936025.41,465866728.5,0.0001,209008920.6,39315821.23,465220691.8,0.0001,208623124
2022-07-10,39902998.66,466766501.2,0.0001,209077511.4,39504468.79,465848612.9,0.0001,208624733.3
2022-07-11,39975345.81,471418682.8,0.0001,209274683,39699313.68,466875042.6,0.0001,208653944.1
2022-07-12,39961159.44,469880873.2,0.0001,208893825.9,39899680.13,467308096.3,0.0001,208630562.2
2022-07-13,39854526.3,466796734.1,0.0001,208703948.9,39865408.79,467669536.5,0.0001,208525988.8
2022-07-14,39895533.54,464752123,0.0001,208844178.6,39885956.84,467360941.5,0.0001,208730030.6
2022-07-15,39810335.73,468991570.7,0.0001,208955937.5,39905132.13,467781887.6,0.0001,208965572.3
2022-07-16,39778246.33,470037046.5,0.0001,207812265.3,39882592.26,468377647.4,0.0001,208794621.5
2022-07-17,39791165.76,472172237,0.0001,207573195.9,39866616.13,469149895.3,0.0001,208579719.3
2022-07-18,39904041.88,465938831.8,0.0001,207692660.1,39856429.85,468367059.5,0.0001,208353716
2022-07-19,40104016.63,466454915.7,0.0001,209236027.3,39876838.02,467877637,0.0001,208402601.9
2022-07-20,40104412.52,470045767.2,0.0001,210137251.2,39912536.06,468341784.6,0.0001,208607359.4
2022-07-21,39569708.38,471832075.3,0.0001,209321666.4,39865989.6,469353206.3,0.0001,208675572
2022-07-22,39108942.02,471675454.8,0.0001,208789926,39765790.5,469736618.3,0.0001,208651856
2022-07-23,39068925.53,472892872.3,0.0001,209222077.1,39664458.96,470144593.4,0.0001,208853257.7
2022-07-24,39003992.82,468571220.4,0.0001,208950911.7,39552005.68,469630162.5,0.0001,209050074.3
2022-07-25,39081203.37,459900614.2,0.0001,209466361.1,39434457.32,468767560,0.0001,209303460.1
2022-07-26,38993124.68,460271285.5,0.0001,209397240.2,39275758.47,467884184.2,0.0001,209326490.5
2022-07-27,39040301.35,459961674.8,0.0001,209273154.5,39123742.59,466443599.6,0.0001,209203048.1
2022-07-28,39042165.84,459734292.6,0.0001,209026170.6,39048379.37,464715344.9,0.0001,209160834.5
2022-07-29,38975733.49,461248245.2,0.0001,208889642.4,39029349.58,463225743.6,0.0001,209175079.7
2022-07-30,38833980.34,459826473.9,0.0001,208674717.1,38995785.98,461359115.2,0.0001,209096885.4
2022-07-31,38822699.43,458337755.4,0.0001,208754240.6,38969886.93,459897191.7,0.0001,209068789.5
2022-08-01,38806557.7,457005083.8,0.0001,208944472.8,38930651.83,459483544.5,0.0001,208994234
2022-08-02,38638256.2,455682703.4,0.0001,208972473.8,38879956.34,458828032.7,0.0001,208933553.1
2022-08-03,38418661.13,456669969.3,0.0001,207960162.5,38791150.59,458357789.1,0.0001,208745982.8
2022-08-04,38475553.08,456430980.5,0.0001,208022881,38710205.91,457885887.4,0.0001,208602655.7
2022-08-05,62231162.14,455739203.2,0.0001,208035402.9,42032410,457098881.4,0.0001,208480621.5
2022-08-06,62578914.42,456774527.7,0.0001,207939371.9,45424543.44,456662889,0.0001,208375572.2
2022-08-07,87551123.61,452163181.7,0.0001,208223954.5,52385746.9,455780807.1,0.0001,208299817.1
2022-08-08,87493451.1,453516128.2,0.0001,208049278.5,59341017.38,455282384.9,0.0001,208171932.2
2022-08-09,87688400.97,453550846.6,0.0001,208538005.9,66348180.92,454977833.9,0.0001,208109865.3
2022-08-10,87645134.19,452997468.8,0.0001,208219194.3,73380534.22,454453191,0.0001,208146869.9
2022-08-11,87651205.55,453784508,0.0001,208037590.4,80405627.43,454075123.5,0.0001,208148971.2
2022-08-12,87615667.65,453364143.7,0.0001,207526931.2,84031985.36,453735829.2,0.0001,208076332.4
2022-08-13,87855589.84,453283031.9,0.0001,207371375.1,87642938.99,453237044.1,0.0001,207995190
2022-08-14,87883766.95,450012331.6,0.0001,208062225.1,87690459.46,452929779.8,0.0001,207972085.8
2022-08-15,88016340.25,448168113.9,0.0001,207941091.8,87765157.91,452165777.8,0.0001,207956630.5
2022-08-16,87506424.98,446383725.5,0.0001,207450702.1,87739161.34,451141903.3,0.0001,207801301.4
2022-08-17,87693484.74,446135212.2,0.0001,207375102.1,87746068.57,450161581,0.0001,207680716.8
2022-08-18,87432273.59,446253588.8,0.0001,206945296.6,87714792.57,449085735.4,0.0001,207524674.9
2022-08-19,87402243.21,449751524.1,0.0001,206947140.8,87684303.37,448569646.9,0.0001,207441847.7
2022-08-20,87592153,452911861.9,0.0001,207217539.6,87646669.53,448516622.6,0.0001,207419871.2
2022-08-21,87466770.8,453455120.7,0.0001,207075839.5,87587098.65,449008449.6,0.0001,207278958.9
2022-08-22,87596341.66,461245919.9,0.0001,207459881.6,87527098.85,450876707.6,0.0001,207210214.6
2022-08-23,87563465.99,462746043.3,0.0001,206763011.5,87535247.57,453214181.6,0.0001,207111973.1
2022-08-24,87545262.41,461205586.7,0.0001,206289922.1,87514072.95,455367092.2,0.0001,206956947.4
2022-08-25,87525055.12,459520283.8,0.0001,208618855.6,87527327.46,457262334.3,0.0001,207196027.2
2022-08-26,87573973.04,456198248.9,0.0001,209145933.4,87551860.29,458183295,0.0001,207510140.5
2022-08-27,87534176.45,451906677.9,0.0001,212398137.1,87543577.92,458039697.3,0.0001,208250225.8
2022-08-28,87670093.62,455463464.4,0.0001,212226287,87572624.04,458326603.6,0.0001,208986004
2022-08-29,87506035.11,464132532.4,0.0001,212136723.3,87559723.11,458738976.8,0.0001,209654124.3
2022-08-30,112217028.8,470553249.2,0.0001,212306515.9,91081660.65,459854291.9,0.0001,210446053.5
2022-08-31,112875184.3,473305231.3,0.0001,212580112.1,94700220.92,461582812.6,0.0001,211344652.1
2022-09-01,112949704.9,472619964.7,0.0001,212376829.9,98332313.75,463454195.5,0.0001,211881505.5
2022-09-02,112823445.6,475173769.1,0.0001,212633855.6,101939381.3,466164984.1,0.0001,212379780.1
2022-09-03,112587694.5,474893442.5,0.0001,211779379.4,105518455.3,469448807.7,0.0001,212291386.2
2022-09-04,112358358,475199457.6,0.0001,211494317.4,109045350.2,472268235.3,0.0001,212186819.1
2022-09-05,112279783.5,488189947,0.0001,211444624.7,112584457.1,475705008.8,0.0001,212087947.9
2022-09-06,137391386,492035714.9,0.0001,212082736.2,116180793.8,478773932.4,0.0001,212055979.3
2022-09-07,137264669.8,498493069.4,0.0001,212018548.8,119665006,482372195,0.0001,211975756
2022-09-08,137779620.2,491657902.1,0.0001,212423551.6,123212136.8,485091900.4,0.0001,211982430.5
2022-09-09,137609208.3,487711996.1,0.0001,212461356.4,126752960,486883075.7,0.0001,211957787.8
2022-09-10,137409817.6,487604114.5,0.0001,212148859.4,130298977.6,488698885.9,0.0001,212010570.6
2022-09-11,137340682.5,496406262.4,0.0001,212055149.9,133867881.1,491728429.5,0.0001,212090689.6
2022-09-12,137053569.2,493639626.3,0.0001,211894169.8,137406993.4,492506955.1,0.0001,212154910.3
2022-09-13,137473806.9,492517305.4,0.0001,211812421.3,137418767.8,492575753.7,0.0001,212116293.9
2022-09-14,137179173,491972176,0.0001,211741687.9,137406554,491644197.5,0.0001,212076742.3
2022-09-15,137068169.3,487695354.8,0.0001,212288911.1,137304918.1,491078119.4,0.0001,212057508
2022-09-16,137089901.9,490515391.5,0.0001,124646779.4,137230731.5,491478604.4,0.0001,199512568.4
2022-09-17,137249944.8,489294360.9,0.0001,124811828.5,137207892.5,491720068.2,0.0001,187035849.7
2022-09-18,137229240.9,495214851.2,0.0001,124938040.9,137191972.3,491549866.6,0.0001,174590548.4
2022-09-19,137795588.9,491164838.7,0.0001,124630734.3,137297975.1,491196325.5,0.0001,162124343.3
2022-09-20,137370450.4,490939763,0.0001,124730725.4,137283209.9,490970962.3,0.0001,149684101.1
2022-09-21,137258652.7,488289229.7,0.0001,124558707.1,137294564.1,490444827.1,0.0001,137229389.5
2022-09-22,137566244.2,493536811.8,0.0001,212241028.2,137365717.7,491279321,0.0001,137222549.1
2022-09-23,137491906.3,503784144.7,0.0001,212273883.8,137423146.9,493174857.1,0.0001,149740706.9
2022-09-24,137238740.4,501143397.1,0.0001,212197518.4,137421546.3,494867576.6,0.0001,162224376.9
2022-09-25,137261014.1,500825929.4,0.0001,211970715.4,137426085.3,495669159.2,0.0001,174657616.1
2022-09-26,137489273.4,498863662.2,0.0001,212663057.9,137382325.9,496768991.1,0.0001,187233662.3
2022-09-27,137277353,498834524.9,0.0001,211927879.4,137369026.3,497896814.3,0.0001,199690398.6
2022-09-28,137006315.9,498688741.4,0.0001,211666223.3,137332978.2,499382458.8,0.0001,212134329.5
2022-09-29,136971186,496114674.2,0.0001,211992276,137247969.9,499750724.8,0.0001,212098793.5
2022-09-30,136951185.7,496576149.4,0.0001,210888856.7,137170724.1,498721011.2,0.0001,211900932.4
2022-10-01,135249104.1,499357047.2,0.0001,208327948,136886490.3,498465818.4,0.0001,211348136.7
2022-10-02,135261440.9,507249601.3,0.0001,208386339.7,136600837,499383485.8,0.0001,210836083
2022-10-03,135162958.8,500720285.1,0.0001,206767017,136268506.3,499648717.6,0.0001,209993791.4
2022-10-04,135555462.1,500466204.2,0.0001,207806201.6,136022521.9,499881814.7,0.0001,209404980.3
2022-10-05,135387408.3,498316746.5,0.0001,207579038.3,135791249.4,499828672.6,0.0001,208821096.8
2022-10-06,135375795.4,496759323.9,0.0001,208169493,135563336.5,499920765.4,0.0001,208274984.9
2022-10-07,135432397.8,498831107.1,0.0001,207856307.5,135346366.8,500242902.2,0.0001,207841763.6
2022-10-08,135001876.9,496001833.2,0.0001,207752659.4,135311048.6,499763585.9,0.0001,207759579.5
2022-10-09,135004633.8,498466534.8,0.0001,207318585.2,135274361.9,498508862.1,0.0001,207607043.1
2022-10-10,134916579.3,494092647.3,0.0001,207089223.7,135239164.8,497562056.7,0.0001,207653072.7
2022-10-11,135691675.8,494658722.2,0.0001,207371463.4,135258623.9,496732416.4,0.0001,207590967.2
2022-10-12,135866258.3,492967836.3,0.0001,207253115.8,135327031,495968286.4,0.0001,207544406.9
2022-10-13,134820366.5,496617792.5,0.0001,206469647.2,135247684.1,495948067.6,0.0001,207301571.7
2022-10-14,135391557.1,495918139.1,0.0001,206457499.8,135241849.7,495531929.3,0.0001,207101742.1
2022-10-15,135033179.7,495234848.7,0.0001,206131815.7,135246321.5,495422360.1,0.0001,206870193
2022-10-16,135045874.1,494079998,0.0001,206170053.8,135252213,494795712,0.0001,206706117.1
2022-10-17,135123462.5,495907506.5,0.0001,206124275.7,135281767.7,495054977.6,0.0001,206568267.3
2022-10-18,135150799.2,495660031.7,0.0001,206547380.5,135204499.6,495198021.8,0.0001,206450541.2
2022-10-19,135064512.3,494089742.1,0.0001,206323321.9,135089964.5,495358294.1,0.0001,206317713.5
2022-10-20,135094487.7,492558999.2,0.0001,207580744.9,135129124.7,494778466.5,0.0001,206476441.8
2022-10-21,135122818.6,500657329.5,0.0001,206432716.8,135090733.4,495455493.7,0.0001,206472901.3
2022-10-22,134791260.2,508365648.1,0.0001,206430160.9,135056173.5,497331322.2,0.0001,206515522.1
2022-10-23,134795170.1,508306162.4,0.0001,123628341.4,135020358.7,499363631.4,0.0001,194723848.9
2022-10-24,134961546.3,502289342.5,0.0001,123601212,134997227.8,500275322.2,0.0001,182934839.8
2022-10-25,134605609.9,502758156.7,0.0001,123790552.2,134919343.6,501289340.1,0.0001,171112435.7
2022-10-26,185648178.1,500341817.3,0.0001,206779039.5,142145581.6,502182493.7,0.0001,171177538.2
2022-10-27,184970942.2,502623621.1,0.0001,207294847.4,149270789.3,503620296.8,0.0001,171136695.7
2022-10-28,184011144.2,505639024.7,0.0001,206631994.2,156254835.9,504331967.5,0.0001,171165163.9
2022-10-29,184472818.4,504087051.6,0.0001,209292788.4,163352201.3,503720739.5,0.0001,171574110.7
2022-10-30,184580259.6,501194996.6,0.0001,209219428.8,170464357,502704858.6,0.0001,183801408.9
2022-10-31,184188540.2,502467592.1,0.0001,209185401.3,177496784.7,502730322.9,0.0001,196027721.7
2022-11-01,184393062.1,501078610.2,0.0001,209197569,184609277.8,502490387.7,0.0001,208228724.1
2022-11-02,234050092.5,500457831.9,0.0001,210866291.1,191523837,502506961.2,0.0001,208812617.2
2022-11-03,234526465.5,499982115,0.0001,211044298.8,198603197.5,502129603.2,0.0001,209348253.1
2022-11-04,232682946.9,496934173.3,0.0001,209823739.1,205556312.2,500886053,0.0001,209804216.6
2022-11-05,232990018.5,494086585.3,0.0001,207573198.9,212487340.8,499457414.9,0.0001,209558561
2022-11-06,232954090.8,486520983.7,0.0001,208954993.3,219397888.1,497361127.4,0.0001,209520784.5
2022-11-07,233405641.3,491414147.7,0.0001,209489695.1,226428902.5,495782063.9,0.0001,209564255
2022-11-08,233578734.7,491634021.3,0.0001,209727051.8,233455427.2,494432836.9,0.0001,209639895.4
2022-11-09,284794411,491493490.9,0.0001,209947671.5,240704615.5,493152216.7,0.0001,209508664.1
2022-11-10,286641169.7,489852037.6,0.0001,211127852.3,248149573.3,491705062.8,0.0001,209520600.3
2022-11-11,284593473.6,490981662.8,0.0001,209623159.6,255565362.8,490854704.2,0.0001,209491946.1
2022-11-12,285050151.7,486885468.3,0.0001,209860620.2,263002524.7,489825973.2,0.0001,209818720.5
2022-11-13,285462451.9,482362712.7,0.0001,209396638.5,270503719.1,489231934.5,0.0001,209881812.7
2022-11-14,285184647.9,487569769.9,0.0001,209269991.2,277900720.1,488682737.6,0.0001,209850426.4
2022-11-15,285482723.1,483244066.7,0.0001,209464122.3,285315575.6,487484172.7,0.0001,209812865.1
2022-11-16,334939987.3,481737078.9,0.0001,209509758.6,292479229.3,486090399.6,0.0001,209750306.1
2022-11-17,335391771.4,483078292.3,0.0001,209646166.9,299443601,485122721.7,0.0001,209538636.8
2022-11-18,335520211.2,487145114.7,0.0001,209012809.7,306718849.2,484574643.4,0.0001,209451443.9
2022-11-19,335742198.7,488210400.5,0.0001,209571403.3,313960570.2,484763919.4,0.0001,209410127.2
2022-11-20,335699623.2,491325060.9,0.0001,209547143.6,321137309,486044254.8,0.0001,209431627.9
2022-11-21,336077270.7,484739148,0.0001,209481567.5,328407683.7,485639880.3,0.0001,209461853.1
2022-11-22,335414469.1,487996130.1,0.0001,209426490.4,335540790.2,486318746.5,0.0001,209456477.1
2022-11-23,435291797.7,486551905.5,0.0001,209406345.3,349876763.1,487006578.9,0.0001,209441703.8
2022-11-24,435503865.6,488874584.6,0.0001,210080969.2,364178490.9,487834620.6,0.0001,209503818.4
2022-11-25,435939369.4,487594382.4,0.0001,209943313.4,378524084.9,487898801.7,0.0001,209636747.5
2022-11-26,435845992,483677201.5,0.0001,209647624.4,392824626.8,487251201.9,0.0001,209647636.3
2022-11-27,435410581.4,488665371.3,0.0001,209935797.8,407069049.4,486871246.2,0.0001,209703158.3
2022-11-28,435410581.4,488400324.3,0.0001,209592081.1,421259522.4,487394271.4,0.0001,209718945.9
2022-11-29,435865605.4,487393573.9,0.0001,210002888,435609684.7,487308191.9,0.0001,209801288.5
2022-11-30,536320625.1,486346051.6,0.0001,210867617.5,450042374.3,487278784.2,0.0001,210010041.6
2022-12-01,537032750.1,487749366.7,0.0001,210030359.4,464546500.7,487118038.8,0.0001,210002811.7
2022-12-02,535743322.9,484454465.1,0.0001,211481307.3,478804208.3,486669479.2,0.0001,210222525.1
2022-12-03,534686223.4,484637149.6,0.0001,211119511.9,492924241.4,486806614.6,0.0001,210432794.7
2022-12-04,535437351.8,486761603.9,0.0001,211208123.5,507213780,486534647.9,0.0001,210614555.5
2022-12-05,534769887.5,487126806.9,0.0001,211663434.8,521407966.6,486352716.8,0.0001,210910463.2
2022-12-06,535437351.8,487424206.9,0.0001,211539621.3,535632501.8,486357093,0.0001,211129996.5
2022-12-07,632942500.4,487099468.5,0.0001,211535662.2,549435626.8,486464723.9,0.0001,211225431.5
2022-12-08,634649969,483370663.3,0.0001,211980935.4,563380943.8,485839194.9,0.0001,211504085.2
2022-12-09,633944087.8,481175346.9,0.0001,211061191.3,577409624.5,485370749.4,0.0001,211444068.6
2022-12-10,634666475.4,480586934.4,0.0001,211325387.6,591692517.7,484792147.3,0.0001,211473479.4
2022-12-11,633699706.3,476298702.9,0.0001,211516623.6,605729996.9,483297447.1,0.0001,211517550.9
2022-12-12,634024834.6,478110903.4,0.0001,211656622.1,619909275,482009460.9,0.0001,211516577.6
2022-12-13,634093418.1,478241921.9,0.0001,211437627.3,634002998.8,480697705.9,0.0001,211502007.1
2022-12-14,633054045.2,478788265.4,0.0001,210708976.4,634018933.8,479510391.2,0.0001,211383909.1
2022-12-15,634106889.7,477766018.1,0.0001,211510708.8,633941351,478709727.6,0.0001,211316733.9
2022-12-16,634106839.7,476084715.6,0.0001,211675329.9,633964601.3,477982494.5,0.0001,211404468
2022-12-17,634648734.9,474844719.6,0.0001,210124646.9,633962066.9,477162178.1,0.0001,211232933.6
2022-12-18,634014720.2,474267562.9,0.0001,209977919,634007068.9,476872015.3,0.0001,211013118.6
2022-12-19,632981276.2,476933789.9,0.0001,210031465.3,633857989.1,476703856.2,0.0001,210780953.4
2022-12-20,633672285.4,475417369.6,0.0001,209023861.1,633797827.3,476300348.7,0.0001,210436129.6
2022-12-21,633449817.5,476460675.3,0.0001,208843817.3,633854366.2,475967835.9,0.0001,210169678.3
2022-12-22,634526314.8,477693790.7,0.0001,131152984.6,633914284.1,475957517.7,0.0001,198690003.4
2022-12-23,633593991.7,478807814.3,0.0001,131188795.8,633841020.1,476346531.8,0.0001,187191927.1
2022-12-24,639199305,476782645.2,0.0001,131090887.2,634491101.5,476623378.3,0.0001,175901390
2022-12-25,638367949.3,475655611.6,0.0001,131222460.4,635112991.4,476821670.9,0.0001,164650610.2
2022-12-26,638086290.3,479204920.1,0.0001,218683873.8,635842279.1,477146118.1,0.0001,165886668.6
2022-12-27,638749941.1,479158748.8,0.0001,218712505.5,636567658.5,477680600.9,0.0001,167270760.7
2022-12-28,638367949.3,478218018.6,0.0001,218490412.7,637270248.8,477931649.9,0.0001,168648845.7
2022-12-29,638835461.3,478259607,0.0001,218686447.9,637885841.1,478012480.8,0.0001,181153626.2
2022-12-30,639047677.6,480593149.9,0.0001,219850144,638664939.1,478267528.7,0.0001,193819533.1
2022-12-31,638374634.1,485181483.1,0.0001,219490944.1,638547129,479467362.7,0.0001,206448112.6
2023-01-01,638374634.1,486732362.8,0.0001,219742148.8,638548084,481049755.8,0.0001,219093782.4
2023-01-02,637856008.2,485620848.1,0.0001,219015215.3,638515186.5,481966316.9,0.0001,219141116.9
2023-01-03,637776303.8,485279295.4,0.0001,219111916.9,638376095.5,482840680.7,0.0001,219198175.7
2023-01-04,638138845.1,485950132.9,0.0001,221123051.8,638343366.3,483945268.5,0.0001,219574267
2023-01-05,638370411.7,485681447.5,0.0001,221281486,638276930.7,485005531.4,0.0001,219944986.7
2023-01-06,647747897.5,491308478.3,0.0001,236139958.2,639519819.2,486536292.6,0.0001,222272103
2023-01-07,647539180.3,491769252.6,0.0001,233980856.6,640829040.1,487477402.5,0.0001,224342090.5
2023-01-08,648171074.5,490391709.8,0.0001,234697286.6,642228531.6,488000166.4,0.0001,226478538.8
2023-01-09,648331272.1,488016611,0.0001,234772236.2,643724997.9,488342418.2,0.0001,228729541.8
2023-01-10,647250943.6,488093029,0.0001,234197935.2,645078517.8,488744380.2,0.0001,230884687.2
2023-01-11,648171074.5,487488376,0.0001,233885939.8,646511693.5,488964129.2,0.0001,232707956.9
