t,fed_rate,FEDFUNDS,aave APY V2,AAVE APY V3,Comp V2 APY,Comp V3 APY,Morpho P2P APY,Borrow Rate wstETH,Borrow Rate BTC,defi_rate,margin_rate
2022-02-22,0.08,,1.49495,,2.12,,,,,1.807475,
2022-02-23,0.08,,1.46311,,2.15,,,,,1.806555,
2022-02-24,0.08,,1.42756,,2.02,,,,,1.72378,
2022-02-25,0.08,,1.36672,,2.12,,,,,1.74336,
2022-02-26,0.08,,1.41604,,2.14,,,,,1.77802,
2022-02-27,0.08,,1.40991,,2.2,,,,,1.804955,
2022-02-28,0.08,,1.34227,,2.27,,,,,1.806135,
2022-03-01,0.2,,1.42952,,2.35,,,,,1.88976,
2022-03-02,0.2,,1.47828,,2.36,,,,,1.91914,
2022-03-03,0.2,,1.49437,,2.34,,,,,1.917185,
2022-03-04,0.2,,1.57971,,2.41,,,,,1.994855,
2022-03-05,0.2,,1.55881,,2.77,,,,,2.164405,
2022-03-06,0.2,,1.57428,,2.71,,,,,2.14214,
2022-03-07,0.2,,1.57601,,2.65,,,,,2.113005,
2022-03-08,0.2,,1.59346,,2.64,,,,,2.11673,
2022-03-09,0.2,,1.62819,,2.72,,,,,2.174095,
2022-03-10,0.2,,1.66526,,2.67,,,,,2.16763,
2022-03-11,0.2,,1.62009,,2.59,,,,,2.105045,
2022-03-12,0.2,,1.99981,,2.61,,,,,2.304905,
2022-03-13,0.2,,1.87175,,2.6,,,,,2.235875,
2022-03-14,0.2,,1.84899,,2.61,,,,,2.229495,
2022-03-15,0.2,,1.87318,,2.63,,,,,2.25159,
2022-03-16,0.2,,1.86479,,2.7,,,,,2.282395,
2022-03-17,0.2,,1.85141,,2.73,,,,,2.290705,
2022-03-18,0.2,,1.79695,,2.72,,,,,2.258475,
2022-03-19,0.2,,1.82254,,2.62,,,,,2.22127,
2022-03-20,0.2,,1.69111,,2.6,,,,,2.145555,
2022-03-21,0.2,,1.71391,,2.6,,,,,2.156955,
2022-03-22,0.2,,1.89973,,2.63,,,,,2.264865,
2022-03-23,0.2,,1.96449,,2.66,,,,,2.312245,
2022-03-24,0.2,,2.02252,,2.68,,,,,2.35126,
2022-03-25,0.2,,2.1692,,2.69,,,,,2.4296,
2022-03-26,0.2,,2.36717,,2.79,,,,,2.578585,
2022-03-27,0.2,,2.37239,,2.89719,,,,,2.63479,
2022-03-28,0.2,,2.50665,,2.95817,,,,,2.73241,
2022-03-29,0.2,,2.5743,,2.89295,,,,,2.733625,
2022-03-30,0.2,,2.38566,,3.16265,,,,,2.774155,
2022-03-31,0.2,,2.52335,,3.18742,,,,,2.855385,
2022-04-01,0.33,,2.61136,,3.25414,,,,,2.93275,
2022-04-02,0.33,,2.63113,,3.26617,,,,,2.94865,
2022-04-03,0.33,,2.63734,,3.34257,,,,,2.989955,
2022-04-04,0.33,,2.62868,,3.31118,,,,,2.96993,
2022-04-05,0.33,,2.67326,,3.20809,,,,,2.940675,
2022-04-06,0.33,,2.38583,,3.10465,,,,,2.74524,
2022-04-07,0.33,,2.41217,,3.18854,,,,,2.800355,
2022-04-08,0.33,,2.35994,,2.83594,,,,,2.59794,
2022-04-09,0.33,,2.55471,,2.84411,,,,,2.69941,
2022-04-10,0.33,,2.57195,,2.83809,,,,,2.70502,
2022-04-11,0.33,,2.51271,,2.73986,,,,,2.626285,
2022-04-12,0.33,,2.51471,,2.74094,,,,,2.627825,
2022-04-13,0.33,,2.38108,,3.03193,,,,,2.706505,
2022-04-14,0.33,,2.3734,,3.00158,,,,,2.68749,
2022-04-15,0.33,,2.45145,,3.00901,,,,,2.73023,
2022-04-16,0.33,,2.48787,,3.00388,,,,,2.745875,
2022-04-17,0.33,,2.4703,,3.00114,,,,,2.73572,
2022-04-18,0.33,,2.4579,,3.00267,,,,,2.730285,
2022-04-19,0.33,,2.4885,,3.02593,,,,,2.757215,
2022-04-20,0.33,,2.52052,,2.9908,,,,,2.75566,
2022-04-21,0.33,,2.53516,,2.96386,,,,,2.74951,
2022-04-22,0.33,,2.52473,,2.9365,,,,,2.730615,
2022-04-23,0.33,,2.45518,,2.91907,,,,,2.687125,
2022-04-24,0.33,,2.43935,,2.8693,,,,,2.654325,
2022-04-25,0.33,,2.27894,,2.72848,,,,,2.50371,
2022-04-26,0.33,,2.20748,,2.70725,,,,,2.457365,
2022-04-27,0.33,,2.11626,,2.62145,,,,,2.368855,
2022-04-28,0.33,,2.05342,,2.37153,,,,,2.212475,
2022-04-29,0.33,,2.0636,,2.34369,,,,,2.203645,
2022-04-30,0.33,,2.02876,,2.28064,,,,,2.1547,
2022-05-01,0.77,,1.96274,,2.21489,,,,,2.088815,
2022-05-02,0.77,,1.90863,,2.22348,,,,,2.066055,
2022-05-03,0.77,,1.79897,,2.22017,,,,,2.00957,
2022-05-04,0.77,,1.77871,,2.25085,,,,,2.01478,
2022-05-05,0.77,,1.80674,,2.20959,,,,,2.008165,
2022-05-06,0.77,,1.81612,,1.86724,,,,,1.84168,
2022-05-07,0.77,,1.81033,,1.79253,,,,,1.80143,
2022-05-08,0.77,,1.80089,,1.71977,,,,,1.76033,
2022-05-09,0.77,,1.51066,,1.44635,,,,,1.478505,
2022-05-10,0.77,,1.36516,,1.4558,,,,,1.41048,
2022-05-11,0.77,,1.50638,,0.86649,,,,,1.186435,
2022-05-12,0.77,,1.47731,,0.9745,,,,,1.225905,
2022-05-13,0.77,,2.42828,,0.98034,,,,,1.70431,
2022-05-14,0.77,,2.26204,,1.12366,,,,,1.69285,
2022-05-15,0.77,,2.17893,,1.18072,,,,,1.679825,
2022-05-16,0.77,,2.23399,,1.20186,,,,,1.717925,
2022-05-17,0.77,,2.14811,,1.36675,,,,,1.75743,
2022-05-18,0.77,,1.72,,1.33408,,,,,1.52704,
2022-05-19,0.77,,1.57905,,1.31386,,,,,1.446455,
2022-05-20,0.77,,1.46901,,1.32241,,,,,1.39571,
2022-05-21,0.77,,1.4757,,1.34168,,,,,1.40869,
2022-05-22,0.77,,1.40322,,1.44555,,,,,1.424385,
2022-05-23,0.77,,1.07015,,1.41976,,,,,1.244955,
2022-05-24,0.77,,0.92818,,1.36038,,,,,1.14428,
2022-05-25,0.77,,0.937,,1.35514,,,,,1.14607,
2022-05-26,0.77,,0.90468,,1.25948,,,,,1.08208,
2022-05-27,0.77,,0.95482,,1.08546,,,,,1.02014,
2022-05-28,0.77,,0.94392,,1.09027,,,,,1.017095,
2022-05-29,0.77,,0.93331,,1.07842,,,,,1.005865,
2022-05-30,0.77,,0.99429,,1.16585,,,,,1.08007,
2022-05-31,0.77,,1.00031,,1.21038,,,,,1.105345,
2022-06-01,1.21,,0.96556,,1.17866,,,,,1.07211,
2022-06-02,1.21,,1.07106,,1.18446,,,,,1.12776,
2022-06-03,1.21,,1.08025,,1.15223,,,,,1.11624,
2022-06-04,1.21,,1.03712,,1.16127,,,,,1.099195,
2022-06-05,1.21,,1.04596,,1.16935,,,,,1.107655,
2022-06-06,1.21,,1.03017,,1.16465,,,,,1.09741,
2022-06-07,1.21,,1.05167,,1.13699,,,,,1.09433,
2022-06-08,1.21,,1.03498,,1.14653,,,,,1.090755,
2022-06-09,1.21,,1.07133,,1.12919,,,,,1.10026,
2022-06-10,1.21,,1.04921,,1.09724,,,,,1.073225,
2022-06-11,1.21,,1.07326,,1.05927,,,,,1.066265,
2022-06-12,1.21,,0.97944,,0.98901,,,,,0.984225,
2022-06-13,1.21,,0.67794,,0.88305,,,,,0.780495,
2022-06-14,1.21,,1.32463,,0.91965,,,,,1.12214,
2022-06-15,1.21,,0.96367,,0.94504,,,,,0.954355,9.31
2022-06-16,1.21,,0.92663,,0.91326,,,,,0.919945,9.31
2022-06-17,1.21,,0.91126,,0.6361,,,,,0.77368,9.31
2022-06-18,1.21,,0.90791,,0.49215,,,,,0.70003,9.31
2022-06-19,1.21,,0.83531,,0.52176,,,,,0.678535,9.31
2022-06-20,1.21,,0.81872,,0.54999,,,,,0.684355,9.31
2022-06-21,1.21,,0.83868,,0.58995,,,,,0.714315,9.31
2022-06-22,1.21,,0.7428,,0.62667,,,,,0.684735,9.31
2022-06-23,1.21,,0.64427,,0.62722,,,,,0.635745,9.31
2022-06-24,1.21,,0.64237,,0.64214,,,,,0.642255,9.31
2022-06-25,1.21,,0.65587,,0.8067,,,,,0.731285,9.31
2022-06-26,1.21,,0.59218,,0.81919,,,,,0.705685,9.31
2022-06-27,1.21,,0.59122,,0.84821,,,,,0.719715,9.31
2022-06-28,1.21,,0.57972,,0.83034,,,,,0.70503,9.31
2022-06-29,1.21,,0.63841,,0.76896,,,,,0.703685,9.31
2022-06-30,1.21,,0.73394,,0.66479,,,,,0.699365,9.31
2022-07-01,1.68,,0.72325,,0.70439,,,,,0.71382,9.31
2022-07-02,1.68,,0.69689,,0.74213,,,,,0.71951,9.31
2022-07-03,1.68,,0.5805,,0.76753,,,,,0.674015,9.31
2022-07-04,1.68,,0.48404,,0.81012,,,,,0.64708,9.31
2022-07-05,1.68,,0.46614,,0.86376,,,,,0.66495,9.31
2022-07-06,1.68,,0.46411,,0.86896,,,,,0.666535,9.31
2022-07-07,1.68,,0.37094,,0.888,,,,,0.62947,9.31
2022-07-08,1.68,,0.38724,,0.87996,,,,,0.6336,9.31
2022-07-09,1.68,,0.68793,,0.97211,,,,,0.83002,9.31
2022-07-10,1.68,,0.68903,,0.96245,,,,,0.82574,9.31
2022-07-11,1.68,,0.70209,,0.94005,,,,,0.82107,9.31
2022-07-12,1.68,,0.53057,,0.89424,,,,,0.712405,9.31
2022-07-13,1.68,,0.37353,,0.90153,,,,,0.63753,9.31
2022-07-14,1.68,,0.40644,,0.95675,,,,,0.681595,9.31
2022-07-15,1.68,,0.41699,,1.0396,,,,,0.728295,9.31
2022-07-16,1.68,,0.4298,,1.03616,,,,,0.73298,9.31
2022-07-17,1.68,,0.44762,,1.03813,,,,,0.742875,9.31
2022-07-18,1.68,,0.44363,,1.07831,,,,,0.76097,9.31
2022-07-19,1.68,,0.46258,,1.06474,,,,,0.76366,9.31
2022-07-20,1.68,,0.46808,,1.05496,,,,,0.76152,9.31
2022-07-21,1.68,,0.471,,1.08185,,,,,0.776425,9.31
2022-07-22,1.68,,0.45635,,1.06495,,,,,0.76065,9.31
2022-07-23,1.68,,0.47843,,1.06703,,,,,0.77273,9.31
2022-07-24,1.68,,0.48696,,1.06825,,,,,0.777605,9.31
2022-07-25,1.68,,0.4878,,1.05433,,,,,0.771065,9.31
2022-07-26,1.68,,0.5227,,1.0159,,,,,0.7693,9.31
2022-07-27,1.68,,0.53918,,1.06992,,,,,0.80455,9.31
2022-07-28,1.68,,0.55262,,1.10751,,,,,0.830065,9.31
2022-07-29,1.68,,0.5603,,1.11738,,,,,0.83884,9.31
2022-07-30,1.68,,0.62427,,1.12031,,,,,0.87229,9.31
2022-07-31,1.68,,0.65294,,1.11626,,,,,0.8846,9.31
2022-08-01,2.33,,0.59548,,1.14816,,,,,0.87182,9.31
2022-08-02,2.33,,0.62109,,1.16745,,,,,0.89427,9.31
2022-08-03,2.33,,0.63423,,1.16647,,,,,0.90035,9.31
2022-08-04,2.33,,0.65463,,1.15922,,,,,0.906925,9.31
2022-08-05,2.33,,0.66643,,1.17243,,,,,0.91943,9.31
2022-08-06,2.33,,0.68331,,1.23283,,,,,0.95807,9.31
2022-08-07,2.33,,0.6634,,1.21279,,,,,0.938095,9.31
2022-08-08,2.33,,0.65491,,1.19121,,,,,0.92306,9.31
2022-08-09,2.33,,0.60416,,1.15677,,,,,0.880465,9.31
2022-08-10,2.33,,0.59934,,1.20289,,,,,0.901115,9.31
2022-08-11,2.33,,0.58071,,1.17153,,,,,0.87612,9.31
2022-08-12,2.33,,0.48631,,1.12559,,,,,0.80595,9.31
2022-08-13,2.33,,0.47173,,1.14144,,,,,0.806585,9.31
2022-08-14,2.33,,0.46688,,1.16131,,,,,0.814095,9.31
2022-08-15,2.33,,0.49588,,1.15602,,,,,0.82595,9.31
2022-08-16,2.33,,0.52847,,1.15623,,,,,0.84235,9.31
2022-08-17,2.33,,0.47373,,1.14863,,,,,0.81118,9.31
2022-08-18,2.33,,0.46788,,1.16546,,,,,0.81667,9.31
2022-08-19,2.33,,0.40556,,1.12173,,,,,0.763645,9.31
2022-08-20,2.33,,0.37839,,1.11777,,,,,0.74808,9.31
2022-08-21,2.33,,0.4266,,1.14064,,0.88481796,,,0.817352653,9.31
2022-08-22,2.33,,0.42582,,1.13788,,0.911270461,,,0.824990154,9.31
2022-08-23,2.33,,0.39063,,1.15159,,0.889929985,,,0.810716662,9.31
2022-08-24,2.33,,0.42159,,1.14539,,0.881343881,,,0.81610796,9.31
2022-08-25,2.33,,0.45352,,1.16636,,0.918508478,,,0.846129493,9.31
2022-08-26,2.33,,0.46063,,1.13252,,0.946995453,,,0.846715151,9.31
2022-08-27,2.33,,0.45822,,1.08637,,0.957444023,,,0.834011341,9.31
2022-08-28,2.33,,0.37744,,1.04314,,0.921068101,,,0.780549367,9.31
2022-08-29,2.33,,0.3795,,1.07884,,0.845522891,,,0.767954297,9.31
2022-08-30,2.33,,0.37126,,1.09215,,0.828334388,,,0.763914796,9.31
2022-08-31,2.33,,0.3335,,1.11414,,0.806535553,,,0.751391851,9.31
2022-09-01,2.56,,0.32846,,1.12391,,0.784318714,,,0.745562905,9.31
2022-09-02,2.56,,0.33548,,1.03214,,0.783724025,,,0.717114675,12.41
2022-09-03,2.56,,0.3438,,1.04294,,0.797413982,,,0.728051327,15.51
2022-09-04,2.56,,0.31811,,1.04615,,0.767813626,,,0.710691209,15.51
2022-09-05,2.56,,0.29062,,1.02361,,0.751152369,,,0.68846079,17.58
2022-09-06,2.56,,0.25256,,0.99549,,0.675573298,,,0.641207766,18.62
2022-09-07,2.56,,0.2466,,0.98858,,0.64836745,,,0.62784915,18.62
2022-09-08,2.56,,0.24709,,0.97054,,0.642358119,,,0.61999604,15.66
2022-09-09,2.56,,0.25448,,0.93419,,0.652820212,,,0.613830071,5.16
2022-09-10,2.56,,0.24625,,0.99058,,0.650090029,,,0.628973343,5.16
2022-09-11,2.56,,0.24687,,1.0401,,0.648949643,,,0.645306548,5.16
2022-09-12,2.56,,0.22891,,0.99657,,0.628601792,,,0.618027264,5.16
2022-09-13,2.56,,0.21078,,1.11152,,0.605751909,,,0.64268397,5.16
2022-09-14,2.56,,0.18882,,1.05221,,0.559031818,,,0.600020606,5.16
2022-09-15,2.56,,0.32311,,1.32994,,0.655598922,,,0.769549641,5.16
2022-09-16,2.56,,0.38287,,1.22527,,0.795067573,,,0.801069191,5.16
2022-09-17,2.56,,0.3898,,1.32672,,0.859950329,,,0.858823443,5.16
2022-09-18,2.56,,0.38386,,1.26782,,0.863414996,,,0.838364999,5.16
2022-09-19,2.56,,0.41754,,1.2561,,0.880646569,,,0.851428856,5.16
2022-09-20,2.56,,0.42342,,1.26993,,0.899701445,,,0.864350482,5.16
2022-09-21,2.56,,0.41483,,1.22235,,0.909059279,,,0.848746426,5.16
2022-09-22,2.56,,0.41569,,1.29262,,0.888498842,,,0.865602947,5.16
2022-09-23,2.56,,0.38716,,1.30752,,0.862760688,,,0.852480229,5.16
2022-09-24,2.56,,0.38555,,1.27548,,0.855293751,,,0.838774584,5.16
2022-09-25,2.56,,0.39112,,1.35677,,0.860621449,,,0.869503816,5.16
2022-09-26,2.56,,0.4739,,1.32997,,0.916611228,,,0.906827076,5.16
2022-09-27,2.56,,0.49539,,1.31574,,0.981764231,,,0.930964744,1.53
2022-09-28,2.56,,0.49148,,1.30673,,1.002639121,,,0.933616374,1.01
2022-09-29,2.56,,0.49877,,1.3194,,1.009666529,,,0.942612176,1.01
2022-09-30,2.56,,0.5347,,1.28813,,1.049710658,,,0.957513553,1.01
2022-10-01,3.08,,0.53339,,1.27383,,1.057432419,,,0.95488414,1.01
2022-10-02,3.08,,0.52379,,1.28293,,1.050047218,,,0.952255739,1.01
2022-10-03,3.08,,0.59562,,1.27817,,1.068563345,,,0.980784448,1.01
2022-10-04,3.08,,0.59781,,1.29503,,1.123258076,,,1.005366025,1.01
2022-10-05,3.08,,0.58091,,1.27741,,1.13195753,,,0.996759177,1.01
2022-10-06,3.08,,0.57326,,1.26256,1.95765,1.118688781,,,1.228039695,1.01
2022-10-07,3.08,,0.59154,,1.27472,1.94154,1.118093659,,,1.231473415,1.01
2022-10-08,3.08,,0.58454,,1.27421,1.9555,1.121425353,,,1.233918838,1.01
2022-10-09,3.08,,0.58941,,1.2862,1.90384,1.124406284,,,1.225964071,1.01
2022-10-10,3.08,,0.59414,,1.27985,2.15375,1.126319901,,,1.288514975,1.01
2022-10-11,3.08,,0.60744,,1.26803,2.20237,1.142818331,,,1.305164583,1.01
2022-10-12,3.08,,0.62056,,1.25937,2.23616,1.154613701,,,1.317675925,1.01
2022-10-13,3.08,,0.61416,,1.26145,2.13889,1.1761503,,,1.297662575,1.01
2022-10-14,3.08,,0.84173,,1.25713,2.18625,1.410411636,,,1.423880409,1.01
2022-10-15,3.08,,0.84015,,1.25495,2.41796,1.413835835,,,1.481723959,1.01
2022-10-16,3.08,,0.84929,,1.27473,1.98577,1.424347669,,,1.383534417,1.01
2022-10-17,3.08,,0.98397,,1.26336,1.96371,1.472719339,,,1.420939835,1.01
2022-10-18,3.08,,0.9834,,1.24122,1.71507,1.56021071,,,1.374975177,1.01
2022-10-19,3.08,,0.99679,,1.19505,1.75552,1.574061293,,,1.380355323,1.01
2022-10-20,3.08,,0.98892,,1.18656,1.76858,1.576986325,,,1.380261581,1.01
2022-10-21,3.08,,0.94144,,1.18839,1.86102,1.54365574,,,1.383626435,1.01
2022-10-22,3.08,,0.9658,,1.19932,1.82439,1.547482279,,,1.38424807,1.01
2022-10-23,3.08,,0.96659,,1.22614,1.90553,1.55846485,,,1.414181212,1.01
2022-10-24,3.08,,0.93452,,1.21894,2.14956,1.544264648,,,1.461821162,1.01
2022-10-25,3.08,,0.88238,,1.23977,1.73615,1.469995637,,,1.332073909,1.01
2022-10-26,3.08,,0.8548,,1.31642,1.65191,1.441835929,,,1.316241482,1.01
2022-10-27,3.08,,0.92773,,1.32287,1.66068,1.482504564,,,1.348446141,1.01
2022-10-28,3.08,,0.95144,,1.31211,1.7654,1.49406488,,,1.38075372,1.01
2022-10-29,3.08,,0.91328,,1.25676,1.666,1.540936607,,,1.344244152,1.01
2022-10-30,3.08,,0.92575,,1.2302,1.65115,1.525781323,,,1.333220331,1.01
2022-10-31,3.08,,0.96213,,1.58734,1.70094,1.520973588,,,1.442845897,1.01
2022-11-01,3.08,,0.96507,,1.58443,1.84458,1.548397772,,,1.485619443,1.01
2022-11-02,3.08,,1.02223,,1.57155,1.77595,1.59089136,,,1.49015534,1.01
2022-11-03,3.08,,0.99329,,1.5993,1.59221,1.600088237,,,1.446222059,1.01
2022-11-04,3.08,,0.92071,,1.63882,1.88229,1.537815236,,,1.494908809,1.01
2022-11-05,3.08,,0.92264,,1.62877,1.75838,1.519927481,,,1.45742937,1.01
2022-11-06,3.08,,0.93199,,1.59822,1.75672,1.506767214,,,1.448424304,1.01
2022-11-07,3.08,,0.93581,,1.65547,1.7417,1.516244433,,,1.462306108,1.01
2022-11-08,3.08,,1.14031,,1.22593,1.71393,1.645076121,,,1.43131153,1.01
2022-11-09,3.08,,1.14472,,1.05554,1.28693,1.751455331,,,1.309661333,1.01
2022-11-10,3.08,,2.02541,,1.24546,1.38125,2.201563256,,,1.713420814,1.01
2022-11-11,3.08,,1.74854,,1.19397,1.40166,2.484055914,,,1.707056479,1.01
2022-11-12,3.08,,1.62763,,1.098,1.43663,2.27873961,,,1.610249903,1.01
2022-11-13,3.08,,1.16744,,1.65069,1.38707,2.09951109,,,1.576177773,1.01
2022-11-14,3.08,,0.78436,,1.39397,2.17703,1.591022802,,,1.4865957,1.01
2022-11-15,3.08,,0.82784,,1.26666,1.66861,1.381668063,,,1.286194516,1.01
2022-11-16,3.08,,0.74815,,1.25745,1.66984,1.352762363,,,1.257050591,1.01
2022-11-17,3.08,,0.82427,,1.27019,1.72564,1.348687399,,,1.29219685,1.01
2022-11-18,3.08,,0.90911,,1.28982,1.6962,1.399931128,,,1.323765282,1.01
2022-11-19,3.08,,0.86677,,1.32217,1.707,1.460682232,,,1.339155558,1.01
2022-11-20,3.08,,0.86565,,1.31019,1.69653,1.434212325,,,1.326645581,1.01
2022-11-21,3.08,,0.97759,,1.26632,2.46898,1.619743868,,,1.583158467,1.01
2022-11-22,3.08,,0.86375,,1.35022,2.37001,1.562284685,,,1.536566171,1.01
2022-11-23,3.08,,0.93673,,1.31028,1.76828,1.470158482,,,1.37136212,1.01
2022-11-24,3.08,,1.072,,1.42256,2.03967,1.590283849,,,1.531128462,1.01
2022-11-25,3.08,,1.02997,,1.66099,1.99281,1.623944633,,,1.576928658,1.01
2022-11-26,3.08,,1.04745,,1.64853,2.00477,1.626033708,,,1.581695927,1.01
2022-11-27,3.08,,1.04702,,1.658,2.01952,1.633443984,,,1.589495996,1.01
2022-11-28,3.08,,1.08172,,1.64711,1.94127,1.656040075,,,1.581535019,1.01
2022-11-29,3.08,,1.05366,,1.65037,1.83114,1.659666418,,,1.548709105,1.01
2022-11-30,3.08,,1.08273,,1.67435,1.86717,1.62897317,,,1.563305793,1.01
2022-12-01,4.1,,1.24203,,1.61868,1.8468,1.756601395,,,1.616027849,1.01
2022-12-02,4.1,,1.16867,,1.61588,1.81345,1.789485568,,,1.596871392,1.01
2022-12-03,4.1,,1.14299,,1.59655,1.46562,1.726000406,,,1.482790102,1.01
2022-12-04,4.1,,1.15863,,1.60591,1.46979,1.746523968,,,1.495213492,1.01
2022-12-05,4.1,,1.1695,,1.68287,1.48973,1.737695853,,,1.519948963,1.01
2022-12-06,4.1,,1.20518,,1.66904,1.47654,1.796882243,,,1.536910561,1.01
2022-12-07,4.1,,1.23209,,1.65878,1.57265,1.822826387,,,1.571586597,1.01
2022-12-08,4.1,,1.20332,,1.62931,1.55849,1.798265705,,,1.547346426,1.01
2022-12-09,4.1,,1.19771,,1.6499,1.5197,1.801023048,,,1.542083262,1.01
2022-12-10,4.1,,1.21573,,1.62438,1.52142,1.799866752,,,1.540349188,1.01
2022-12-11,4.1,,1.22645,,1.60074,1.48606,1.811790819,,,1.531260205,1.01
2022-12-12,4.1,,1.22388,,1.62397,1.44915,1.832821736,,,1.532455434,1.01
2022-12-13,4.1,,1.18726,,1.61737,1.43957,1.771865779,,,1.504016445,1.01
2022-12-14,4.1,,1.13402,,1.60127,1.48844,1.761164228,,,1.496223557,1.01
2022-12-15,4.1,,1.14548,,1.61327,1.4903,1.739418042,,,1.49711701,1.01
2022-12-16,4.1,,1.15082,,1.53933,1.47969,1.75235114,,,1.480547785,1.01
2022-12-17,4.1,,1.14294,,1.54283,1.52095,1.740268357,,,1.486747089,1.01
2022-12-18,4.1,,1.14037,,1.53233,1.48809,1.752041624,,,1.478207906,1.01
2022-12-19,4.1,,1.13097,,1.49252,1.52882,1.750276275,,,1.475646569,1.01
2022-12-20,4.1,,1.13708,,1.51285,1.53746,1.729560668,,,1.479237667,1.01
2022-12-21,4.1,,1.14655,,1.48156,1.54542,1.724764648,,,1.474573662,1.01
2022-12-22,4.1,,1.17445,,1.48456,1.54391,1.751703886,,,1.488655971,1.01
2022-12-23,4.1,,1.20102,,1.48461,1.54599,1.780085157,,,1.502926289,1.01
2022-12-24,4.1,,1.18135,,1.52668,1.54444,1.789411943,,,1.510470486,1.01
2022-12-25,4.1,,1.16918,,1.5195,1.54345,1.769801679,,,1.50048292,1.01
2022-12-26,4.1,,1.16658,,1.54629,1.54823,1.759953797,,,1.505263449,1.01
2022-12-27,4.1,,1.20008,,1.57003,1.55349,1.778321405,,,1.525480351,1.01
2022-12-28,4.1,,1.21417,,1.54365,1.55586,1.791594581,,,1.526318645,1.01
2022-12-29,4.1,,1.19766,,1.53638,1.56355,1.812877008,,,1.527616752,1.01
2022-12-30,4.1,,1.17729,,1.57367,1.55176,1.781138575,,,1.520964644,1.01
2022-12-31,4.1,,1.19533,,1.60224,1.54216,1.785998917,,,1.531432229,1.01
2023-01-01,4.1,,1.18746,,1.62575,1.54561,1.788609783,,,1.536857446,1.01
2023-01-02,4.1,,1.184,,1.58467,1.6031,1.77860361,,,1.537593402,1.01
2023-01-03,4.1,,1.20711,,1.58227,1.60898,1.781878367,,,1.545059592,1.01
2023-01-04,4.1,,1.20156,,1.60472,1.6107,1.791067229,,,1.552011807,1.01
2023-01-05,4.1,,1.19375,,1.63265,1.63074,1.785054863,,,1.560548716,1.01
2023-01-06,4.1,,1.17656,,1.62908,1.62853,1.775485568,,,1.552413892,1.01
2023-01-07,4.1,,1.18193,,1.60533,1.63753,1.771144378,,,1.548983595,1.01
2023-01-08,4.1,,1.17718,,1.62374,1.62759,1.774125897,,,1.550658974,1.01
2023-01-09,4.1,,1.10961,,1.5703,1.69957,1.752325709,,,1.532951427,1.01
2023-01-10,4.1,,1.15403,,1.53956,1.80837,1.721921613,,,1.555970403,1.01
2023-01-11,4.1,,1.13572,,1.55208,1.81965,1.731960921,,,1.55985273,1.01
2023-01-12,4.1,,1.17624,,1.58398,1.79954,1.736336654,,,1.574024164,1.01
2023-01-13,4.1,,1.13262,,1.68576,1.85301,1.754309351,,,1.606424838,1.01
2023-01-14,4.1,,1.29461,,2.01896,1.86115,1.822604219,,,1.749331055,1.01
2023-01-15,4.1,,1.36217,,1.95901,1.92148,1.931782947,,,1.793610737,1.01
2023-01-16,4.1,,1.45762,,1.9936,1.87965,2.017856253,,,1.837181563,1.01
2023-01-17,4.1,,1.46666,,2.06928,1.87741,2.057263857,,,1.867653464,1.01
2023-01-18,4.1,,1.50479,,1.94988,1.88948,2.057716788,,,1.850466697,1.01
2023-01-19,4.1,,1.6053,,2.00175,1.92422,2.152168746,,,1.920859687,1.01
2023-01-20,4.1,,1.57103,,2.05016,1.94538,2.159472503,,,1.931510626,1.01
2023-01-21,4.1,,1.74083,,2.07896,1.92047,2.248637847,,,1.997224462,1.01
2023-01-22,4.1,,1.93749,,2.04812,2.0671,2.39708879,,,2.112449698,1.01
2023-01-23,4.1,,1.82498,,2.05431,2.02029,2.439088344,,,2.084667086,1.01
2023-01-24,4.1,,1.81845,,2.01474,1.99385,2.435216971,,,2.065564243,1.01
2023-01-25,4.1,,1.72834,,2.11891,2.3305,2.399078575,,,2.144207144,1.01
2023-01-26,4.1,,1.68247,,2.20493,2.39871,2.269484512,,,2.138898628,1.01
2023-01-27,4.1,,1.68197,,2.28789,2.46825,2.26670189,,,2.176202973,1.01
2023-01-28,4.1,,1.66409,,2.24557,2.43674,2.296649595,,,2.160762399,1.01
2023-01-29,4.1,,1.78219,,2.25706,2.45549,2.327714924,,,2.205613731,1.01
2023-01-30,4.1,,1.99592,,2.22068,2.37961,2.430537144,,,2.256686786,1.01
2023-01-31,4.1,,1.76989,,2.23627,2.43515,2.448125962,,,2.22235899,1.30
2023-02-01,4.57,,1.75327,,2.28846,2.41528,2.32850466,,,2.196378665,1.01
2023-02-02,4.57,,1.91679,,2.1266,2.42003,2.409189012,,,2.218152253,1.76
2023-02-03,4.57,,2.10552,,2.36663,2.41848,2.526433816,,,2.354265954,2.70
2023-02-04,4.57,,2.14537,,2.36639,2.4226,2.643095903,,,2.394363976,1.01
2023-02-05,4.57,,2.13184,,2.44378,2.32488,2.658957245,,,2.389864311,1.01
2023-02-06,4.57,,1.9418,1.80182,2.4143,2.31474,2.589499305,,,2.212431861,1.01
2023-02-07,4.57,,2.04532,1.97735,2.52596,2.33074,2.56851817,,,2.289577634,1.01
2023-02-08,4.57,,1.98027,1.73451,2.52448,2.40682,2.541904034,,,2.237596807,1.01
2023-02-09,4.57,,1.88897,1.0749,2.50132,2.47963,2.448237232,,,2.078611446,1.01
