t,sum,t2,price
,,2021-10-19,62017.97273
,,2021-10-20,64517.64856
,,2021-10-21,66237.51755
,,2021-10-22,62541.08693
,,2021-10-23,61029.27093
,,2021-10-24,61572.14043
,,2021-10-25,61173.16639
,,2021-10-26,63228.21383
,,2021-10-27,60604.18889
,,2021-10-28,58641.00147
,,2021-10-29,60767.55585
,,2021-10-30,62283.19806
,,2021-10-31,61837.257
,,2021-11-01,61471.86846
,,2021-11-02,61121.8312
,,2021-11-03,63247.20896
,,2021-11-04,63130.94235
,,2021-11-05,61601.74357
,,2021-11-06,61247.38494
,,2021-11-07,61661.35866
,,2021-11-08,63153.23019
,,2021-11-09,67617.01554
,,2021-11-10,67145.37494
,,2021-11-11,65061.05441
,,2021-11-12,65005.64516
,,2021-11-13,64432.04795
,,2021-11-14,64660.33535
,,2021-11-15,65648.97779
,,2021-11-16,63933.83544
,,2021-11-17,60448.56251
,,2021-11-18,60603.65587
,,2021-11-19,56987.32234
,,2021-11-20,58459.25552
,,2021-11-21,60082.91167
,,2021-11-22,59139.77928
,,2021-11-23,56386.85685
,,2021-11-24,57748.79317
,,2021-11-25,57198.18385
,,2021-11-26,58897.84698
,,2021-11-27,53827.79287
,,2021-11-28,54533.40388
,,2021-11-29,57237.66114
,,2021-11-30,57848.77354
,,2021-12-01,57011.28047
,,2021-12-02,57169.37199
,,2021-12-03,56508.26805
,,2021-12-04,53785.96717
,,2021-12-05,49161.99071
,,2021-12-06,49268.46989
,,2021-12-07,50461.57684
,,2021-12-08,50647.66341
,,2021-12-09,50530.45806
,,2021-12-10,47885.87199
,,2021-12-11,47303.56415
,,2021-12-12,49242.30232
,,2021-12-13,50051.07835
,,2021-12-14,46696.3047
,,2021-12-15,48410.56466
,,2021-12-16,48936.86258
,,2021-12-17,47694.5305
,,2021-12-18,46328.69637
,,2021-12-19,46970.05705
,,2021-12-20,46807.04862
,,2021-12-21,47117.0082
,,2021-12-22,49145.21726
,,2021-12-23,48755.89564
,,2021-12-24,50900.61495
,,2021-12-25,50888.72104
,,2021-12-26,50663.4871
,,2021-12-27,50852.86026
,,2021-12-28,50774.06781
,,2021-12-29,47725.14805
,,2021-12-30,46506.99465
,,2021-12-31,47191.86839
,,2022-01-01,46319.65109
,,2022-01-02,47816.07768
,,2022-01-03,47387.21217
,,2022-01-04,46531.14086
,,2022-01-05,45938.02427
,,2022-01-06,43647.14751
,,2022-01-07,43216.45868
,,2022-01-08,41527.19704
,,2022-01-09,41756.66232
,,2022-01-10,41862.36099
,,2022-01-11,41869.85906
,,2022-01-12,42777.21102
,,2022-01-13,43981.87733
,,2022-01-14,42608.41001
,,2022-01-15,43120.85451
,,2022-01-16,43226.65027
,,2022-01-17,43119.79214
,,2022-01-18,42298.34112
,,2022-01-19,42395.45879
,,2022-01-20,41749.55143
,,2022-01-21,40707.68241
,,2022-01-22,36508.79979
,,2022-01-23,35180.43546
,,2022-01-24,36306.40944
,,2022-01-25,36774.00714
,,2022-01-26,36988.92851
,,2022-01-27,36870.44017
,,2022-01-28,37276.83956
,,2022-01-29,37852.57903
,,2022-01-30,38232.17873
,,2022-01-31,37983.1515
,,2022-02-01,38555.53446
,,2022-02-02,38835.69494
,,2022-02-03,37000.9825
,,2022-02-04,37101.35159
,,2022-02-05,41673.83955
,,2022-02-06,41493.69005
,,2022-02-07,42475.54322
,,2022-02-08,43910.92999
,,2022-02-09,44184.44751
,,2022-02-10,44383.88806
,,2022-02-11,43628.13953
,,2022-02-12,42445.38877
,,2022-02-13,42254.73812
,,2022-02-14,42247.83595
,,2022-02-15,42634.57378
,,2022-02-16,44574.32057
,,2022-02-17,44063.28198
,,2022-02-18,40562.98695
,,2022-02-19,40073.49536
,,2022-02-20,40192.75912
,,2022-02-21,38514.00854
,,2022-02-22,37059.9794
,,2022-02-23,38337.20386
,,2022-02-24,37372.29268
,,2022-02-25,38363.34549
,,2022-02-26,39316.16208
,,2022-02-27,39090.20215
,,2022-02-28,37803.59016
,,2022-03-01,43225.40468
,,2022-03-02,44459.59163
,,2022-03-03,43980.70738
,,2022-03-04,42491.97839
,,2022-03-05,39200.29974
,,2022-03-06,39463.14681
,,2022-03-07,38442.99175
,,2022-03-08,38076.49382
,,2022-03-09,38732.93701
,,2022-03-10,41986.03445
,,2022-03-11,39468.35477
,,2022-03-12,38775.17559
,,2022-03-13,38903.69355
,,2022-03-14,37852.52514
,,2022-03-15,39669.42381
,,2022-03-16,39331.84654
,,2022-03-17,41165.63506
,,2022-03-18,41001.70958
,,2022-03-19,41837.41314
,,2022-03-20,42201.93992
,,2022-03-21,41283.259
,,2022-03-22,41061.81589
,,2022-03-23,42401.8956
,,2022-03-24,42802.15471
,,2022-03-25,43936.09623
,,2022-03-26,44331.77796
,,2022-03-27,44510.84422
,,2022-03-28,46715.11762
,,2022-03-29,46994.87912
,,2022-03-30,47459.26124
,,2022-03-31,47063.36585
,,2022-04-01,45528.40715
,,2022-04-02,46270.20071
,,2022-04-03,45842.14476
,,2022-04-04,46434.56298
,,2022-04-05,46622.63571
,,2022-04-06,45635.45438
,,2022-04-07,43198.77527
,,2022-04-08,43515.15032
,,2022-04-09,42315.70972
,,2022-04-10,42796.39748
,,2022-04-11,42274.90737
,,2022-04-12,39603.96516
,,2022-04-13,40205.67794
,,2022-04-14,41205.16872
,,2022-04-15,39959.45707
,,2022-04-16,40586.59731
,,2022-04-17,40450.37931
,,2022-04-18,39739.11926
,,2022-04-19,40833.53797
,,2022-04-20,41498.12245
,,2022-04-21,41397.22048
,,2022-04-22,40528.54149
,,2022-04-23,39756.84899
,,2022-04-24,39561.78019
,,2022-04-25,39469.04986
,,2022-04-26,40488.87792
,,2022-04-27,38134.21545
,,2022-04-28,39237.94932
,,2022-04-29,39741.76665
,,2022-04-30,38650.55014
,,2022-05-01,37820.61177
,,2022-05-02,38537.65477
,,2022-05-03,38561.5654
,,2022-05-04,37758.49611
,,2022-05-05,39699.02404
,,2022-05-06,36612.22955
,,2022-05-07,36116.39429
,,2022-05-08,35573.3102
,,2022-05-09,34070.3122
,,2022-05-10,30269.58696
,,2022-05-11,31026.93387
,,2022-05-12,28913.48836
,,2022-05-13,29126.11598
,,2022-05-14,29310.72896
,,2022-05-15,30189.33318
,,2022-05-16,31319.30911
,,2022-05-17,29923.60699
,,2022-05-18,30502.19328
,,2022-05-19,28772.2005
,,2022-05-20,30382.40624
,,2022-05-21,29256.81337
,,2022-05-22,29491.50795
,,2022-05-23,30351.05042
,,2022-05-24,29163.16778
,,2022-05-25,29655.02613
,,2022-05-26,29584.94985
,,2022-05-27,29346.78144
,,2022-05-28,28646.65218
,,2022-05-29,29088.23645
,,2022-05-30,29492.50321
,,2022-05-31,31740.94073
,,2022-06-01,31865.74962
,,2022-06-02,29833.45033
,,2022-06-03,30481.014
,,2022-06-04,29714.14349
,,2022-06-05,29872.36031
,,2022-06-06,29917.76405
,,2022-06-07,31372.58476
,,2022-06-08,31265.46928
,,2022-06-09,30229.23684
,,2022-06-10,30101.18752
,,2022-06-11,29101.29826
,,2022-06-12,28374.145
,,2022-06-13,26767.26917
,,2022-06-14,22525.76835
,,2022-06-15,22244.84897
,,2022-06-16,22529.19811
,,2022-06-17,20408.69049
,,2022-06-18,20473.05288
,,2022-06-19,19047.41783
,,2022-06-20,20516.41198
,,2022-06-21,20636.75891
,,2022-06-22,20700.92393
,,2022-06-23,19983.56648
,,2022-06-24,21100.27053
,,2022-06-25,21262.71348
,,2022-06-26,21525.88036
,,2022-06-27,21052.8054
,,2022-06-28,20751.47753
,,2022-06-29,20282.54248
,,2022-06-30,20108.52947
,,2022-07-01,19608.39749
,,2022-07-02,19407.44743
,,2022-07-03,19268.227
,,2022-07-04,19310.23322
,,2022-07-05,20257.01233
,,2022-07-06,20188.77966
,,2022-07-07,20566.68722
,,2022-07-08,21660.59684
,,2022-07-09,21858.81875
,,2022-07-10,21589.6281
,,2022-07-11,20859.81408
,,2022-07-12,19998.46784
,,2022-07-13,19350.73735
,,2022-07-14,20225.23866
,,2022-07-15,20574.84059
,,2022-07-16,20794.81198
,,2022-07-17,21193.08334
,,2022-07-18,20824.36275
,,2022-07-19,22395.36538
,,2022-07-20,23366.9077
,,2022-07-21,23313.29673
,,2022-07-22,23155.20756
,,2022-07-23,22696.90275
,,2022-07-24,22506.19957
,,2022-07-25,22613.71921
,,2022-07-26,21330.29545
,,2022-07-27,21235.61232
,,2022-07-28,22908.88426
,,2022-07-29,23822.0676
,,2022-07-30,23847.58332
,,2022-07-31,23653.45955
,,2022-08-01,23379.70053
,,2022-08-02,23333.74924
,,2022-08-03,23053.84685
,,2022-08-04,22860.42098
,,2022-08-05,22678.36363
,,2022-08-06,23225.0362
,,2022-08-07,22984.57953
,,2022-08-08,23197.60347
,,2022-08-09,23823.67944
,,2022-08-10,23203.6807
,,2022-08-11,23948.82955
,,2022-08-12,23948.7517
,,2022-08-13,24411.37987
,,2022-08-14,24433.65375
,,2022-08-15,24312.54142
,,2022-08-16,24179.01465
,,2022-08-17,23913.33373
,,2022-08-18,23359.41884
,,2022-08-19,23248.38423
,,2022-08-20,20945.83397
,,2022-08-21,21175.23273
,,2022-08-22,21615.76169
,,2022-08-23,21387.74711
,,2022-08-24,21562.45154
,,2022-08-25,21395.45847
,,2022-08-26,21618.00902
,,2022-08-27,20271.32295
,,2022-08-28,20069.95333
,,2022-08-29,19659.24671
,,2022-08-30,20308.86145
,,2022-08-31,19805.3507
,,2022-09-01,20023.55444
,,2022-09-02,20153.97598
,,2022-09-03,19941.45137
,,2022-09-04,19814.56425
,,2022-09-05,19980.01322
,,2022-09-06,19785.7335
,,2022-09-07,18859.50009
,,2022-09-08,19280.62548
,,2022-09-09,19322.77775
,,2022-09-10,21359.58253
,,2022-09-11,21707.38732
,,2022-09-12,21739.80438
,,2022-09-13,22339.6705
,,2022-09-14,20184.96749
,,2022-09-15,20255.92298
,,2022-09-16,19702.16989
,,2022-09-17,19764.41171
,,2022-09-18,20131.67531
,,2022-09-19,19437.15787
,,2022-09-20,19570.38671
,,2022-09-21,18869.92881
,,2022-09-22,18539.63524
,,2022-09-23,19464.32266
,,2022-09-24,19291.9048
,,2022-09-25,18939.97058
,,2022-09-26,18809.41144
,,2022-09-27,19219.72778
,,2022-09-28,19116.33116
,,2022-09-29,19444.78777
,,2022-09-30,19563.76516
,,2022-10-01,19476.9266
,,2022-10-02,19314.46384
,,2022-10-03,19065.15384
,,2022-10-04,19620.56754
,,2022-10-05,20345.39852
,,2022-10-06,20161.83061
,,2022-10-07,19949.05104
,,2022-10-08,19457.30895
,,2022-10-09,19418.03799
,,2022-10-10,19448.149
,,2022-10-11,19142.69477
,,2022-10-12,19058.62804
,,2022-10-13,19153.03978
,,2022-10-14,19383.94322
,,2022-10-15,19198.10714
,,2022-10-16,19072.78051
,,2022-10-17,19272.92185
,,2022-10-18,19557.89555
,,2022-10-19,19348.02937
,,2022-10-20,19134.24266
,,2022-10-21,19031.15987
,,2022-10-22,19173.28047
,,2022-10-23,19203.86547
,,2022-10-24,19574.82423
,,2022-10-25,19316.94062
,,2022-10-26,20095.15223
,,2022-10-27,20774.2475
,,2022-10-28,20278.36623
,,2022-10-29,20591.24121
,,2022-10-30,20800.70709
,,2022-10-31,20623.8715
,,2022-11-01,20494.60121
,,2022-11-02,20489.6462
,,2022-11-03,20162.9809
,,2022-11-04,20210.91242
,,2022-11-05,21150.31558
,,2022-11-06,21282.98511
,,2022-11-07,20906.99793
,,2022-11-08,20597.75502
,,2022-11-09,18562.35322
,,2022-11-10,15742.44434
,,2022-11-11,17594.9235
,,2022-11-12,17080.21526
,,2022-11-13,16797.98748
,,2022-11-14,16344.34232
,,2022-11-15,16645.8285
,,2022-11-16,16890.52938
,,2022-11-17,16689.39673
,,2022-11-18,16718.36123
,,2022-11-19,16707.02278
,,2022-11-20,16712.72953
,,2022-11-21,16304.07686
,,2022-11-22,15814.33528
,,2022-11-23,16171.62898
,,2022-11-24,16608.00999
,,2022-11-25,16596.03576
,,2022-11-26,16524.44901
,,2022-11-27,16456.15606
,,2022-11-28,16459.14954
,,2022-11-29,16222.21073
,,2022-11-30,16441.97998
,,2022-12-01,17186.50257
,,2022-12-02,16972.73406
,,2022-12-03,17084.87334
,,2022-12-04,16923.38287
,,2022-12-05,17149.93175
,,2022-12-06,16973.37258
,,2022-12-07,17085.64314
,,2022-12-08,16851.30347
,,2022-12-09,17235.01416
,,2022-12-10,17149.8242
,,2022-12-11,17125.36493
,,2022-12-12,17101.03802
,,2022-12-13,17179.59604
,,2022-12-14,17784.16289
,,2022-12-15,17808.71617
,,2022-12-16,17338.35813
,,2022-12-17,16623.75783
,,2022-12-18,16806.48559
,,2022-12-19,16742.81666
,,2022-12-20,16422.56227
,,2022-12-21,16899.33197
,,2022-12-22,16816.8537
,,2022-12-23,16824.79016
,,2022-12-24,16791.45544
,,2022-12-25,16848.56871
,,2022-12-26,16842.17704
,,2022-12-27,16900.08187
,,2022-12-28,16701.84021
,,2022-12-29,16538.90609
,,2022-12-30,16644.37909
,,2022-12-31,16604.02052
,,2023-01-01,16540.69362
,,2023-01-02,16615.96932
,,2023-01-03,16674.34254
,,2023-01-04,16677.64619
,,2023-01-05,16855.17474
,,2023-01-06,16832.09899
,,2023-01-07,16960.23206
,,2023-01-08,16950.86152
,,2023-01-09,17074.6154
,,2023-01-10,17194.90933
,,2023-01-11,17436.90233
,,2023-01-12,17996.83255
,,2023-01-13,18866.81033
,,2023-01-14,19941.78054
,,2023-01-15,21019.20661
,,2023-01-16,20853.23057
,,2023-01-17,21175.33774
,,2023-01-18,21156.78393
,,2023-01-19,20726.84497
,,2023-01-20,21081.67102
,,2023-01-21,22705.83368
,,2023-01-22,22771.02329
,,2023-01-23,22736.66143
,,2023-01-24,22984.87498
,,2023-01-25,22610.0106
,,2023-01-26,23180.4227
,,2023-01-27,23024.74618
,,2023-01-28,23082.85838
,,2023-01-29,23022.23299
,,2023-01-30,23797.46089
,,2023-01-31,22840.38586
,,2023-02-01,23137.32355
,,2023-02-02,23725.1618
,,2023-02-03,23539.67677
,,2023-02-04,23451.57765
,,2023-02-05,23340.34959
,,2023-02-06,22946.28658
,,2023-02-07,22786.48301
,,2023-02-08,23294.91365
,,2023-02-09,22947.50783
,,2023-02-10,21820.88651
,,2023-02-11,21630.13298
,,2023-02-12,21889.43208
,,2023-02-13,21779.8744
,,2023-02-14,21807.83427
,,2023-02-15,22220.071
,,2023-02-16,24307.8751
,,2023-02-17,23756.90728
,,2023-02-18,24628.82455
,,2023-02-19,24642.79087
,,2023-02-20,24284.478
,,2023-02-21,24786.66594
,,2023-02-22,24417.38704
,,2023-02-23,24146.10136
,,2023-02-24,23951.11098
,,2023-02-25,23172.28654
,,2023-02-26,23157.03811
,,2023-02-27,23541.11585
,,2023-02-28,23518.12391
,,2023-03-01,23155.54375
,,2023-03-02,23634.33349
,,2023-03-03,23464.33654
,,2023-03-04,22367.43302
,,2023-03-05,22348.32992
,,2023-03-06,22421.88581
,,2023-03-07,22415.11366
,,2023-03-08,22217.20988
,,2023-03-09,21712.65119
,,2023-03-10,20376.32001
,,2023-03-11,20195.22895
,,2023-03-12,20521.55615
,,2023-03-13,22095.7134
,,2023-03-14,24178.95533
,,2023-03-15,24758.76509
,,2023-03-16,24470.88205
,,2023-03-17,25161.27202
,,2023-03-18,27466.67783
,,2023-03-19,27107.79218
,,2023-03-20,28186.84265
,,2023-03-21,27929.16773
,,2023-03-22,28264.23961
,,2023-03-23,27449.25483
,,2023-03-24,28459.73511
,,2023-03-25,27595.49475
,,2023-03-26,27670.1995
,,2023-03-27,28048.46998
,,2023-03-28,27182.29956
,,2023-03-29,27291.35002
,,2023-03-30,28394.99778
,,2023-03-31,28041.12308
,,2023-04-01,28516.78473
,,2023-04-02,28498.94463
,,2023-04-03,28236.50874
,,2023-04-04,27815.42653
,,2023-04-05,28175.33033
,,2023-04-06,28197.20034
,,2023-04-07,28042.98339
,,2023-04-08,27934.43871
,,2023-04-09,27968.12805
,,2023-04-10,28351.23699
,,2023-04-11,29657.97414
,,2023-04-12,30260.93611
,,2023-04-13,29904.13869
,,2023-04-14,30405.02731
,,2023-04-15,30468.4087
,,2023-04-16,30312.16188
,,2023-04-17,30304.80751
,,2023-04-18,29467.45983
,,2023-04-19,30365.90417
,,2023-04-20,28833.2175
,,2023-04-21,28255.57825
,,2023-04-22,27300.15713
,,2023-04-23,27861.64066
,,2023-04-24,27606.57835
,,2023-04-25,27511.63568
,,2023-04-26,28351.21825
,,2023-04-27,28352.19132
,,2023-04-28,29483.5217
,,2023-04-29,29339.995
,,2023-04-30,29217.94405
,,2023-05-01,29362.05621
,,2023-05-02,28125.50116
,,2023-05-03,28654.39013
,,2023-05-04,28988.321
,,2023-05-05,28846.46146
,,2023-05-06,29520.32227
,,2023-05-07,28887.74105
,,2023-05-08,28611.4392
,,2023-05-09,27696.76079
,,2023-05-10,27607.39168
,,2023-05-11,27639.73357
,,2023-05-12,27024.76573
,,2023-05-13,26787.6904
,,2023-05-14,26798.12627
,,2023-05-15,26911.80527
,,2023-05-16,27227.79342
,,2023-05-17,27022.71317
,,2023-05-18,27389.97151
,,2023-05-19,26842.95249
,,2023-05-20,26884.37106
,,2023-05-21,27093.7911
,,2023-05-22,26773.83024
,,2023-05-23,26869.68602
,,2023-05-24,27222.93775
,,2023-05-25,26338.94895
,,2023-05-26,26475.6079
,,2023-05-27,26717.98755
,,2023-05-28,26848.23994
,,2023-05-29,28110.31347
,,2023-05-30,27759.74666
,,2023-05-31,27713.90855
,,2023-06-01,27245.47447
,,2023-06-02,26824.1015
,,2023-06-03,27247.74008
,,2023-06-04,27066.37133
,,2023-06-05,27315.44759
,,2023-06-06,25792.61609
,,2023-06-07,27216.61556
,,2023-06-08,26346.24455
,,2023-06-09,26507.90989
,,2023-06-10,26469.58168
,,2023-06-11,25858.12289
,,2023-06-12,25916.5799
,,2023-06-13,25910.36274
,,2023-06-14,25872.20646
,,2023-06-15,25107.7547
,,2023-06-16,25564.59963
,,2023-06-17,26327.32567
,,2023-06-18,26501.04444
,,2023-06-19,26333.09253
,,2023-06-20,26779.38746
,,2023-06-21,28330.89142
,,2023-06-22,30101.76482
,,2023-06-23,29935.63211
,,2023-06-24,30629.24435
,,2023-06-25,30537.81666
,,2023-06-26,30454.75697
,,2023-06-27,30285.50506
,,2023-06-28,30693.54636
