t,sum,t2,price
,,2023-06-29,30083.47725
,,2023-06-30,30466.61046
,,2023-07-01,30480.78148
,,2023-07-02,30583.6196
,,2023-07-03,30571.88707
,,2023-07-04,31134.71313
,,2023-07-05,30775.62402
,,2023-07-06,30484.79377
,,2023-07-07,29990.05515
,,2023-07-08,30315.2654
,,2023-07-09,30264.19735
,,2023-07-10,30169.87066
,,2023-07-11,30394.28115
,,2023-07-12,30620.81425
,,2023-07-13,30407.41631
,,2023-07-14,31446.01497
,,2023-07-15,30311.82781
,,2023-07-16,30297.9714
,,2023-07-17,30237.33479
,,2023-07-18,30147.86008
,,2023-07-19,29848.03227
,,2023-07-20,29919.87484
,,2023-07-21,29787.04153
,,2023-07-22,29914.68273
,,2023-07-23,29710.15594
,,2023-07-24,30057.95672
,,2023-07-25,29184.90191
,,2023-07-26,29222.97463
,,2023-07-27,29363.67291
,,2023-07-28,29200.244
,,2023-07-29,29314.09739
,,2023-07-30,29356.74775
,,2023-07-31,29277.75581
,,2023-08-01,29233.13637
,,2023-08-02,29537.10975
,,2023-08-03,29146.63627
,,2023-08-04,29176.1506
,,2023-08-05,29087.93809
,,2023-08-06,29046.80046
,,2023-08-07,29044.20438
,,2023-08-08,29178.14775
,,2023-08-09,29779.56167
,,2023-08-10,29585.48808
,,2023-08-11,29423.81892
,,2023-08-12,29396.84797
,,2023-08-13,29412.14227
,,2023-08-14,29284.96971
,,2023-08-15,29400.5868
,,2023-08-16,29170.4904
,,2023-08-17,28754.19702
,,2023-08-18,26501.58727
,,2023-08-19,26042.83826
,,2023-08-20,26104.77863
,,2023-08-21,26160.70042
,,2023-08-22,26119.00596
,,2023-08-23,26033.67541
,,2023-08-24,26450.00862
,,2023-08-25,26134.93425
,,2023-08-26,26044.03621
,,2023-08-27,26002.01572
,,2023-08-28,26082.71718
,,2023-08-29,26109.26982
,,2023-08-30,27730.50374
,,2023-08-31,27297.26144
,,2023-09-01,25927.41701
,,2023-09-02,25812.33049
,,2023-09-03,25853.65684
,,2023-09-04,25959.59631
,,2023-09-05,25829.36477
,,2023-09-06,25784.41352
,,2023-09-07,25752.95842
,,2023-09-08,26192.33343
,,2023-09-09,25907.22814
,,2023-09-10,25889.32501
,,2023-09-11,25834.5801
,,2023-09-12,25133.30311
,,2023-09-13,25866.80666
,,2023-09-14,26223.43608
,,2023-09-15,26531.39557
,,2023-09-16,26634.63103
,,2023-09-17,26557.76869
,,2023-09-18,26520.98825
,,2023-09-19,26741.46111
,,2023-09-20,27219.29687
,,2023-09-21,27115.84645
,,2023-09-22,26561.13345
,,2023-09-23,26572.03811
,,2023-09-24,26573.92348
,,2023-09-25,26249.5629
,,2023-09-26,26298.63468
,,2023-09-27,26204.75759
,,2023-09-28,26350.1469
,,2023-09-29,27009.01375
,,2023-09-30,26917.1991
,,2023-10-01,26969.87614
,,2023-10-02,27967.51058
,,2023-10-03,27615.06489
,,2023-10-04,27439.12195
,,2023-10-05,27792.11128
,,2023-10-06,27435.87462
,,2023-10-07,27958.19644
,,2023-10-08,27977.54349
,,2023-10-09,27948.10365
,,2023-10-10,27593.78253
,,2023-10-11,27392.2477
,,2023-10-12,26842.19044
,,2023-10-13,26729.13721
,,2023-10-14,26841.13622
,,2023-10-15,26863.18357
,,2023-10-16,27150.297
,,2023-10-17,28513.30993
,,2023-10-18,28417.72175
,,2023-10-19,28328.2452
,,2023-10-20,28715.74814
,,2023-10-21,29677.39289
,,2023-10-22,29920.07449
,,2023-10-23,30019.3805
,,2023-10-24,32953.26276
,,2023-10-25,33846.72426
,,2023-10-26,34471.98603
,,2023-10-27,34174.45155
,,2023-10-28,33899.09306
,,2023-10-29,34092.63093
,,2023-10-30,34556.24281
,,2023-10-31,34498.70392
,,2023-11-01,34672.28928
,,2023-11-02,35457.45491
,,2023-11-03,34924.05545
,,2023-11-04,34731.38137
,,2023-11-05,35048.40783
,,2023-11-06,35061.92875
,,2023-11-07,35031.26888
,,2023-11-08,35436.53763
,,2023-11-09,35795.08063
,,2023-11-10,36768.42082
,,2023-11-11,37344.249
,,2023-11-12,37122.72282
,,2023-11-13,37067.69698
,,2023-11-14,36549.16205
,,2023-11-15,35545.20143
,,2023-11-16,37903.66245
,,2023-11-17,36201.51611
,,2023-11-18,36527.76023
,,2023-11-19,36582.36844
,,2023-11-20,37413.99461
,,2023-11-21,37489.29847
,,2023-11-22,35965.36036
,,2023-11-23,37464.83293
,,2023-11-24,37293.31613
,,2023-11-25,37738.9317
,,2023-11-26,37809.85287
,,2023-11-27,37491.83819
,,2023-11-28,37250.16905
,,2023-11-29,37802.23604
,,2023-11-30,37810.34642
,,2023-12-01,37711.81838
,,2023-12-02,38688.25874
,,2023-12-03,39481.66642
,,2023-12-04,39960.27542
,,2023-12-05,41974.33177
,,2023-12-06,44105.94477
,,2023-12-07,43788.28881
,,2023-12-08,43270.11956
,,2023-12-09,44202.17611
,,2023-12-10,43745.49199
,,2023-12-11,43757.95994
,,2023-12-12,41200.96273
,,2023-12-13,41450.81939
,,2023-12-14,42931.76183
,,2023-12-15,43009.59546
,,2023-12-16,41992.01419
,,2023-12-17,42247.06788
,,2023-12-18,41410.81963
,,2023-12-19,42684.18255
,,2023-12-20,42250.20618
,,2023-12-21,43634.12417
,,2023-12-22,43849.6996
,,2023-12-23,44003.69602
,,2023-12-24,43752.03088
,,2023-12-25,43034.97106
,,2023-12-26,43638.2363
,,2023-12-27,42516.42694
,,2023-12-28,43418.46778
,,2023-12-29,42600.65063
,,2023-12-30,42074.70716
,,2023-12-31,42220.6114
,,2024-01-01,42208.20218
,,2024-01-02,44168.68119
,,2024-01-03,44994.67389
,,2024-01-04,42821.55899
,,2024-01-05,44195.57856
,,2024-01-06,44113.69973
,,2024-01-07,43956.12072
,,2024-01-08,43883.74388
,,2024-01-09,46936.18556
,,2024-01-10,46105.94608
,,2024-01-11,46632.31315
,,2024-01-12,46314.35554
,,2024-01-13,42893.92961
,,2024-01-14,42848.47452
,,2024-01-15,41800.93282
,,2024-01-16,42587.33604
,,2024-01-17,43148.00164
,,2024-01-18,42713.85919
,,2024-01-19,41261.3948
,,2024-01-20,41600.94093
,,2024-01-21,41626.10711
,,2024-01-22,41541.89946
,,2024-01-23,39504.73006
,,2024-01-24,39833.45411
,,2024-01-25,40123.67106
,,2024-01-26,39938.28644
,,2024-01-27,41862.93561
,,2024-01-28,42119.61049
,,2024-01-29,42026.57856
,,2024-01-30,43267.60928
,,2024-01-31,42892.03453
,,2024-02-01,42583.26355
,,2024-02-02,43069.04342
,,2024-02-03,43170.65856
,,2024-02-04,42976.8483
,,2024-02-05,42599.35997
,,2024-02-06,42648.45692
,,2024-02-07,43087.78741
,,2024-02-08,44247.41542
,,2024-02-09,45338.27119
,,2024-02-10,47143.24299
,,2024-02-11,47768.99525
,,2024-02-12,48189.88179
,,2024-02-13,50050.13609
,,2024-02-14,49732.14537
,,2024-02-15,51790.1693
,,2024-02-16,51958.23029
,,2024-02-17,52166.43431
,,2024-02-18,51684.51749
,,2024-02-19,52138.48579
,,2024-02-20,51764.31319
,,2024-02-21,52286.79373
,,2024-02-22,51842.75677
,,2024-02-23,51319.50013
,,2024-02-24,50841.08109
,,2024-02-25,51553.09671
,,2024-02-26,51751.88405
,,2024-02-27,54478.19108
,,2024-02-28,57003.52674
,,2024-02-29,62558.58202
,,2024-03-01,61298.21686
,,2024-03-02,62426.64053
,,2024-03-03,62067.8668
,,2024-03-04,63053.10544
,,2024-03-05,68186.64593
,,2024-03-06,64291.53656
,,2024-03-07,66145.91928
,,2024-03-08,66944.87639
,,2024-03-09,68315.25192
,,2024-03-10,68508.00396
,,2024-03-11,69075.66688
,,2024-03-12,72130.55301
,,2024-03-13,71467.1735
,,2024-03-14,73097.76703
,,2024-03-15,71420.0318
,,2024-03-16,69497.76319
,,2024-03-17,65292.31329
,,2024-03-18,68425.41566
,,2024-03-19,67708.94361
,,2024-03-20,62132.51738
,,2024-03-21,67819.05571
,,2024-03-22,65535.97845
,,2024-03-23,63509.04497
,,2024-03-24,64285.80279
,,2024-03-25,67310.98327
,,2024-03-26,69938.9453
,,2024-03-27,70082.05122
,,2024-03-28,69435.7504
,,2024-03-29,70710.19535
,,2024-03-30,69919.05546
,,2024-03-31,69702.30875
,,2024-04-01,71246.95144
,,2024-04-02,69785.92504
,,2024-04-03,65440.41923
,,2024-04-04,66123.93854
,,2024-04-05,68542.17715
,,2024-04-06,67978.61023
,,2024-04-07,69000.64992
,,2024-04-08,69401.97361
,,2024-04-09,71624.18486
,,2024-04-10,69158.64381
,,2024-04-11,70527.88998
,,2024-04-12,70106.66413
,,2024-04-13,67252.10504
,,2024-04-14,64404.82549
,,2024-04-15,65752.66005
,,2024-04-16,63430.57146
,,2024-04-17,63720.50159
,,2024-04-18,61328.89799
,,2024-04-19,63461.5927
,,2024-04-20,63988.81847
,,2024-04-21,64894.41869
,,2024-04-22,64936.42076
,,2024-04-23,66841.66685
,,2024-04-24,66406.95244
,,2024-04-25,64279.51813
,,2024-04-26,64486.18336
,,2024-04-27,63802.33005
,,2024-04-28,63517.24874
,,2024-04-29,63030.43362
,,2024-04-30,63797.67964
,,2024-05-01,60749.47209
,,2024-05-02,58297.57408
,,2024-05-03,59135.17336
,,2024-05-04,62839.34074
,,2024-05-05,63820.4519
,,2024-05-06,64010.00865
,,2024-05-07,63172.4813
,,2024-05-08,62363.05719
,,2024-05-09,61215.50401
,,2024-05-10,63148.59994
,,2024-05-11,60888.21675
,,2024-05-12,60776.97208
,,2024-05-13,61507.054
,,2024-05-14,62878.7833
,,2024-05-15,61569.11301
,,2024-05-16,66220.51831
,,2024-05-17,65260.8798
,,2024-05-18,67053.12327
,,2024-05-19,66912.61861
,,2024-05-20,66252.7126
,,2024-05-21,71430.297
,,2024-05-22,70189.83582
,,2024-05-23,69181.20086
,,2024-05-24,67906.46534
,,2024-05-25,68539.91647
,,2024-05-26,69268.44559
,,2024-05-27,68508.83111
,,2024-05-28,69367.23872
,,2024-05-29,68316.63588
,,2024-05-30,67577.26559
,,2024-05-31,68372.49288
,,2024-06-01,67474.95484
,,2024-06-02,67704.32642
,,2024-06-03,67740.0169
,,2024-06-04,68808.29369
,,2024-06-05,70600.01117
,,2024-06-06,71184.59943
,,2024-06-07,70759.58819
,,2024-06-08,69325.36239
,,2024-06-09,69315.10412
,,2024-06-10,69654.16074
,,2024-06-11,69493.17761
,,2024-06-12,67329.15233
,,2024-06-13,68224.51968
,,2024-06-14,66700.31697
,,2024-06-15,66011.07874
,,2024-06-16,66190.48749
,,2024-06-17,66615.53782
,,2024-06-18,66460.38898
,,2024-06-19,65109.31481
,,2024-06-20,64907.07461
,,2024-06-21,64844.67442
,,2024-06-22,64071.62428
,,2024-06-23,64239.90349
,,2024-06-24,63221.35738
,,2024-06-25,60363.23498
,,2024-06-26,61770.41387
,,2024-06-27,60749.89619
,,2024-06-28,61562.64533
,,2024-06-29,60317.09698
,,2024-06-30,60864.44316
,,2024-07-01,62734.39384
,,2024-07-02,62819.82227
,,2024-07-03,62042.56504
,,2024-07-04,60244.68076
,,2024-07-05,57189.17412
,,2024-07-06,56739.86285
,,2024-07-07,58230.48415
,,2024-07-08,55880.37538
,,2024-07-09,56665.14073
,,2024-07-10,57988.30351
,,2024-07-11,57704.20228
,,2024-07-12,57388.19248
,,2024-07-13,57899.28896
,,2024-07-14,59152.71914
,,2024-07-15,60942.32774
,,2024-07-16,64835.48973
,,2024-07-17,65162.23625
,,2024-07-18,64136.31384
,,2024-07-19,63959.56901
,,2024-07-20,66689.54881
,,2024-07-21,67206.06471
,,2024-07-22,68088.13996
,,2024-07-23,67607.7134
,,2024-07-24,65942.41747
,,2024-07-25,65403.53513
,,2024-07-26,65749.96362
,,2024-07-27,67920.29649
,,2024-07-28,68055.40839
,,2024-07-29,68242.24744
,,2024-07-30,66770.32092
,,2024-07-31,66219.05102
,,2024-08-01,64679.77865
,,2024-08-02,65357.52961
,,2024-08-03,61407.29547
,,2024-08-04,60738.74493
,,2024-08-05,58006.20659
,,2024-08-06,53956.26184
,,2024-08-07,55959.84107
,,2024-08-08,55099.95181
,,2024-08-09,61859.0316
,,2024-08-10,60912.58853
,,2024-08-11,60887.70862
,,2024-08-12,58804.2345
,,2024-08-13,59350.07433
,,2024-08-14,60601.22318
,,2024-08-15,58739.19382
,,2024-08-16,57624.11693
,,2024-08-17,58881.92579
,,2024-08-18,59430.79163
,,2024-08-19,58438.29374
,,2024-08-20,59574.94581
,,2024-08-21,59060.1261
,,2024-08-22,61144.68763
,,2024-08-23,60387.54062
,,2024-08-24,64049.68562
,,2024-08-25,64157.16061
,,2024-08-26,64265.81631
,,2024-08-27,62922.58635
,,2024-08-28,59526.56088
,,2024-08-29,59015.29634
,,2024-08-30,59351.57949
,,2024-08-31,59156.24604
,,2024-09-01,58960.23659
,,2024-09-02,57357.71617
,,2024-09-03,59108.73236
,,2024-09-04,57504.53859
,,2024-09-05,57987.84601
,,2024-09-06,56132.40473
,,2024-09-07,53923.35611
,,2024-09-08,54150.93836
,,2024-09-09,54792.40756
,,2024-09-10,57049.11875
,,2024-09-11,57624.16178
,,2024-09-12,57381.76445
,,2024-09-13,58106.95123
,,2024-09-14,60620.62747
,,2024-09-15,60003.2994
,,2024-09-16,59214.80227
,,2024-09-17,58211.12323
,,2024-09-18,60317.03198
,,2024-09-19,61440.41208
,,2024-09-20,62966.52932
,,2024-09-21,63128.22454
,,2024-09-22,63403.40235
,,2024-09-23,63582.59957
,,2024-09-24,63327.02654
,,2024-09-25,64334.14275
,,2024-09-26,63151.89959
,,2024-09-27,65130.76884
,,2024-09-28,65791.00213
,,2024-09-29,65934.10709
,,2024-09-30,65663.68987
,,2024-10-01,63243.27532
,,2024-10-02,60872.66854
,,2024-10-03,60655.55979
,,2024-10-04,60727.86395
,,2024-10-05,62103.01047
,,2024-10-06,62091.93259
,,2024-10-07,62811.79973
,,2024-10-08,62287.39011
,,2024-10-09,62185.23042
,,2024-10-10,60597.15046
,,2024-10-11,60195.18074
,,2024-10-12,62392.34048
,,2024-10-13,63207.77062
,,2024-10-14,62829.53369
,,2024-10-15,66049.99493
,,2024-10-16,66962.21994
,,2024-10-17,67647.54415
,,2024-10-18,67328.10527
,,2024-10-19,68465.61921
,,2024-10-20,68388.87129
,,2024-10-21,68962.82918
