t,total_borrow,total_tvl,utilisation,total_borrow_7dma,total_tvl_7dma,utilisation_7dma
2023-09-26,5580833173,13798371122,0.404455941,5590731950,13854945584,0.403535883
2023-09-27,5594860678,13722423986,0.407716646,5581682456,13803079804,0.404394713
2023-09-28,5615937234,13766569690,0.407940203,5581385623,13765971978,0.405452791
2023-09-29,5693854264,14048106741,0.405311148,5598892280,13804875933,0.405578987
2023-09-30,5750747968,14110236456,0.407558582,5623528939,13843643908,0.406217511
2023-10-01,5729821234,14104074570,0.406252903,5644831937,13886117409,0.406510702
2023-10-02,5794022227,14547548135,0.398281702,5680010968,14013904386,0.405359589
2023-10-03,5742081063,14274387457,0.402264621,5703046381,14081906719,0.405046543
2023-10-04,5740941404,14197320068,0.404367964,5723915056,14149749017,0.40456816
2023-10-05,5772405496,14316396310,0.40320241,5746267665,14228295677,0.403891333
2023-10-06,5757794068,14199023669,0.405506336,5755401923,14249855238,0.403919217
2023-10-07,5812184471,14348070804,0.405084736,5764178566,14283831573,0.40356581
2023-10-08,5817289267,14370627768,0.404804116,5776673999,14321910602,0.403358841
2023-10-09,5810866610,14295291270,0.406488158,5779080340,14285873907,0.404531191
2023-10-10,5745456517,14049512236,0.408943486,5779562548,14253748875,0.405485315
2023-10-11,5674710650,13882353999,0.408771499,5770101011,14208753722,0.406114392
2023-10-12,5679959105,13779192999,0.412212755,5756894384,14132010392,0.407401584
2023-10-13,5636606785,13575442221,0.415206127,5739581915,14042927328,0.408787268
2023-10-14,5629795427,13732127662,0.409972552,5713526337,13954935451,0.409485528
2023-10-15,5641276191,13739739252,0.410581023,5688381612,13864808520,0.4103108
2023-10-16,5659337024,13805871113,0.409922487,5666734528,13794891355,0.410801418
2023-10-17,5715515490,14111951049,0.405012423,5662457239,13803811185,0.410239838
2023-10-18,5637350429,14023436448,0.401994935,5657120064,13823965821,0.409271757
2023-10-19,5656964662,13972429049,0.404866229,5653835144,13851570971,0.408222254
2023-10-20,5655587039,14104006238,0.40099153,5656546609,13927080116,0.406191597
2023-10-21,5736717361,14362465286,0.39942428,5671821171,14017128348,0.404684701
2023-10-22,5793701665,14671879347,0.394884768,5693596239,14150291219,0.402442379
2023-10-23,5871097535,14858433404,0.395135703,5723847740,14300657260,0.400329981
2023-10-24,6066046789,15940487356,0.380543371,5773923640,14561876733,0.396834402
2023-10-25,6053489563,15907483221,0.380543514,5833372088,14831026272,0.393769914
2023-10-26,6056614216,16111163978,0.375926545,5890464881,15136559833,0.389635673
2023-10-27,6082340535,16083158751,0.378180719,5951429666,15419295906,0.386376986
2023-10-28,6124655653,15871194539,0.385897586,6006849422,15634828657,0.384444601
2023-10-29,6159387025,16332293383,0.37712934,6059090188,15872030662,0.381908111
2023-10-30,6208647112,16515794374,0.375921798,6107311556,16108796515,0.379163267
2023-10-31,6214079444,16768125912,0.370588787,6128459078,16227030594,0.377741184
2023-11-01,6220552930,16645753797,0.373702087,6152325274,16332497819,0.376763837
2023-11-02,6273887835,17036276972,0.368266367,6183364362,16464656818,0.375669526
2023-11-03,6293254496,16620385011,0.378646734,6213494928,16541403427,0.3757361
2023-11-04,6343913136,17050146149,0.372073827,6244817425,16709825085,0.373761277
2023-11-05,6505279156,17274309420,0.37658693,6294230587,16844398805,0.37368379
2023-11-06,6526172213,17245476603,0.378428058,6339591316,16948639123,0.374041827
2023-11-07,6528189800,17258494255,0.378259523,6384464224,17018691744,0.375137647
2023-11-08,6565682672,17321408136,0.379050168,6433768473,17115213792,0.375901658
2023-11-09,6602122441,17562812501,0.375914874,6480659131,17190433154,0.376994302
2023-11-10,6873471288,18326837352,0.375049506,6563547244,17434212059,0.376480412
2023-11-11,6893908822,18377612514,0.375125377,6642118056,17623850112,0.376916348
2023-11-12,6832489563,18155492447,0.376331823,6688862400,17749733401,0.376879904
2023-11-13,6847444422,18215556143,0.375911906,6734758430,17888316193,0.376520454
2023-11-14,6869415486,17806409837,0.385783297,6783504956,17966589847,0.377595278
2023-11-15,7073596791,17763949708,0.398199551,6856064116,18029810072,0.380330905
2023-11-16,7200917243,18491405339,0.389419685,6941606231,18162466191,0.382260163
2023-11-17,7057394357,17650319293,0.399845138,6967880955,18065820754,0.385802397
2023-11-18,7088603206,17680026640,0.400938491,6995694438,17966165630,0.389489984
2023-11-19,7116047613,17813307018,0.399479311,7036202731,17917281997,0.392796768
2023-11-20,7204924328,18094439636,0.398184441,7087271289,17899979639,0.395978559
2023-11-21,7245705452,18172797568,0.398711614,7141026999,17952320743,0.397825462
2023-11-22,7006741120,17524744002,0.399819884,7131476188,17918148499,0.398056938
2023-11-23,7333214827,18242828117,0.40197796,7150375843,17882637468,0.399850977
2023-11-24,7287654411,18321008574,0.397775831,7183270137,17978450222,0.399555362
2023-11-25,7294242080,18316872296,0.398225306,7212647119,18069428173,0.399167764
2023-11-26,7323580896,18419734660,0.397594267,7242294731,18156060693,0.398898472
2023-11-27,7212570241,18275919506,0.394648829,7243387004,18181986389,0.398393385
2023-11-28,7117857049,18082036207,0.393642451,7225122946,18169020480,0.397669218
2023-11-29,7181756714,18329265018,0.391819132,7250125174,18283952054,0.396526254
2023-11-30,7194502309,18292599040,0.393301263,7230309100,18291062186,0.395286726
2023-12-01,7289269240,18414212815,0.395850168,7230539790,18304377077,0.395011631
2023-12-02,7363650720,18656239117,0.394701776,7240455310,18352858052,0.39450827
2023-12-03,7500839637,19235357453,0.389950624,7265777987,18469375594,0.393416321
2023-12-04,7575579129,19520928450,0.388074735,7317636400,18647234014,0.392477164
2023-12-05,7710836878,19824939962,0.388946292,7402347804,18896220265,0.391806284
2023-12-06,7886268383,20434130713,0.385936084,7502992328,19196915364,0.390965849
2023-12-07,7816253536,20093415760,0.38899576,7591813932,19454174896,0.390350777
2023-12-08,7987903798,20654703916,0.386735333,7691618869,19774245053,0.389048658
2023-12-09,8069478825,21011600166,0.384048752,7792451455,20110725203,0.387526797
2023-12-10,8111335840,20893327258,0.388226142,7879665198,20347578032,0.387280443
2023-12-11,8147537047,20804866606,0.391616885,7961373472,20530997769,0.387786464
2023-12-12,7860702434,20051388476,0.392027836,7982782838,20563347556,0.388226685
2023-12-13,8054688369,20063496818,0.401459847,8006842836,20510399857,0.390444365
2023-12-14,8171932071,20632465291,0.396071529,8057654055,20587406933,0.391455189
2023-12-15,8279533274,21271688405,0.389227837,8099315409,20675547574,0.391811261
2023-12-16,8117068481,20500795639,0.395939193,8106113931,20602575499,0.393509896
2023-12-17,8172056244,20614944052,0.396414185,8114788274,20562806470,0.394679616
2023-12-18,7886087197,20399134753,0.386589299,8077438296,20504844776,0.393961389
2023-12-19,7982720835,20853863058,0.382793385,8094869496,20619484002,0.392642182
2023-12-20,8039197833,20511875106,0.391928958,8092656562,20683538043,0.391280627
2023-12-21,8230206386,20962748421,0.392611037,8100981464,20730721348,0.39078627
2023-12-22,8353870856,21278970737,0.392588108,8111601119,20731761681,0.391266309
2023-12-23,8493501233,21569655626,0.393770832,8165377226,20884455965,0.390956543
2023-12-24,8514261375,21632344880,0.393589388,8214263674,21029798940,0.390553001
2023-12-25,8455199590,21387665892,0.395330637,8295565444,21171017674,0.391801763
2023-12-26,8515411449,21424987705,0.397452338,8371664103,21252606910,0.393895899
2023-12-27,8326285938,21400137677,0.389076279,8412676690,21379501563,0.393488374
2023-12-28,8696267095,22080748118,0.393839332,8479256791,21539215805,0.393663845
2023-12-29,8704063274,21796242679,0.399337785,8529284279,21613111797,0.394628084
2023-12-30,8644103724,21545311012,0.401205799,8550798921,21609633995,0.395690223
2023-12-31,8646861384,21660464594,0.399200181,8569741779,21613651097,0.396491765
2024-01-01,8641516861,21623019760,0.399644312,8596358532,21647273078,0.397108004
2024-01-02,8697408202,22542168737,0.385828369,8622358068,21806870368,0.395447437
2024-01-03,8823878970,22554717420,0.391220994,8693442787,21971810331,0.395753825
2024-01-04,8418426187,21492662483,0.391688382,8653751229,21887798098,0.395446546
2024-01-05,8603452948,22031803454,0.39050153,8639378325,21921449637,0.394184224
2024-01-06,8716783083,22016603841,0.395918605,8649761091,21988777184,0.39342891
2024-01-07,8646286847,21827727963,0.396114834,8649679014,22012671951,0.392988147
2024-01-08,8593746843,21530332916,0.399146027,8642854726,21999430973,0.392916963
2024-01-09,8534228002,22464448132,0.379899295,8619543269,21988328030,0.392069952
2024-01-10,8538912191,22548669503,0.378688072,8578833729,21987464042,0.390279535
2024-01-11,8974119066,23779697119,0.37738576,8658218426,22314183275,0.388236303
2024-01-12,9106697817,23917859352,0.380748866,8730110550,22583619832,0.386843066
2024-01-13,8932993634,22782285256,0.392102615,8760997771,22693002892,0.386297924
2024-01-14,9058165209,23080693680,0.392456368,8819837537,22871997994,0.385775286
2024-01-15,8927347338,22791940607,0.391688777,8867494751,23052227664,0.384709965
2024-01-16,9087687279,22778261043,0.398963172,8946560362,23097058080,0.387433376
2024-01-17,9276084890,22935680748,0.404439048,9051870748,23152345401,0.391112087
2024-01-18,9152697113,22668586601,0.403761261,9077381897,22993615327,0.394880015
2024-01-19,9162778384,22041472417,0.415706275,9085393407,22725560050,0.399873931
2024-01-20,9217338933,22131186666,0.41648643,9126014164,22632545966,0.403357333
2024-01-21,9202019892,22141998074,0.415591215,9146564833,22498446594,0.406662311
2024-01-22,9209727754,22021550330,0.418214323,9186904892,22388390840,0.410451675
2024-01-23,8943299715,20947875047,0.426931118,9166278097,22126907126,0.414447096
2024-01-24,8720635796,20887903623,0.417496938,9086928227,21834367537,0.416312509
2024-01-25,8592300388,21063907305,0.40791579,9006871552,21605127637,0.416906013
2024-01-26,8514948742,21091330954,0.403717943,8914324460,21469393143,0.415193394
2024-01-27,8692090286,21597332331,0.402461293,8839288939,21393128238,0.413189803
2024-01-28,8681404962,21779376976,0.398606671,8764915378,21341325224,0.410763439
2024-01-29,8700157065,21721843788,0.400525717,8692119565,21298510003,0.408236496
2024-01-30,8835857553,22300130687,0.396224474,8676770685,21491689381,0.403849832
2024-01-31,8838531297,22367943773,0.395142772,8693612899,21703123688,0.40065638
2024-02-01,8804149382,22098666170,0.398401845,8723877041,21850946383,0.399297245
2024-02-02,8905568521,22445964535,0.396755885,8779679867,22044465466,0.398302665
2024-02-03,8969426378,22637900852,0.396212813,8819299308,22193118112,0.397410025
2024-02-04,8950333437,22531623381,0.397234291,8857717662,22300581884,0.397213971
2024-02-05,8944539218,22419945979,0.398954539,8892629398,22400310768,0.396989517
2024-02-06,8985397699,22542298190,0.39860167,8913992276,22434906126,0.397329116
2024-02-07,9090253671,22761449347,0.399370599,8949952615,22491121208,0.397933092
2024-02-08,9222371191,23317118060,0.395519342,9009698588,22665185763,0.397521306
2024-02-09,9344535831,23403331620,0.399282289,9072408204,22801952490,0.397882221
2024-02-10,9571786507,23999106502,0.398839286,9158459651,22996410440,0.398257431
2024-02-11,9545501870,24243766134,0.393730158,9243483712,23241002262,0.397756841
2024-02-12,9569927285,24318782872,0.393519994,9332824865,23512264675,0.396980477
2024-02-13,9886922159,25352257134,0.38998193,9461614073,23913687381,0.395749086
2024-02-14,9925936231,25367395468,0.391287164,9580997296,24285965399,0.394594309
2024-02-15,10175974280,26392601292,0.385561626,9717226309,24725320146,0.393171778
2024-02-16,10303499674,26234617437,0.392744422,9854221144,25129789548,0.392237797
2024-02-17,10322937822,26051226140,0.396255353,9961528474,25422949497,0.391868664
2024-02-18,10253858179,26150429423,0.392110509,10062722233,25695329967,0.391637285
2024-02-19,10276800925,26644579084,0.385699504,10163704181,26027586568,0.390520073
2024-02-20,10334875061,26843365874,0.385006676,10227697453,26240602103,0.389809322
2024-02-21,10459040137,26837487764,0.389717556,10303855154,26450615288,0.389585092
2024-02-22,10605215495,26414111732,0.401498093,10365175328,26453688208,0.39186173
2024-02-23,10737834952,26267185393,0.40879275,10427223224,26458340773,0.394154349
2024-02-24,10579138274,25986670041,0.407098649,10463823289,26449118473,0.395703391
2024-02-25,10696075910,26467867294,0.404115518,10526997251,26494466740,0.397418392
2024-02-26,10922766273,26955205155,0.405219185,10619278015,26538841893,0.400206918
2024-02-27,11049670510,27939491480,0.395485742,10721391650,26695431266,0.401703928
2024-02-28,11293957900,28524321558,0.395941333,10840665616,26936407522,0.402593039
2024-02-29,11619626730,30115112646,0.385840387,10985581507,27465121938,0.400356224
2024-03-01,11553213969,29986404958,0.38528173,11102064224,27996439019,0.396997506
2024-03-02,10592368686,30721144307,0.344790825,11103954283,28672792485,0.388096389
2024-03-03,10681876266,30732972696,0.347570551,11101925762,29282093257,0.380018536
2024-03-04,10843833472,31390363614,0.345451031,11090649648,29915687323,0.371480228
2024-03-05,11068477296,32628081851,0.339231627,11093336331,30585485947,0.363443926
2024-03-06,11069475220,31632787546,0.349936761,11061267377,31029552517,0.356871845
2024-03-07,11668687003,33491499034,0.348407427,11068275987,31511893429,0.351524279
2024-03-08,12082608612,33785211209,0.357630104,11143903794,32054580037,0.347574047
2024-03-09,12411601077,34521165736,0.359535978,11403794135,32597440241,0.349680497
2024-03-10,12642357585,34694138108,0.364394629,11683862895,33163321014,0.352083937
2024-03-11,12719084533,34636497918,0.36721624,11951755904,33627054486,0.355193252
2024-03-12,12913922648,36244966803,0.356295613,12215390954,34143752336,0.357630965
2024-03-13,12705902286,35426404110,0.358656279,12449166249,34685697560,0.35887661
2024-03-14,13024048066,36250025082,0.359283836,12642789258,35079772709,0.360430383
2024-03-15,12977026675,35617080642,0.364348409,12770563267,35341468343,0.361390141
2024-03-16,12847642816,34623159366,0.371070782,12832854944,35356038861,0.36303797
2024-03-17,12391411571,32746430167,0.378404959,12797005514,35077794870,0.365039445
2024-03-18,12443526812,34084925772,0.365074194,12757640125,34998998849,0.364733439
2024-03-19,12088518330,33416817955,0.361749534,12639725222,34594977585,0.365512571
2024-03-20,11101822657,30396831644,0.3652296,12410570990,33876467233,0.366451616
2024-03-21,12391561596,33329572211,0.371788798,12320215780,33459259680,0.36823804
2024-03-22,12400441223,32766909934,0.378444023,12237846429,33052092436,0.370251699
2024-03-23,11852281185,32006573605,0.370307717,12095651911,32678294470,0.370142689
2024-03-24,11901957642,32322487651,0.368225298,12025729921,32617731253,0.368688452
2024-03-25,12007189605,33328628164,0.360266542,11963396034,32509688738,0.368001644
2024-03-26,12474895790,34787154269,0.358606389,12018592814,32705451068,0.367552624
2024-03-27,12422527840,34588291694,0.359154131,12207264983,33304231075,0.3666847
2024-03-28,12280750970,33837055540,0.362937932,12191434894,33376728694,0.36542029
2024-03-29,12507930626,34524069124,0.362295956,12206790523,33627751435,0.363113423
2024-03-30,12671481660,34137338497,0.371191259,12323819162,33932146420,0.363239644
2024-03-31,12995776416,34029677139,0.381895378,12480078987,34176030632,0.365192512
2024-04-01,13240863086,34835842126,0.380093096,12656318055,34391346913,0.368024877
2024-04-02,13081797145,34008770346,0.384659516,12743018249,34280149209,0.371746753
2024-04-03,12126334427,31995993698,0.3789954,12700704904,33909820924,0.37458122
2024-04-04,12198077147,32225466818,0.3785229,12688894358,33679593964,0.376807644
2024-04-05,12377501151,32549365117,0.380268589,12670261576,33397493392,0.379375163
2024-04-06,12705507882,32309237065,0.393246917,12675122465,33136336044,0.382525971
2024-04-07,12810943081,32693652472,0.391848023,12648717703,32945475377,0.383947777
2024-04-08,12911251603,32939469311,0.391969023,12601630348,32674564975,0.385644338
2024-04-09,13535808549,34692282040,0.390167719,12666489120,32772209503,0.386431224
2024-04-10,12725088507,33514376082,0.379690449,12752025417,32989121272,0.386530517
2024-04-11,12742453057,33965792405,0.375155477,12829793404,33237739213,0.386049457
2024-04-12,12619560853,33607017636,0.375503741,12864373362,33388832430,0.385368764
2024-04-13,12035282359,31241533110,0.385233411,12768626858,33236303294,0.384223978
2024-04-14,11588625591,28540208323,0.406045585,12594010074,32642954130,0.386252201
2024-04-15,11911810138,30087823453,0.395901357,12451232722,32235576150,0.386813963
2024-04-16,11945100362,29767874557,0.401274882,12223988695,31532089367,0.3884007
2024-04-17,11886475145,29425175105,0.40395597,12104186786,30947917798,0.391867203
2024-04-18,11285602051,28987176521,0.389330849,11896065214,30236686958,0.393892257
2024-04-19,11399643838,29572421111,0.385482264,11721791355,29660316026,0.39531776
2024-04-20,11467666472,30087711422,0.381141201,11640703371,29495484356,0.394733158
2024-04-21,11626448315,30786566351,0.377646802,11646106617,29816392646,0.390676189
2024-04-22,11682259216,30740813358,0.380024402,11613313628,29909676918,0.388408053
2024-04-23,11820371495,31520001470,0.375011769,11595495219,30159980763,0.384656179
2024-04-24,11885305765,31492012719,0.377406991,11595328165,30455243279,0.380863468
2024-04-25,12337136466,30424740532,0.405496851,11745547367,30660609566,0.383172897
2024-04-26,12221770868,30675043503,0.398427173,11862994085,30818127051,0.38502217
2024-04-27,12142081520,30282812462,0.400956204,11959339092,30845998628,0.387852884
2024-04-28,12214300044,29186737990,0.418488015,12043317911,30617451719,0.393687343
2024-04-29,12421961193,30898549320,0.402024091,12148989622,30639985428,0.396830156
2024-04-30,12247601873,30249508955,0.404885973,12210022533,30458486497,0.4010979
2024-05-01,11673171407,28937701283,0.403389727,12179717624,30093584864,0.404809719
2024-05-02,11519396018,28504905571,0.404119775,12062897560,29819322726,0.404612994
2024-05-03,11842383431,29013216594,0.408172027,12008699355,29581918882,0.406005116
2024-05-04,11762398459,30400833992,0.386910387,11954458918,29598779101,0.403998571
2024-05-05,11796670036,30746257766,0.383678239,11894797488,29821567640,0.399025746
2024-05-06,11811647525,30826058468,0.383170866,11807609821,29811211804,0.396332428
2024-05-07,11772500924,30547743278,0.38538038,11739738257,29853816707,0.393545914
2024-05-08,11596393130,30127164308,0.384914857,11728769932,30023739997,0.390906647
2024-05-09,11599625134,29498088049,0.393233118,11740231234,30165623208,0.389351411
2024-05-10,11678533520,30049780064,0.388639567,11716824104,30313703704,0.386561059
2024-05-11,11469576328,29151736140,0.393444022,11674992371,30135261153,0.387494436
2024-05-12,11495572249,29272342648,0.392711044,11631978401,29924701851,0.388784836
2024-05-13,11471469275,29259940253,0.392053749,11583381509,29700970677,0.39005382
2024-05-14,11644682220,29420326690,0.395803974,11565121694,29539911165,0.391542905
2024-05-15,11589428936,28848091900,0.401739879,11564126809,29357186535,0.393946479
2024-05-16,11933455821,30468895666,0.391660267,11611816907,29495873337,0.393721786
2024-05-17,11649392657,30322197139,0.384186957,11607653927,29534790062,0.393085699
2024-05-18,12037050976,31646714840,0.380357046,11688721733,29891215591,0.391216131
2024-05-19,12075247257,31972491867,0.377676138,11771532449,30276951194,0.389068287
2024-05-20,12024069817,31725126424,0.379007783,11850475383,30629120647,0.387204578
2024-05-21,13071263972,34856556868,0.375001582,12054272777,31405724958,0.384232807
2024-05-22,13389859743,35395189652,0.37829603,12311477178,32341024637,0.380883686
2024-05-23,13429431501,35429486835,0.37904674,12525187989,33049680518,0.379081754
2024-05-24,13672464440,35411712547,0.386100063,12814198244,33776754148,0.379355055
2024-05-25,13588898587,35282647863,0.385143956,13035890760,34296173151,0.380038899
2024-05-26,13679296628,35457949951,0.38578927,13265040670,34794095734,0.381197918
2024-05-27,13876799754,35923574247,0.386286722,13529716375,35393873995,0.382237766
2024-05-28,14056315408,36489392924,0.385216477,13670438009,35627136288,0.383697037
2024-05-29,14047699547,35997654786,0.390239298,13764415124,35713202736,0.385403218
2024-05-30,14078985368,35542192184,0.396120343,13857208533,35729303500,0.387842304
2024-05-31,14158618034,35451211674,0.399383191,13926659047,35734946233,0.389739894
2024-06-01,14319390812,35522432019,0.403108402,14031015079,35769201112,0.392306243
2024-06-02,14394107032,35807516236,0.401985632,14133130851,35819139153,0.394620009
2024-06-03,14397437927,35624498818,0.404144294,14207507733,35776414092,0.397171091
2024-06-04,14480872243,35686893492,0.405775646,14268158709,35661771316,0.400108115
2024-06-05,14904358292,36445592748,0.408948165,14390538530,35725762453,0.40278081
2024-06-06,15095223766,36702384479,0.411287277,14535715444,35891504209,0.404947515
2024-06-07,15165083544,36483541341,0.415669175,14679496231,36038979876,0.407274084
2024-06-08,15102353982,35721570926,0.42277967,14791348112,36067428291,0.410084266
2024-06-09,15116803557,35625214069,0.424328778,14894590473,36041385125,0.413276144
2024-06-10,15236578057,35783672730,0.425796932,15014467634,36064124255,0.416369378
2024-06-11,15356675481,35489220052,0.432713806,15139582383,36035885192,0.420217686
2024-06-12,14665774802,33806806209,0.433811307,15105499027,35658915687,0.423769564
2024-06-13,15034369159,34860381012,0.431273805,15096805512,35395772334,0.426624782
2024-06-14,14733003683,33805932352,0.435811192,15035079817,35013256764,0.429502213
2024-06-15,14628431936,33493326064,0.436756622,14967376668,34694936070,0.43149892
2024-06-16,14875784403,34011405461,0.437376351,14932945360,34464391983,0.433362859
2024-06-17,14981966342,34429034391,0.435154997,14896572258,34270872220,0.434699726
2024-06-18,14721678534,33836685282,0.435080399,14805858408,34034795824,0.43503781
2024-06-19,14490358017,33259552437,0.435675075,14780798868,33956616714,0.435304063
2024-06-20,14824421101,33613515757,0.441025604,14750806288,33778493106,0.436697177
2024-06-21,14792754944,33379790356,0.443165005,14759342182,33717615678,0.437747722
2024-06-22,14704013227,33475706710,0.439244296,14770139510,33715098628,0.438103104
2024-06-23,14580195351,33453583540,0.435833588,14727912502,33635409782,0.437882709
2024-06-24,14244010907,32691976111,0.435703576,14622490297,33387258599,0.437961078
2024-06-25,14134343321,31876332471,0.443411843,14538585267,33107208197,0.439151284
2024-06-26,14424674733,32558948242,0.443032577,14529201941,33007121884,0.440202356
2024-06-27,14496101774,32285230889,0.449001025,14482299180,32817366903,0.441341701
2024-06-28,14658238417,33318976665,0.439936633,14463082533,32808679233,0.440880505
2024-06-29,14524709095,32742961925,0.443597898,14437467657,32704001406,0.441502449
2024-06-30,14581360007,32923074107,0.442891814,14437634036,32628214344,0.442510767
2024-07-01,14725161462,33522084220,0.43926748,14506369830,32746801217,0.443019896
2024-07-02,14815344153,33694110540,0.439701298,14603655663,33006483798,0.442489818
2024-07-03,14682359683,33426224388,0.439246728,14640467799,33130380391,0.441948982
2024-07-04,14609896321,32431093393,0.450490403,14656724163,33151217891,0.442161751
2024-07-05,14231577479,31213553927,0.455942233,14595772600,32850443214,0.444448265
2024-07-06,13525312499,30273937393,0.446764236,14453001658,32497725424,0.444900599
2024-07-07,13747119965,31049630997,0.442746645,14333824509,32230090694,0.44487986
2024-07-08,13489361863,30162148275,0.447228153,14157281709,31750099845,0.446017099
2024-07-09,13672689200,30754492169,0.444575353,13994045287,31330154363,0.446713393
2024-07-10,13850213252,31251806201,0.443181209,13875167226,31019523194,0.447275462
2024-07-11,13932519651,31362470034,0.444241784,13778399130,30866862714,0.446382802
2024-07-12,14004612336,31451817770,0.445271953,13745975538,30900900406,0.444858476
2024-07-13,14041511170,31600367924,0.444346446,13819718205,31090390481,0.444513078
2024-07-14,14205798106,32076955285,0.442866163,13885243654,31237151094,0.444530152
2024-07-15,14495023884,33028826681,0.438859788,14028909657,31646676581,0.443334671
2024-07-16,15002169308,34546427630,0.43426109,14218835387,32188381646,0.441861205
2024-07-17,15038629700,34882617888,0.431121017,14388609165,32707069030,0.44013832
2024-07-18,15114807603,34733278466,0.435167893,14557507444,33188613092,0.43884205
2024-07-19,15165171460,34763689688,0.436235958,14723301604,33661737652,0.437551193
2024-07-20,15387238728,35566035636,0.432638568,14915548398,34228261611,0.435878639
2024-07-21,15444207529,35650962633,0.433205905,15092464030,34738834089,0.434498603
2024-07-22,15692179855,36305814621,0.432222222,15263486312,35206975223,0.433550379
2024-07-23,15556312767,35735454177,0.435318737,15342649663,35376836158,0.433701471
2024-07-24,15798364049,35533169193,0.444608922,15451183142,35469772059,0.435628315
2024-07-25,15559910093,34877726591,0.446127418,15514769212,35490407506,0.437193961
2024-07-26,15199816607,34040094028,0.446526869,15519718518,35387036697,0.438664091
2024-07-27,15485062011,35172387495,0.440261896,15533693273,35330801248,0.439753138
2024-07-28,15511438046,35389845556,0.438301942,15543297633,35293498809,0.440481144
2024-07-29,15448249938,35105923251,0.440046821,15508450502,35122085756,0.441598944
2024-07-30,15678650842,35426106751,0.442573353,15525927369,35077893266,0.442635317
2024-07-31,15635002178,34803350779,0.449238416,15502589959,34973633493,0.443296674
2024-08-01,15569112107,34314214485,0.453721944,15503904533,34893131764,0.444381606
2024-08-02,15388185849,33971629297,0.452971676,15530814424,34883351088,0.445302293
2024-08-03,14900531061,32406155324,0.459805581,15447310003,34488175063,0.448094248
2024-08-04,14590542928,31479600812,0.463491993,15315753558,33929568671,0.451692826
2024-08-05,14016516728,30371490682,0.461502429,15111220242,33253221161,0.454757913
2024-08-06,12108315646,28053463493,0.431615713,14601172357,32199986410,0.453192536
2024-08-07,12364726398,29142062460,0.424291397,14133990102,31391230936,0.449628676
2024-08-08,12059257940,28323456730,0.425769286,13632582364,30535408400,0.445635439
2024-08-09,12827596071,30626816147,0.418835442,13266783825,30057577950,0.440758834
2024-08-10,13098026795,30957786533,0.42309313,13009283215,29850668122,0.435514199
2024-08-11,13089947071,31110754314,0.420753124,12794912378,29797975766,0.429408646
2024-08-12,12957208080,30373459628,0.426596385,12643582572,29798257044,0.424422068
2024-08-13,13229270343,31116547835,0.425152251,12803718957,30235840521,0.423498716
2024-08-14,13427514283,31724830813,0.423249358,12955545798,30604807429,0.423349854
2024-08-15,13336428416,30909208388,0.431471044,13137998723,30974200523,0.424164391
2024-08-16,13130099144,30238241247,0.434221655,13181213447,30918689823,0.426362421
2024-08-17,13282194164,30825610836,0.430881783,13207523072,30899807580,0.427475086
2024-08-18,13337189923,30727293284,0.434050269,13242843479,30845027433,0.429374678
2024-08-19,13446891732,30964149056,0.43427293,13312798286,30929411637,0.430471327
2024-08-20,13431435836,30824443253,0.435739771,13341679071,30887682411,0.43198383
2024-08-21,13440691953,31136230129,0.431673709,13343561595,30803596599,0.433187309
2024-08-22,13646627562,31826413989,0.428783072,13387875759,30934625971,0.432803313
2024-08-23,13676497768,31719749656,0.431166636,13465932705,31146270029,0.432366882
2024-08-24,14603115017,33455394594,0.436495076,13654635684,31521953423,0.433168781
2024-08-25,14380714128,33563297684,0.42846547,13803710571,31927096909,0.432370952
2024-08-26,14736385346,33716681400,0.437065118,13987923944,32320315815,0.432769836
2024-08-27,14377011040,32902571165,0.436957068,14123006116,32617191231,0.432943736
2024-08-28,13458766115,31193819213,0.431456181,14125588139,32625418243,0.43291266
2024-08-29,13608752288,31032655494,0.43853006,14120177386,32512024172,0.434305087
2024-08-30,13606753629,31043159550,0.438317292,14110213938,32415368443,0.43532661
2024-08-31,12983227148,30034772553,0.432273197,13878801385,31926708151,0.434723484
2024-09-01,12975890223,30017547297,0.432276831,13678112256,31420172382,0.435267964
2024-09-02,12738755998,29400225237,0.433287701,13392736634,30803535787,0.434728333
2024-09-03,13050820229,30150870599,0.432850527,13203280804,30410435706,0.434141684
2024-09-04,13567785567,30540745871,0.444251939,13218855012,30317139514,0.43596965
2024-09-05,13615284410,30671887711,0.443901091,13219788172,30265601260,0.43673694
2024-09-06,13195905794,29855593328,0.441991075,13161095624,30095948942,0.437261766
2024-09-07,12622002843,28432021002,0.443936182,13109492152,29866984435,0.438927906
2024-09-08,12780415502,28876972452,0.44258156,13081567192,29704045171,0.440400011
2024-09-09,12944511612,29101918714,0.44479925,13110960851,29661429954,0.442044518
2024-09-10,13347901085,30249524247,0.441259868,13153400973,29675523332,0.443245852
2024-09-11,13177273963,30374236901,0.433830618,13097613601,29651736336,0.441757092
2024-09-12,13316693111,30259797028,0.440078732,13054957701,29592866239,0.441211041
2024-09-13,13385937606,30557548846,0.438056654,13082105103,29693145599,0.440648981
2024-09-14,13750277894,31618418050,0.434881906,13243287253,30148345177,0.439355512
2024-09-15,13743871799,31429488324,0.437292254,13380923867,30512990301,0.438599897
2024-09-16,13662830296,30926292337,0.441786883,13483540822,30773615105,0.438169559
