t,treasuries,gold,loans_and_private_equity,private_credit,,,,,,,
2023-01-03,637776303.8,485279295.4,0.0001,219111916.9,,,,,,,
2023-01-04,638138845.1,485950132.9,0.0001,221123051.8,,,,,,,
2023-01-05,638370411.7,485681447.5,0.0001,221281486,,,,,,,
2023-01-06,647747897.5,491308478.3,0.0001,236139958.2,,,,,,,
2023-01-07,647539180.3,491769252.6,0.0001,233980856.6,,,,,,,
2023-01-08,648171074.5,490391709.8,0.0001,234697286.6,,,,,,,
2023-01-09,648331272.1,488016611,0.0001,234772236.2,,,,,,,
2023-01-10,647250943.6,488093029,0.0001,234197935.2,,,,,,,
2023-01-11,648171074.5,487488376,0.0001,233885939.8,,,,,,,
2023-01-12,648075587.3,486772242.4,0.0001,243013381,,,,,,,
2023-01-13,660617276.7,488878283.8,0.0001,246305341.2,,,,,,,
2023-01-14,663213374.6,489640227.8,0.0001,249403550.4,,,,,,,
2023-01-15,662550823.8,484356374,0.0001,249072875,,,,,,,
2023-01-16,662364647,486807318.1,0.0001,249213900.6,,,,,,,
2023-01-17,662545649.4,486438620.9,0.0001,248713406.8,,,,,,,
2023-01-18,663068706.1,486455434.7,0.0001,249146768.2,,,,,,,
2023-01-19,662463122.8,488216941.7,0.0001,249425248.9,,,,,,,
2023-01-20,664325214.9,484769283.8,0.0001,249465992,,,,,,,
2023-01-21,667439204.9,481243288.3,0.0001,253560765.3,,,,,,,
2023-01-22,668105976.3,481347681.9,0.0001,254280670.2,,,,,,,
2023-01-23,666954421.6,482979554.9,0.0001,254128120,,,,,,,
2023-01-24,666606429.2,483108014.2,0.0001,254010991.5,,,,,,,
2023-01-25,670273672.2,483079686.9,0.0001,256848303.1,,,,,,,
2023-01-26,673098171.3,480943865.6,0.0001,264900292.3,,,,,,,
2023-01-27,679612363.3,478807649.1,0.0001,272199249.6,,,,,,,
2023-01-28,679119557.3,479387560.2,0.0001,271680435.6,,,,,,,
2023-01-29,679184223.5,480110635.7,0.0001,271974387.1,,,,,,,
2023-01-30,680783041.4,475901250.2,0.0001,271903085.8,,,,,,,
2023-01-31,679417791.1,476201455.5,0.0001,271996820.7,,,,,,,
2023-02-01,679532068.8,475421405.9,0.0001,271241833.7,,,,,,,
2023-02-02,679392444.5,474260264.5,0.0001,261436739.7,,,,,,,
2023-02-03,679597233.6,472398080.6,0.0001,263105515.1,,,,,,,
2023-02-04,687884531,470493327.6,0.0001,262812932.3,,,,,,,
2023-02-05,689641177.5,469779074.9,0.0001,262796824.6,,,,,,,
2023-02-06,688121465.9,469832131.3,0.0001,262501981.5,,,,,,,
2023-02-07,701752259.4,470084576.5,0.0001,280604350.6,,,,,,,
2023-02-08,710807949.8,469114597.3,0.0001,280245705.1,,,,,,,
2023-02-09,711587725.4,471857514.3,0.0001,281449502.1,,,,,,,
2023-02-10,711504410.6,471050234.2,0.0001,280123507.6,,,,,,,
2023-02-11,716750519.3,475936417.8,0.0001,280386951.5,,,,,,,
2023-02-12,717333225.8,475540211.3,0.0001,280085962.3,,,,,,,
2023-02-13,716063694.8,474917937.9,0.0001,279496408.3,,,,,,,
2023-02-14,721723834.3,474918593.2,0.0001,278676854.2,,,,,,,
2023-02-15,724711303.1,474883614.7,0.0001,279550159.7,,,,,,,
2023-02-16,726794094.8,476555973.4,0.0001,286686692.8,,,,,,,
2023-02-17,726873912.3,479387420.4,0.0001,285991687.1,,,,,,,
2023-02-18,726907233.5,481970393.3,0.0001,286552211.9,,,,,,,
2023-02-19,727104453.9,481021680.7,0.0001,285892902.7,,,,,,,
2023-02-20,725933386.6,479751454.5,0.0001,285990858.3,,,,,,,
2023-02-21,726534268.6,481504332.2,0.0001,285580034.5,,,,,,,
2023-02-22,728450889,480399594.5,0.0001,289411175.1,,,,,,,
2023-02-23,727785340.7,480662673.8,0.0001,288975772.9,,,,,,,
2023-02-24,731372308.9,478268463.5,0.0001,293432192.5,,,,,,,
2023-02-25,732470282.8,474709649.7,0.0001,293489110,,,,,,,
2023-02-26,732056436.7,473473800.8,0.0001,293407083.5,,,,,,,
2023-02-27,732248720.2,475846642,0.0001,293438034.6,,,,,,,
2023-02-28,731463944.8,475867808.9,0.0001,293413256.3,,,,,,,
2023-03-01,733641119.5,476145161.2,0.0001,293905318.6,,,,,,,
2023-03-02,734728496.6,476848424.1,0.0001,291841276.1,,,,,,,
2023-03-03,735214920,474076793,0.0001,292003670.3,,,,,,,
2023-03-04,740182573.4,473816154.6,0.0001,292120324.7,,,,,,,
2023-03-05,740163038.5,473954179.3,0.0001,292492869.5,,,,,,,
2023-03-06,739489148.8,477554918.4,0.0001,292152773.9,,,,,,,
2023-03-07,742999061,477629715.1,0.0001,292595426.4,,,,,,,
2023-03-08,742308665.6,477446224.5,0.0001,293056633.5,,,,,,,
2023-03-09,741915928.7,479543797.9,0.0001,292064642,,,,,,,
2023-03-10,741762443.9,479019130.2,0.0001,292393449,,,,,,,
2023-03-11,682607972.9,479252243.7,0.0001,289744516.9,,,,,,,
2023-03-12,710614086.3,476680731.8,0.0001,280265536.6,,,,,,,
2023-03-13,734056131.2,477762588,0.0001,288252066.2,,,,,,,
2023-03-14,742304549,478135074.2,0.0001,290103382.3,,,,,,,
2023-03-15,739544828,477607426.2,0.0001,292281079.2,,,,,,,
2023-03-16,744423572.5,475261636.5,0.0001,301434684.8,,,,,,,
2023-03-17,744917084.1,472404228.2,0.0001,301259241.2,,,,,,,
2023-03-18,746745183.1,466512846.5,0.0001,301632203.2,,,,,,,
2023-03-19,747437890.2,463634199.9,0.0001,300949088.2,,,,,,,
2023-03-20,747312378.5,459647176.9,0.0001,300847747.8,,,,,,,
2023-03-21,747756377.8,460185619,0.0001,301181047.6,,,,,,,
2023-03-22,745490293,459647628.3,0.0001,300473283.9,,,,,,,
2023-03-23,746397222.6,457872396.8,0.0001,299144836.5,,,,,,,
2023-03-24,744927149.7,454309627.7,0.0001,296899282.9,,,,,,,
2023-03-25,752907907.3,453505973.4,0.0001,305926336.1,,,,,,,
2023-03-26,752685813.3,453522724.2,0.0001,306291992,,,,,,,
2023-03-27,751182209.2,456013255.4,0.0001,305258104.1,,,,,,,
2023-03-28,761360265.7,456912672.1,0.0001,306991033.7,,,,,,,
2023-03-29,761291849.3,459961543.8,0.0001,307367606.2,,,,,,,
2023-03-30,766673729.6,463141599.1,0.0001,306964245.6,,,,,,,
2023-03-31,765787835.2,462854203.5,0.0001,306861128.8,,,,,,,
2023-04-01,764857527.2,466447022.5,0.0001,305875603.6,,,,,,,
2023-04-02,764729534.4,465401999,0.0001,305773568.1,,,,,,,
2023-04-03,765730848.2,480214260.4,0.0001,306052094.2,,,,,,,
2023-04-04,765046389.3,480482791.2,0.0001,305350766.3,,,,,,,
2023-04-05,768079694.2,479379085.3,0.0001,309767076.7,,,,,,,
2023-04-06,768085223.4,476898371.3,711389.4617,310907921.1,,,,,,,
2023-04-07,771785186,478243732.4,709449.3086,310982948.9,,,,,,,
2023-04-08,769968539.2,484602256.4,709449.3086,309764098.5,,,,,,,
2023-04-09,770667961.7,490535167.4,705479.94,309604188.4,,,,,,,
2023-04-10,769611264.1,492572069.4,710010.5452,309913856.5,,,,,,,
2023-04-11,834629547.7,492551531.5,718602.4368,316555172,,,,,,,
2023-04-12,835439613.2,491020670,712671.2383,316715429.3,,,,,,,
2023-04-13,839325267,490393585.3,716550.5052,318360620.9,,,,,,,
2023-04-14,841076788.5,490041660.7,735916.7351,319443623,,,,,,,
2023-04-15,868451011.9,492643114.2,729624.5367,320869972.4,,,,,,,
2023-04-16,869028586.3,493401751.6,730434.5789,320865283,,,,,,,
2023-04-17,870810073.3,499116430.2,730434.5789,320585510.6,,,,,,,
2023-04-18,873464578.5,498342002.4,723970.5561,320927709.4,,,,,,,
2023-04-19,874576067.6,498095204.1,723970.5561,325709284.5,,,,,,,
2023-04-20,877063488.6,495822912.2,743294.8928,328844963.6,,,,,,,
2023-04-21,879979014.5,493563316.1,751642.6003,329838423.2,,,,,,,
2023-04-22,880303788.3,493928695,751622.1585,329572196.9,,,,,,,
2023-04-23,880483453.3,494063847.3,758393.5293,329644374.8,,,,,,,
2023-04-24,879731315,495657335,747009.1955,328874413.7,,,,,,,
2023-04-25,881310500.4,495443331.1,18983543.6,329210536.9,,,,,,,
2023-04-26,883186889.1,494424747.7,19019203,329251517.8,,,,,,,
2023-04-27,947540767.8,492522095.8,18912150.15,332147024.8,,,,,,,
2023-04-28,947616877.5,489527459.8,18912448.66,330887319.7,,,,,,,
2023-04-29,947378169,485360247.8,18905701.49,330761397,,,,,,,
2023-04-30,947561289.4,486748092.5,18886586.36,330721321.4,,,,,,,
2023-05-01,947564504.3,482442225.5,18887600.38,330707211.3,,,,,,,
2023-05-02,967631118.4,481783517.3,18864078.56,344520165.8,,,,,,,
2023-05-03,971178847.2,482241926.7,18819455.42,343115589,,,,,,,
2023-05-04,970791248.1,483793087.4,18824120.75,342562182,,,,,,,
2023-05-05,971030048,487932248.1,18824111.33,342136410.3,,,,,,,
2023-05-06,1016168980,487892112.7,18834691.61,342360726.5,,,,,,,
2023-05-07,1014928391,492378343.5,18828981.46,342362582.6,,,,,,,
2023-05-08,1016031519,492214904.1,18828473.76,342623234.9,,,,,,,
2023-05-09,1016951861,491841910.8,18979757.55,342070420.4,,,,,,,
2023-05-10,1062945565,491925427.9,18993092.73,342225221,,,,,,,
2023-05-11,1102226025,494164788.4,18855053.65,342213856.8,,,,,,,
2023-05-12,1142702147,497951823.9,18839759.61,341521219.3,,,,,,,
2023-05-13,1179162239,496305973.4,18848574.22,338217331.8,,,,,,,
2023-05-14,1179522275,494478983.4,18841187.02,338326435.1,,,,,,,
2023-05-15,1179248532,498344506.2,18828848.1,338182956.8,,,,,,,
2023-05-16,1219466032,498925372,18815861.9,338412245.8,,,,,,,
2023-05-17,1259858098,498718401.1,18547077.34,336779819.6,,,,,,,
2023-05-18,1309987118,501801811.2,18488587.49,337121752.9,,,,,,,
2023-05-19,1312548599,508845133,18247999.08,337369560.6,,,,,,,
2023-05-20,1360329598,507636281.5,18233661.69,337127431.7,,,,,,,
2023-05-21,1358320755,506515763.8,18233661.69,337905962.5,,,,,,,
2023-05-22,1358487994,513007466.4,18228067.45,337851145.6,,,,,,,
2023-05-23,1364582872,513724645.2,18226945.14,336961525.8,,,,,,,
2023-05-24,1403841569,518762024.1,18218645.51,336523280,,,,,,,
2023-05-25,1443925680,502598095.8,18172387.95,337991589.5,,,,,,,
2023-05-26,1483963278,500125006.2,18115606.65,338296142.6,,,,,,,
2023-05-27,1484355789,502803973.6,18114600.32,337561934.7,,,,,,,
2023-05-28,1484125914,503490434.8,18104621.48,337823484.8,,,,,,,
2023-05-29,1485563795,497792902.8,18136889.71,337246970.7,,,,,,,
2023-05-30,1523992224,497812863.6,18136889.71,337594897.9,,,,,,,
2023-05-31,1523772890,497572085.4,18110719.22,338506324,,,,,,,
2023-06-01,2023990043,492039114.5,18073387.7,338717505.6,,,,,,,
2023-06-02,2024614889,492265385.8,18064880.08,337484794.5,,,,,,,
2023-06-03,2023140604,499899707.8,17773065.09,337859775.4,,,,,,,
2023-06-04,2023847916,499791066.1,17779528.97,338093337.4,,,,,,,
2023-06-05,2026512400,498733574.4,17772279.92,338136874.1,,,,,,,
2023-06-06,2027460257,501191201.7,17678100.72,337985664.5,,,,,,,
2023-06-07,2074591561,500583446.4,17400906.96,341481978.1,,,,,,,
2023-06-08,2080596986,502781341.7,17359283.2,344690283.3,,,,,,,
2023-06-09,2076188422,500789035.5,16278310.55,344647067.2,,,,,,,
2023-06-10,2117144567,500831588.1,16229499.91,344483219.7,,,,,,,
2023-06-11,2117448458,504951575.3,16233264.39,344687341.9,,,,,,,
2023-06-12,2116945263,508406948.4,16217711.02,344272007.1,,,,,,,
2023-06-13,2149291441,508632342,16113657.47,312307150.8,,,,,,,
2023-06-14,2152438048,509352837.3,16091264.48,311733058.8,,,,,,,
2023-06-15,2152279754,510230241,16078320.96,311599623,,,,,,,
2023-06-16,2158836567,511680133.3,15961949.72,312185383.9,,,,,,,
2023-06-17,2160705193,515747892,15785796.25,312531730.6,,,,,,,
2023-06-18,2159578490,514326109.9,15771265.78,312443325.8,,,,,,,
2023-06-19,2159999088,513472779.2,15776527.48,312589464.6,,,,,,,
2023-06-20,2160752865,513859676.4,15702901.41,312745489.6,,,,,,,
2023-06-21,2159950108,513430533.7,15617480.75,312582144.6,,,,,,,
2023-06-22,2143992031,514140054.4,15544198.08,312412070.2,,,,,,,
2023-06-23,2148439000,512240826.2,15368945.89,312936809,,,,,,,
2023-06-24,2158763724,508754551.4,15298212.42,312891382.3,,,,,,,
2023-06-25,2158636944,505147731.7,15298134.14,312542962.6,,,,,,,
2023-06-26,2158869394,509145686.1,15298134.14,312512439.3,,,,,,,
2023-06-27,2163377954,508973833.2,15178052.6,313910136.7,,,,,,,
2023-06-28,2157980282,508634438.8,15141138.43,312554248.7,,,,,,,
2023-06-29,2158752031,505056533.8,14982212.17,312502544.7,,,,,,,
2023-06-30,2159791295,505126473.1,14862631.84,313667270.7,,,,,,,
2023-07-01,2099146597,504070637.4,14883101.15,313631121,,,,,,,
2023-07-02,2099087537,506084169.7,16280258.52,313746551.7,,,,,,,
2023-07-03,2099567682,510465627,16280258.52,313842336.1,,,,,,,
2023-07-04,2169764774,510207419.3,16251874.87,318610632.3,,,,,,,
2023-07-05,2172564580,509814542,16175759.37,318413232.6,,,,,,,
2023-07-06,2207024645,511687419.6,16071925.97,323026319.1,,,,,,,
2023-07-07,2314332803,505092297.2,15948189.74,322513578.3,,,,,,,
2023-07-08,2422744722,499512525.7,15922167.49,323337628.3,,,,,,,
2023-07-09,2423365609,504113127.1,15922167.49,323157926.7,,,,,,,
2023-07-10,2423357943,505417894.7,15922167.49,323993318.6,,,,,,,
2023-07-11,2473891887,504318918.7,15796304.97,323360412.1,,,,,,,
2023-07-12,2575893345,504716500.3,15674778.08,323392736.7,,,,,,,
2023-07-13,2682096954,503968740.2,15930785.2,323524590.8,,,,,,,
2023-07-14,2731494646,502775783.8,15963660.78,322961903.3,,,,,,,
2023-07-15,2727306084,501451386.9,15978577.02,323499401.2,,,,,,,
2023-07-16,2727836530,502243414.8,16002565.27,323897272.6,,,,,,,
2023-07-17,2733242869,499980684.4,16017834.38,323827500.2,,,,,,,
2023-07-18,2734820712,501697243.2,16173585.95,324205802.8,,,,,,,
2023-07-19,2867226399,501948309.1,16066981.29,337885153.2,,,,,,,
2023-07-20,2916196122,505999153.8,16067428.57,338613202.5,,,,,,,
2023-07-21,3070110325,507418547.8,16072538.06,338331640.3,,,,,,,
2023-07-22,3121886279,507900189,16048463.44,339876050.1,,,,,,,
2023-07-23,3120092496,507486234.2,16494627.81,339903635.7,,,,,,,
2023-07-24,3119423628,507951071.1,16525829.62,339969568.3,,,,,,,
2023-07-25,3169114022,507580682.3,16535414.76,340291288.4,,,,,,,
2023-07-26,3171677071,507453700,16482694.33,340150190.1,,,,,,,
2023-07-27,3171891448,503686984.3,16502125.71,340178372.5,,,,,,,
2023-07-28,3174194291,506087519.9,16507277.38,335337696.1,,,,,,,
2023-07-29,3184654367,506413474,16412476.89,335061695.8,,,,,,,
2023-07-30,3183834748,506044090.6,16401708.26,334548906.2,,,,,,,
2023-07-31,3184002738,504543027.9,16412476.89,334850108.5,,,,,,,
2023-08-01,3204989976,504291432.4,16084830.62,360143276.6,,,,,,,
2023-08-02,3219983334,503189643.4,16084830.62,359856053.7,,,,,,,
2023-08-03,3226473810,502391533.4,16083151.03,366512783,,,,,,,
2023-08-04,3302119561,495448720.5,15527643.67,365397147.7,,,,,,,
2023-08-05,3166142946,495360044.5,15525212.77,362207431.4,,,,,,,
2023-08-06,3167520957,498863416.9,15521365.03,362249449.3,,,,,,,
2023-08-07,3165456741,499950854.1,15521365.03,362448372.8,,,,,,,
2023-08-08,3169155548,500819045.2,15322857.22,367556852.3,,,,,,,
2023-08-09,3166961283,500478051.1,15323887.92,367220040.7,,,,,,,
2023-08-10,3291800086,501495561.3,15191743.31,366920683.1,,,,,,,
2023-08-11,3299234350,505828549.5,15008717.81,367167627.4,,,,,,,
2023-08-12,3296758960,506594158.5,15244960.58,367200185.6,,,,,,,
2023-08-13,3294656833,503853765.9,15244960.58,367360361.4,,,,,,,
2023-08-14,3296942661,505867292.3,19164215.79,367413586.3,,,,,,,
2023-08-15,3493199136,504040430.4,19368898.56,367202538.1,,,,,,,
2023-08-16,3492534674,506107944.5,19350946.5,367465140.1,,,,,,,
2023-08-17,3491304323,504180666.6,19344268.34,367332692.1,,,,,,,
2023-08-18,3497048364,504412101.6,19184811.84,366801737.4,,,,,,,
2023-08-19,3488610131,506004964.2,19055864.39,366753997.8,,,,,,,
2023-08-20,3487859531,507700005.4,19047086.19,366969650.6,,,,,,,
2023-08-21,3489374027,516044164,18781220.24,366720045.6,,,,,,,
2023-08-22,3490676405,514892257,18780566.08,366994675.2,,,,,,,
2023-08-23,3443345067,517246404.3,18782848.67,367414662.4,,,,,,,
2023-08-24,3484407397,521820342.2,18840946.26,368648961.7,,,,,,,
2023-08-25,3486644098,528936901.4,18837671.01,368039275.4,,,,,,,
2023-08-26,3537412215,533629168.9,18829904.05,370133060.1,,,,,,,
2023-08-27,3537363537,536779451.2,18826825.65,370341500.2,,,,,,,
2023-08-28,3412071904,541522534.2,18850782.38,370301967,,,,,,,
2023-08-29,3413794397,541724630.8,18911949.16,371113487.4,,,,,,,
2023-08-30,3466171961,543042563.5,18814854.15,370336533.3,,,,,,,
2023-08-31,3465979923,536773441.3,18731826.06,370363429,,,,,,,
2023-09-01,3480173660,536583798.8,18720819.45,369384302.6,,,,,,,
2023-09-02,3480822071,540133438.9,18525584.38,368883006.9,,,,,,,
2023-09-03,3480884182,537261227.2,18569902.82,369035674,,,,,,,
2023-09-04,3481365751,534295543.2,18557437.27,368597835.3,,,,,,,
2023-09-05,3481047335,532516170.1,18553347.25,368595484.4,,,,,,,
2023-09-06,3630304610,535369084.3,18318439.81,368814088.1,,,,,,,
2023-09-07,3642329771,535399106.6,18268107.24,369063432.4,,,,,,,
2023-09-08,3692379581,537101241.4,16518410.46,369502704.1,,,,,,,
2023-09-09,3735126410,548670943.9,25774822.32,369743228.4,,,,,,,
2023-09-10,3737096129,542538921.9,25772546.62,369997708.7,,,,,,,
2023-09-11,3735440413,539965229.3,25772382.08,370267810.8,,,,,,,
2023-09-12,3838825255,539699398.8,25297111.02,370078309.4,,,,,,,
2023-09-13,3838784587,539501550.2,29155011.8,370215726.9,,,,,,,
2023-09-14,3894078035,540462486.2,29155011.8,369433477.4,,,,,,,
2023-09-15,3942806861,542163177,29158086.39,369892812,,,,,,,
2023-09-16,4807432627,545364672.8,29049364.56,369970868,,,,,,,
2023-09-17,4808449071,554254380.2,29049364.56,369875925.3,,,,,,,
2023-09-18,4806433942,555934090.8,29045330.93,370137421.5,,,,,,,
2023-09-19,4896262224,555592328,28500624.16,370029932.3,,,,,,,
2023-09-20,4946122505,558550065.1,28280192.83,372239529.7,,,,,,,
2023-09-21,5044090855,559961195.8,27901774.02,372346989.7,,,,,,,
2023-09-22,5093151881,567270368.4,27693285.81,374230196.7,,,,,,,
2023-09-23,5101041124,571521681.5,27667661.12,374340235.8,,,,,,,
2023-09-24,5096368418,569819236.3,27678437.62,374340493.9,,,,,,,
2023-09-25,5099186531,579797308.6,27678437.62,374321025.9,,,,,,,
2023-09-26,5148144863,581268651.7,27995013.35,374151042.8,,,,,,,
2023-09-27,5163999468,575410230.4,28019910.31,375613763.9,,,,,,,
2023-09-28,5248647754,581780611.4,27591293.8,374300695.2,,,,,,,
2023-09-29,5250497627,584808230.9,27527247.55,373938856.4,,,,,,,
2023-09-30,5342946991,580651804.6,27612204.28,372989570.4,,,,,,,
2023-10-01,5342834489,590258052.8,27603595.88,372901655.2,,,,,,,
2023-10-02,5339824512,583893135.4,27608205.7,373031085.5,,,,,,,
2023-10-03,5397232211,589930293.2,27648448.48,373479013.3,,,,,,,
2023-10-04,5395561817,593656253.2,27575996.95,378632179.6,,,,,,,
2023-10-05,5427835651,593816255.1,27343375.51,378655910.5,,,,,,,
2023-10-06,5430497711,592776331.9,27346900.07,382062797.7,,,,,,,
2023-10-07,5429866191,588685804.7,27430614.94,382293049.6,,,,,,,
2023-10-08,5432425481,591734443.4,27439233.53,382407035,,,,,,,
2023-10-09,5435249107,594897131.9,27439449.86,382336145.9,,,,,,,
2023-10-10,5433325161,594777070.2,27255651.57,382217140,,,,,,,
2023-10-11,5435856234,593591586.8,27276397.54,383384137.7,,,,,,,
2023-10-12,5480290027,580268596.2,27263869.79,379624288.4,,,,,,,
2023-10-13,5482527916,577866204.3,266729.8068,134194727.2,,,,,,,
2023-10-14,5480032203,575781387.8,27917910.65,134159344.9,,,,,,,
2023-10-15,5479855290,579493147.4,27891110.08,134435122.3,,,,,,,
2023-10-16,5476672935,581550905.2,27883358.29,134561513.1,,,,,,,
2023-10-17,5477561688,582360211.5,27884051.5,134475164.6,,,,,,,
2023-10-18,5478842398,581840928.7,27876546.09,134375092.2,,,,,,,
2023-10-19,5475424484,581332173.3,268001.0058,134668642.3,,,,,,,
2023-10-20,5479994800,570463884.7,267521.5744,134461315.8,,,,,,,
2023-10-21,5984779671,577515895,262983.0728,134571250.5,,,,,,,
2023-10-22,5988306011,574080255.8,270038.1229,134612271.8,,,,,,,
2023-10-23,5987544744,572775213.1,27963705.69,134585846.5,,,,,,,
2023-10-24,6061411284,573734736.5,27913992.7,134984520.7,,,,,,,
2023-10-25,6024625019,572651868.2,27904895.57,133954268.6,,,,,,,
2023-10-26,6026478350,578714601,27858198.26,380579181.6,,,,,,,
2023-10-27,6034850845,576110796.4,27662517.47,134042316.2,,,,,,,
2023-10-28,6042806579,574674142.9,27119349.51,133755945.4,,,,,,,
2023-10-29,6038033156,583646175.5,27010983.64,133713741,,,,,,,
2023-10-30,6044576328,587190745.9,27015849.48,381305729.1,,,,,,,
2023-10-31,5861455150,588717896.8,27004840.39,133524358.5,,,,,,,
2023-11-01,5834332110,587542693.1,26989750.77,133595880.8,,,,,,,
2023-11-02,5804281506,581699521.3,26751619.76,133666970.5,,,,,,,
2023-11-03,5826992606,586555922.9,248550.3801,382282899.7,,,,,,,
2023-11-04,5821739961,594889754.5,26742407.88,383527721.5,,,,,,,
2023-11-05,5672766683,591529648.2,26731599.82,134750752.1,,,,,,,
2023-11-06,5681172255,600767747.1,27007226.8,133699922.3,,,,,,,
2023-11-07,5684552191,600616942,27014052.55,132313006.1,,,,,,,
2023-11-08,5683865563,601673372.3,26916540.55,132222405.6,,,,,,,
2023-11-09,5687846754,603107990.6,26012518.92,132245384.9,,,,,,,
2023-11-10,5686075487,601953249.2,26015685.23,131726656.1,,,,,,,
2023-11-11,5702649475,592113799.6,25885849.11,131453182.8,,,,,,,
2023-11-12,5717374288,580166493.3,25875945.06,131556615,,,,,,,
2023-11-13,5715182515,581058675.1,25807964.65,131506082.4,,,,,,,
2023-11-14,5715040829,581479401.9,25806760.73,132787074.2,,,,,,,
2023-11-15,5617673940,581681305.4,25792676.32,132788554.3,,,,,,,
2023-11-16,5621435611,585076566.4,25982353.02,133065444.4,,,,,,,
2023-11-17,5612332776,587219198.7,25968256.8,132535287.9,,,,,,,
2023-11-18,5540089848,581771396.1,25915011.89,132985073.3,,,,,,,
2023-11-19,5453108529,583258523.9,25915011.89,132706906.3,,,,,,,
2023-11-20,5351382157,579889509.9,25945392.05,132632342.6,,,,,,,
2023-11-21,5355005060,579451869,25552295.67,132663652,,,,,,,
2023-11-22,5532622006,578532024.9,25542749.64,132527647.2,,,,,,,
2023-11-23,5511177236,584414048.4,25652769.26,132838368.9,,,,,,,
2023-11-24,5516731087,579191874.7,25784647.82,132817992.8,,,,,,,
2023-11-25,5516693083,585842433.1,25588424.25,132799263.1,,,,,,,
2023-11-26,5516903045,590985736.3,25614756.43,132754974.7,,,,,,,
2023-11-27,5510495423,571274092.7,25614756.43,134272658.2,,,,,,,
2023-11-28,5519862005,571120943.6,25586338.56,134249561.6,,,,,,,
2023-11-29,5523471861,573778864.3,25533203.78,135751253.4,,,,,,,
2023-11-30,5515266295,574897154.4,25522048.56,135923901.1,,,,,,,
2023-12-01,5522955489,576283250.7,25554727.11,131593943.5,,,,,,,
2023-12-02,5514233948,577940594,25553118.87,131419389.5,,,,,,,
2023-12-03,5512900508,573001881.3,25568877.15,131381300.7,,,,,,,
2023-12-04,5518859154,581093868.1,25566865.03,131546736.7,,,,,,,
2023-12-05,5508602766,580876590.6,25561779.14,131314738.3,,,,,,,
2023-12-06,5499055765,579421662.7,25562393.89,378606582.9,,,,,,,
2023-12-07,5510328463,577437864.6,25563187.63,378652932.3,,,,,,,
2023-12-08,5503630213,579742445.3,25518037.3,378521981,,,,,,,
2023-12-09,5506204032,579736471.1,25523607.13,378197540.3,,,,,,,
2023-12-10,5501758322,586690633.5,25514447.12,379227809.3,,,,,,,
2023-12-11,5508551079,577950175.2,25515941.5,380785298.3,,,,,,,
2023-12-12,5558009950,577502636.3,24742420.27,380830458.9,,,,,,,
2023-12-13,5480985258,577335456.9,24809407.58,383294090.6,,,,,,,
2023-12-14,5386273911,580755519.6,24496777.2,382851194.4,,,,,,,
2023-12-15,5261055437,577799194.6,24498054.28,383289905.6,,,,,,,
2023-12-16,5254241132,573076733.4,24572274.87,383071632.5,,,,,,,
2023-12-17,5226976216,579244637.7,24579219.36,383113273,,,,,,,
2023-12-18,5225675290,580673354.9,24533385.82,383613913.8,,,,,,,
2023-12-19,5233518877,580670683.2,24517569.12,389392431.9,,,,,,,
2023-12-20,5208099412,579216749.3,24271066.52,390326630.1,,,,,,,
2023-12-21,5329168386,580315002.4,24271066.52,390343187.6,,,,,,,
2023-12-22,5335062776,580709399.9,24294282.33,390308671.1,,,,,,,
2023-12-23,5333375076,588437964.3,23628822.8,388648108.1,,,,,,,
2023-12-24,5342709656,586630795.5,23628436.64,388936411.6,,,,,,,
2023-12-25,5348419431,595022854.4,23595689.32,404778579.2,,,,,,,
2023-12-26,5351913709,595644926.4,24391342.23,404624934,,,,,,,
2023-12-27,5357045744,593458881.4,24404100.04,404577506.3,,,,,,,
2023-12-28,5367757096,587481225.9,24400142.77,405344198.5,,,,,,,
2023-12-29,5373764191,588366909.2,24750757.3,385070140,,,,,,,
2023-12-30,5385946331,590017171.7,24174144.41,130750484.4,,,,,,,
2023-12-31,5393207637,600180378.2,24177252.91,129983931,,,,,,,
2024-01-01,5396083725,599896681.8,24175969.74,378965837.5,,,,,,,
2024-01-02,5269812661,599695967.3,24173179.71,379173010.7,,,,,,,
2024-01-03,5267778730,598486806.8,24282972.58,125973570.5,,,,,,,
2024-01-04,5267514550,602087910.7,24248222,125881025.9,,,,,,,
2024-01-05,5270354561,613841976.4,24297282.64,376978109.4,,,,,,,
2024-01-06,5218535972,612081163.1,24119730.65,377163527.5,,,,,,,
2024-01-07,5223263164,607644400.7,24114017.83,376671842.3,,,,,,,
2024-01-08,5206396527,595993603.6,24106506.98,376790535.3,,,,,,,
2024-01-09,5208655885,596271477,24116382.07,377945160.5,,,,,,,
2024-01-10,5211564535,598960178.3,24153465.23,377498976.7,,,,,,,
2024-01-11,5206415065,595046478.1,24141400.65,378030771.3,,,,,,,
2024-01-12,5105407054,598969934.1,24111278.51,377395113.7,,,,,,,
2024-01-13,5103145346,596898096.1,23902777.7,377636536.1,,,,,,,
2024-01-14,5102019566,587955260.9,23905480.33,377570041.1,,,,,,,
2024-01-15,4982108395,593931029,23900890.75,377243418.8,,,,,,,
2024-01-16,4993455229,594205829.9,23904128.93,378025465.6,,,,,,,
2024-01-17,4998013102,596495313.3,23757671.56,377414863.7,,,,,,,
2024-01-18,4895404764,592617955.3,23764531.93,380395640.5,,,,,,,
