t,treasuries,gold,loans_and_private_equity,private_credit,,,,,,,
2021-07-17,4959771.849,418827498.6,0.0001,26333273.52,,,,,,,
2021-07-18,4973013.185,414415228.7,0.0001,26569463.63,,,,,,,
2021-07-19,4967033.689,408375487.6,0.0001,26568110.51,,,,,,,
2021-07-20,4967257.519,405270556.2,0.0001,26580388.16,,,,,,,
2021-07-21,5002832.627,406274767.4,0.0001,26426989.03,,,,,,,
2021-07-22,4970602.503,405468691.7,0.0001,26506075.55,,,,,,,
2021-07-23,4597462.672,406740142.4,0.0001,26267949.72,,,,,,,
2021-07-24,4602155.963,407974400.9,0.0001,25981230.83,,,,,,,
2021-07-25,4707418.131,409748479.9,0.0001,25909191.71,,,,,,,
2021-07-26,4708478.119,409151945.6,0.0001,25928153.89,,,,,,,
2021-07-27,4708285.566,408518693.7,0.0001,25745875.32,,,,,,,
2021-07-28,4968116.22,409847755.6,0.0001,25989912.9,,,,,,,
2021-07-29,5057348.794,410212079.5,0.0001,25854814.36,,,,,,,
2021-07-30,5405597.964,411208100.7,0.0001,26548689.29,,,,,,,
2021-07-31,5391067.091,408448513.8,0.0001,26714279.94,,,,,,,
2021-08-01,5387110.681,409588637.2,0.0001,26618880.4,,,,,,,
2021-08-02,5402613.965,409811778.6,0.0001,26579573.64,,,,,,,
2021-08-03,5406851.075,414236401.3,0.0001,26507754.44,,,,,,,
2021-08-04,5406367.585,421369093,0.0001,26611232.81,,,,,,,
2021-08-05,4870676.864,421667004.5,0.0001,26326018.78,,,,,,,
2021-08-06,5452876.348,423463140.3,0.0001,26128572.71,,,,,,,
2021-08-07,5820720.477,419212073.6,0.0001,27216487.24,,,,,,,
2021-08-08,5821949.954,423472027.9,0.0001,27657801.22,,,,,,,
2021-08-09,5883310.579,430393813,0.0001,27773063,,,,,,,
2021-08-10,6243935.74,429801052.4,0.0001,27832423.09,,,,,,,
2021-08-11,6246410.885,429584694,0.0001,28384139.69,,,,,,,
2021-08-12,6167044.66,431779904,0.0001,28305791.49,,,,,,,
2021-08-13,6144563.253,432954549,0.0001,28441487.16,,,,,,,
2021-08-14,6067693.517,432470354.9,0.0001,28418569.33,,,,,,,
2021-08-15,6151268.292,435241870.3,0.0001,28442060.92,,,,,,,
2021-08-16,6132611.015,432816689.7,0.0001,28481982.36,,,,,,,
2021-08-17,6056083.2,427737362.9,0.0001,28435923.86,,,,,,,
2021-08-18,5561433.041,427789991.2,0.0001,28453046.81,,,,,,,
2021-08-19,5540235.895,434048366.3,0.0001,27898465.38,,,,,,,
2021-08-20,5550954.055,431531025.6,0.0001,28718289.15,,,,,,,
2021-08-21,5578295.275,440262639.9,0.0001,28503557.35,,,,,,,
2021-08-22,6678879.278,437586248.6,0.0001,28551339.44,,,,,,,
2021-08-23,6695285.822,438895575.3,0.0001,29967762.04,,,,,,,
2021-08-24,6696990.591,446723338.2,0.0001,29662476.75,,,,,,,
2021-08-25,6711459.877,447052620.7,0.0001,29574635.08,,,,,,,
2021-08-26,6511216.812,450632035.2,0.0001,49765526.37,,,,,,,
2021-08-27,6516807.063,492490883.4,0.0001,49781999.77,,,,,,,
2021-08-28,6507313.96,503028348,0.0001,50723670.68,,,,,,,
2021-08-29,6520032.599,493970930.1,0.0001,50722036.29,,,,,,,
2021-08-30,6534916.167,495929768.7,0.0001,50685712.06,,,,,,,
2021-08-31,6526464.607,495211716.5,0.0001,50721734.14,,,,,,,
2021-09-01,7695451.349,495763043.3,0.0001,52396315.11,,,,,,,
2021-09-02,7674859.701,496322453.8,0.0001,53752268.55,,,,,,,
2021-09-03,7660135.787,491026192.5,0.0001,51423104.78,,,,,,,
2021-09-04,7021769.595,480778253.9,0.0001,51544979.87,,,,,,,
2021-09-05,7029994.843,480975168.3,0.0001,51425589.04,,,,,,,
2021-09-06,7023829.01,484326687.2,0.0001,51353890.71,,,,,,,
2021-09-07,7037277.178,482016612.8,0.0001,51461549.29,,,,,,,
2021-09-08,7279971.458,481396793.8,0.0001,51159445.77,,,,,,,
2021-09-09,7357658.407,487673792,0.0001,51205283.51,,,,,,,
2021-09-10,7346300.911,486340816.2,0.0001,51461585.86,,,,,,,
2021-09-11,7463716.654,485812220,0.0001,51405150.78,,,,,,,
2021-09-12,7443104.372,488300391.2,0.0001,52114772.89,,,,,,,
2021-09-13,7401703.687,489121255,0.0001,51912499.87,,,,,,,
2021-09-14,7420328.019,487411824.8,0.0001,52059882.83,,,,,,,
2021-09-15,7414739.884,489121777.3,0.0001,52404432.7,,,,,,,
2021-09-16,7407466.97,487931028,0.0001,52494119.13,,,,,,,
2021-09-17,7447188.863,479807039.5,0.0001,57805369.91,,,,,,,
2021-09-18,7551780.311,478398370.8,0.0001,65041897.71,,,,,,,
2021-09-19,7550010.191,486481961.5,0.0001,67073516.17,,,,,,,
2021-09-20,7535564.993,487623692.6,0.0001,68064216.97,,,,,,,
2021-09-21,8342117.01,482373240.1,0.0001,67696793.94,,,,,,,
2021-09-22,8587633.763,491166881.3,0.0001,68958383.54,,,,,,,
2021-09-23,8567648.501,486337552.5,0.0001,68553599.19,,,,,,,
2021-09-24,8537063.51,486792001.1,0.0001,68534971.61,,,,,,,
2021-09-25,8561896.985,480821695.1,0.0001,68554763.49,,,,,,,
2021-09-26,8581012.102,474003261.5,0.0001,68875021.86,,,,,,,
2021-09-27,8564200.656,475749894.4,0.0001,68586142.65,,,,,,,
2021-09-28,8583108.191,480482905.3,0.0001,68427359.86,,,,,,,
2021-09-29,8585147.935,489339452.6,0.0001,68946991.43,,,,,,,
2021-09-30,8543978.714,489667009.2,0.0001,68853694.74,,,,,,,
2021-10-01,8585773.307,482829674.6,0.0001,68888895.78,,,,,,,
2021-10-02,8571614.954,488969325.4,0.0001,68602045.54,,,,,,,
2021-10-03,8561029.278,487618820.4,0.0001,71569616.7,,,,,,,
2021-10-04,8564499.302,490274307,0.0001,71565451.52,,,,,,,
2021-10-05,8549572.509,492712904.5,0.0001,71796136.74,,,,,,,
2021-10-06,8509710.599,491441831.1,0.0001,71956889.6,,,,,,,
2021-10-07,8608724.266,492988700.3,0.0001,71119909.07,,,,,,,
2021-10-08,8624399.63,491753925.7,0.0001,71341040.33,,,,,,,
2021-10-09,8622463.965,484038984.6,0.0001,71494636.48,,,,,,,
2021-10-10,8598190.161,486370287.1,0.0001,71620073.51,,,,,,,
2021-10-11,8613484.878,486013416,0.0001,71591766.38,,,,,,,
2021-10-12,8620692.008,481361294.3,0.0001,71625478.94,,,,,,,
2021-10-13,8589516.816,485472859.4,0.0001,69523819.54,,,,,,,
2021-10-14,8630506.446,486238413.1,0.0001,69609772.3,,,,,,,
2021-10-15,9853654.319,471482920.7,0.0001,71495172.04,,,,,,,
2021-10-16,9078481.377,471247345.2,0.0001,70726683.94,,,,,,,
2021-10-17,9115994.273,467526079.9,0.0001,70600398.19,,,,,,,
2021-10-18,9130492.538,467195164.2,0.0001,70750844.09,,,,,,,
2021-10-19,9266773.582,469084125.7,0.0001,71613352.44,,,,,,,
2021-10-20,9357089.656,471455788,0.0001,71610276.63,,,,,,,
2021-10-21,9293401.108,473188420.5,0.0001,72239280.01,,,,,,,
2021-10-22,9334703.774,462265613.3,0.0001,77344301.97,,,,,,,
2021-10-23,9236896.489,462300842.1,0.0001,72342787.19,,,,,,,
2021-10-24,9290632.111,469316752.6,0.0001,73130938.14,,,,,,,
2021-10-25,9272643.073,464933699.6,0.0001,72805546.92,,,,,,,
2021-10-26,10494000.92,464768608.1,0.0001,72450502.39,,,,,,,
2021-10-27,10430561.87,469125898.5,0.0001,74330662.92,,,,,,,
2021-10-28,10450819.26,465662693,0.0001,74050297.03,,,,,,,
2021-10-29,10464982.94,447712565.6,0.0001,74392421.8,,,,,,,
2021-10-30,10456493.21,443143790.5,0.0001,73919479.01,,,,,,,
2021-10-31,10439848.51,444516254.5,0.0001,74918513.81,,,,,,,
2021-11-01,10463292.14,452177090.7,0.0001,74819715.81,,,,,,,
2021-11-02,10429023.1,450130726.6,0.0001,74876526.08,,,,,,,
2021-11-03,10396622.4,456220637.4,0.0001,74790003.72,,,,,,,
2021-11-04,10330495.93,455908958.6,0.0001,74752716.56,,,,,,,
2021-11-05,9981130.325,458370585.9,0.0001,74450625.46,,,,,,,
2021-11-06,9975118.673,459260487.8,0.0001,73615685.9,,,,,,,
2021-11-07,9997470.348,459493041,0.0001,73521972.36,,,,,,,
2021-11-08,9991632.422,451694190.7,0.0001,73798514.22,,,,,,,
2021-11-09,11349828.44,456452890,0.0001,73999209.36,,,,,,,
2021-11-10,11367715.56,460019428.9,0.0001,73963596.5,,,,,,,
2021-11-11,11369074.6,459677230.4,0.0001,74274519.12,,,,,,,
2021-11-12,11346690.4,457582933.4,0.0001,74214303.26,,,,,,,
2021-11-13,11362603.36,459850143.7,0.0001,74608596.43,,,,,,,
2021-11-14,11383569.85,456793891,0.0001,74924960.62,,,,,,,
2021-11-15,11380008.83,459602142.8,0.0001,75859396.45,,,,,,,
2021-11-16,11368844.19,459473736.3,0.0001,74800576.51,,,,,,,
2021-11-17,11491432.33,459867707.7,0.0001,74947823.22,,,,,,,
2021-11-18,12228466.45,459178131.1,0.0001,75687975.69,,,,,,,
2021-11-19,16219879.71,460161942.7,0.0001,76301676.32,,,,,,,
2021-11-20,16404372.39,457345021,0.0001,80798013.52,,,,,,,
2021-11-21,16315276.48,460030279,0.0001,81728000.96,,,,,,,
2021-11-22,15672031.48,462554563.1,0.0001,80722714.44,,,,,,,
2021-11-23,15181844.28,456681284.2,0.0001,79992992,,,,,,,
2021-11-24,15206861.3,457684729.9,0.0001,79361469.9,,,,,,,
2021-11-25,15225309.55,460228436.6,0.0001,79434412.57,,,,,,,
2021-11-26,15201292.94,457582609.7,0.0001,79324408.8,,,,,,,
2021-11-27,15225482.19,457112233.6,0.0001,79273201.35,,,,,,,
2021-11-28,15126355.95,460097994,0.0001,79065030.26,,,,,,,
2021-11-29,15199489.02,455531102.8,0.0001,79256518.75,,,,,,,
2021-11-30,15272336.42,461339171.9,0.0001,81266076.45,,,,,,,
2021-12-01,13382506.12,460439800.3,0.0001,78873500.39,,,,,,,
2021-12-02,13372219.23,464121546.4,0.0001,79087663.3,,,,,,,
2021-12-03,13585820.4,457207956.6,0.0001,79174759.59,,,,,,,
2021-12-04,13606774.43,450755246.5,0.0001,80179157.85,,,,,,,
2021-12-05,13526797.87,454739017.5,0.0001,80096678.21,,,,,,,
2021-12-06,13353650.32,461834982.4,0.0001,80605305.52,,,,,,,
2021-12-07,13702512.21,459898593.7,0.0001,80446457.39,,,,,,,
2021-12-08,13827645.48,460537499.6,0.0001,80746373.92,,,,,,,
2021-12-09,13622769.25,459270517.5,0.0001,82092911.9,,,,,,,
2021-12-10,13875309.51,458797061.8,0.0001,81364642.86,,,,,,,
2021-12-11,13856221.2,457454829.6,0.0001,81080383.61,,,,,,,
2021-12-12,13811688.5,458071530.9,0.0001,81323381.89,,,,,,,
2021-12-13,13812257.59,459666465.7,0.0001,82019672.19,,,,,,,
2021-12-14,13810853.22,459426726.7,0.0001,82130303.8,,,,,,,
2021-12-15,15008380.4,457602401.7,0.0001,83569814.9,,,,,,,
2021-12-16,14993282.86,458402547.6,0.0001,85721001.84,,,,,,,
2021-12-17,15130180.7,459910451.3,0.0001,85779590.43,,,,,,,
2021-12-18,14328055.5,457980598.3,0.0001,83816932.77,,,,,,,
2021-12-19,14318630.92,458561262.6,0.0001,84210503.69,,,,,,,
2021-12-20,14348092.48,457114532.9,0.0001,83743128.27,,,,,,,
2021-12-21,14405701.27,455227572.1,0.0001,82815506.86,,,,,,,
2021-12-22,14501539.72,453432894.3,0.0001,83346821.34,,,,,,,
2021-12-23,16431787.52,457485595,0.0001,85813698.65,,,,,,,
2021-12-24,16327520.21,453595256.3,0.0001,85524694.2,,,,,,,
2021-12-25,16394243.44,448508005.5,0.0001,85535371.4,,,,,,,
2021-12-26,16295482.86,438562797.9,0.0001,85533817.9,,,,,,,
2021-12-27,16361693.75,429609413.8,0.0001,85547285.67,,,,,,,
2021-12-28,16391142.31,427972041,0.0001,85456902.3,,,,,,,
2021-12-29,16648544.65,428107450.4,0.0001,86467969.01,,,,,,,
2021-12-30,16743036.69,427802650.5,0.0001,86708651.47,,,,,,,
2021-12-31,16607686,427054774,0.0001,86745347.48,,,,,,,
2022-01-01,16618430.22,427010057,0.0001,87069732.35,,,,,,,
2022-01-02,16626845.75,426910424.2,0.0001,88141130.32,,,,,,,
2022-01-03,16666573.05,425892617.7,0.0001,88895221.45,,,,,,,
2022-01-04,16453051.09,425707935.9,0.0001,88627163.3,,,,,,,
2022-01-05,15959572.21,425437101,0.0001,88940390.45,,,,,,,
2022-01-06,16620128.71,426925327.3,0.0001,90680313.66,,,,,,,
2022-01-07,15418470.62,421620714.1,0.0001,96665584.94,,,,,,,
2022-01-08,15370411.7,418869663.9,0.0001,96625064.87,,,,,,,
2022-01-09,15361345.53,419928526.9,0.0001,96871530.24,,,,,,,
2022-01-10,15304854.8,422904557,0.0001,97043983.52,,,,,,,
2022-01-11,15377017.58,422342071.8,0.0001,98131443.38,,,,,,,
2022-01-12,15413557.09,423582875.6,0.0001,101679546.1,,,,,,,
2022-01-13,15125851.01,422090373.5,0.0001,111469722.2,,,,,,,
2022-01-14,15153643.01,422761968.4,0.0001,117823088,,,,,,,
2022-01-15,15103398.74,421781406.8,0.0001,118590472.6,,,,,,,
2022-01-16,15136682.24,422017891.8,0.0001,119120348.5,,,,,,,
2022-01-17,15546591.63,422607916.7,0.0001,125203091.3,,,,,,,
2022-01-18,15402238.6,424446544.3,0.0001,125576500.7,,,,,,,
2022-01-19,16007261.11,423600902.7,0.0001,126215177.2,,,,,,,
2022-01-20,15964758.57,423746575.6,0.0001,126453072.4,,,,,,,
2022-01-21,16310605.32,424773568.4,0.0001,126328988.4,,,,,,,
2022-01-22,16180732.8,423526758.2,0.0001,124671210.4,,,,,,,
2022-01-23,16193032.01,423467229.9,0.0001,124388839.8,,,,,,,
2022-01-24,16157377.71,424150532.8,0.0001,126291233.4,,,,,,,
2022-01-25,16209784.4,422722730.7,0.0001,127216353.1,,,,,,,
2022-01-26,16540325.04,423062973.4,0.0001,128365929.2,,,,,,,
2022-01-27,16456548.75,423185147.8,0.0001,128693245.2,,,,,,,
2022-01-28,16078806.02,422897400.9,0.0001,130638373.4,,,,,,,
2022-01-29,18179369.2,423335132.5,0.0001,132444163.8,,,,,,,
2022-01-30,18333900.68,422916471.2,0.0001,133093313.1,,,,,,,
2022-01-31,18398285.6,423054622.9,0.0001,135584991.5,,,,,,,
2022-02-01,18596722.7,424721336.3,0.0001,148283838.4,,,,,,,
2022-02-02,18107714.43,425366632.1,0.0001,148701695.8,,,,,,,
2022-02-03,18363642.37,424261433.8,0.0001,149001838.3,,,,,,,
2022-02-04,18901120.82,423394094.1,0.0001,149976879.5,,,,,,,
2022-02-05,18570465.16,422834680.6,0.0001,150313335.4,,,,,,,
2022-02-06,18576571.34,422819385.1,0.0001,149098465.9,,,,,,,
2022-02-07,18585546.1,422564114.8,0.0001,149205224.9,,,,,,,
2022-02-08,18542988.6,425031224,0.0001,149163189.9,,,,,,,
2022-02-09,18633289.53,422578650,0.0001,149843850.1,,,,,,,
2022-02-10,18364322.06,422991493,0.0001,150233847.4,,,,,,,
2022-02-11,18386186.62,423264114.5,0.0001,150526501.6,,,,,,,
2022-02-12,18450552.13,422914199.7,0.0001,151944266.4,,,,,,,
2022-02-13,18347796.17,423227117.6,0.0001,152073569.9,,,,,,,
2022-02-14,18365235.28,424785958.7,0.0001,151575900.9,,,,,,,
2022-02-15,18600997.86,423157965.6,0.0001,152241493.9,,,,,,,
2022-02-16,18022330.56,422146757.7,0.0001,151842002.3,,,,,,,
2022-02-17,18006076.1,423958356.5,0.0001,152047932.9,,,,,,,
2022-02-18,17555558.93,422602233.9,0.0001,151461248.1,,,,,,,
2022-02-19,17572182.28,421133194.9,0.0001,152217722.5,,,,,,,
2022-02-20,17591507.03,420653441.6,0.0001,152997059.8,,,,,,,
2022-02-21,17564920.99,420132669.5,0.0001,154039032.3,,,,,,,
2022-02-22,17594943.77,421709221.4,0.0001,147299069.8,,,,,,,
2022-02-23,19539004.36,422025417.2,0.0001,150903409.5,,,,,,,
2022-02-24,19469400.5,420922645.1,0.0001,151211065.1,,,,,,,
2022-02-25,19456828.96,419771628.7,0.0001,150130547.5,,,,,,,
2022-02-26,19181912.31,421652568,0.0001,148973257.2,,,,,,,
2022-02-27,19215305.95,421204353.1,0.0001,149785435.6,,,,,,,
2022-02-28,19008904.32,421314109.2,0.0001,149469883.9,,,,,,,
2022-03-01,19128350.65,421467426.1,0.0001,149785269,,,,,,,
2022-03-02,19152727.84,421148681.4,0.0001,150180058,,,,,,,
2022-03-03,19468498.05,420655569.3,0.0001,150638997.4,,,,,,,
2022-03-04,27265807.42,421431729.3,0.0001,156136073.4,,,,,,,
2022-03-05,25425257.9,421756829.4,0.0001,151984974.7,,,,,,,
2022-03-06,25416197.79,421135851,0.0001,153222881.4,,,,,,,
2022-03-07,25405816.78,419593195.1,0.0001,152749149.4,,,,,,,
2022-03-08,26079104.56,418639420.6,0.0001,153227546.8,,,,,,,
2022-03-09,26110089.32,418354791.4,0.0001,153508505.2,,,,,,,
2022-03-10,26376620.58,422683597,0.0001,154857843.1,,,,,,,
2022-03-11,26295396.39,419382370.5,0.0001,155273786.9,,,,,,,
2022-03-12,28401219.11,415987127.8,0.0001,162553940.7,,,,,,,
2022-03-13,28368881.26,419629002.3,0.0001,162859684.2,,,,,,,
2022-03-14,28338897.2,419795148.2,0.0001,162925111.8,,,,,,,
2022-03-15,28330355.57,418339108.4,0.0001,174589687.1,,,,,,,
2022-03-16,28349160.14,414018164.5,0.0001,174317658.6,,,,,,,
2022-03-17,28599369.71,415487791.4,0.0001,177980481.1,,,,,,,
2022-03-18,28170995.95,413613729.6,0.0001,187577113.7,,,,,,,
