t,total_borrow,total_tvl,,,,,,,,,
2022-12-05,5045036007,11245225680,,,,,,,,,
2022-12-06,5062398536,11125918372,,,,,,,,,
2022-12-07,5012678614,11215949574,,,,,,,,,
2022-12-08,4952135567,11096183000,,,,,,,,,
2022-12-09,4961033672,11261794133,,,,,,,,,
2022-12-10,4917391249,11255467412,,,,,,,,,
2022-12-11,5053132521,11250483267,,,,,,,,,
2022-12-12,5051665167,11152306050,,,,,,,,,
2022-12-13,4902076067,11142043002,,,,,,,,,
2022-12-14,4903337671,11194645917,,,,,,,,,
2022-12-15,4890589953,11205427679,,,,,,,,,
2022-12-16,4634628843,10980648682,,,,,,,,,
2022-12-17,4523486200,10482171761,,,,,,,,,
2022-12-18,4539361537,10598750161,,,,,,,,,
2022-12-19,4557032410,10630956903,,,,,,,,,
2022-12-20,4623954157,10479590424,,,,,,,,,
2022-12-21,4668511301,10691249513,,,,,,,,,
2022-12-22,4646001612,10648811849,,,,,,,,,
2022-12-23,4631100227,10655734581,,,,,,,,,
2022-12-24,4617987339,10563671816,,,,,,,,,
2022-12-25,4619483555,10604026736,,,,,,,,,
2022-12-26,4621671948,10424258096,,,,,,,,,
2022-12-27,4641614536,10549023815,,,,,,,,,
2022-12-28,4633202503,10489370132,,,,,,,,,
2022-12-29,4583474348,10419755761,,,,,,,,,
2022-12-30,4541912927,10408181282,,,,,,,,,
2022-12-31,4524196607,10400629612,,,,,,,,,
2023-01-01,4491957509,10271764487,,,,,,,,,
2023-01-02,4492146407,10294848279,,,,,,,,,
2023-01-03,4518735397,10374793735,,,,,,,,,
2023-01-04,4493628703,10382620432,,,,,,,,,
2023-01-05,4527461881,10543391487,,,,,,,,,
2023-01-06,4520858768,10542251974,,,,,,,,,
2023-01-07,4556692000,10487625829,,,,,,,,,
2023-01-08,4638418748,10634806753,,,,,,,,,
2023-01-09,4672520325,10838614290,,,,,,,,,
2023-01-10,4711936031,10916805373,,,,,,,,,
2023-01-11,4718500070,10996999384,,,,,,,,,
2023-01-12,4737006453,11302252977,,,,,,,,,
2023-01-13,4761806179,11479197361,,,,,,,,,
2023-01-14,4890372038,12086587354,,,,,,,,,
2023-01-15,4900649320,12262553769,,,,,,,,,
2023-01-16,4918175948,12340860876,,,,,,,,,
2023-01-17,4964841537,12376279279,,,,,,,,,
2023-01-18,5029703155,12437037889,,,,,,,,,
2023-01-19,4984169159,12182009235,,,,,,,,,
2023-01-20,5005488180,12332166414,,,,,,,,,
2023-01-21,5130606319,13030926752,,,,,,,,,
2023-01-22,5133818105,13015976179,,,,,,,,,
2023-01-23,4975801039,13033049794,,,,,,,,,
2023-01-24,4962485546,13111923588,,,,,,,,,
2023-01-25,4904142427,12951484088,,,,,,,,,
2023-01-26,5037504962,13289717033,,,,,,,,,
2023-01-27,5064240621,13213325011,,,,,,,,,
2023-01-28,5119043870,13311845193,,,,,,,,,
2023-01-29,5099613561,13278633711,,,,,,,,,
2023-01-30,5194358930,13573438369,,,,,,,,,
2023-01-31,5163788612,13130604593,,,,,,,,,
2023-02-01,5190150742,13233253715,,,,,,,,,
2023-02-02,5305410550,13720444275,,,,,,,,,
2023-02-03,5335550608,13587641165,,,,,,,,,
2023-02-04,5341617047,13431661727,,,,,,,,,
2023-02-05,5359950656,13388319465,,,,,,,,,
2023-02-06,5337374226,13242227169,,,,,,,,,
2023-02-07,5361299527,13161802806,,,,,,,,,
2023-02-08,5504045450,13524712791,,,,,,,,,
2023-02-09,5496009541,13326315379,,,,,,,,,
2023-02-10,5340067133,12682598542,,,,,,,,,
2023-02-11,5264053027,12586446041,,,,,,,,,
2023-02-12,5294676775,12700664095,,,,,,,,,
2023-02-13,5198668707,12638132977,,,,,,,,,
2023-02-14,5287228876,12697228882,,,,,,,,,
2023-02-15,5330922371,12914554795,,,,,,,,,
2023-02-16,5504598690,13800548944,,,,,,,,,
2023-02-17,5422932211,13443545458,,,,,,,,,
2023-02-18,5468561153,13887239203,,,,,,,,,
2023-02-19,5505129981,14000440690,,,,,,,,,
2023-02-20,5497176138,13882109055,,,,,,,,,
2023-02-21,5548118981,14028092629,,,,,,,,,
2023-02-22,5553707131,13705558594,,,,,,,,,
2023-02-23,5604106204,13572971538,,,,,,,,,
2023-02-24,5651485339,13554097976,,,,,,,,,
2023-02-25,5608492564,13263449345,,,,,,,,,
2023-02-26,5620297068,13157597917,,,,,,,,,
2023-02-27,5659696370,13458092864,,,,,,,,,
2023-02-28,5676302437,13510012654,,,,,,,,,
2023-03-01,5714380634,13334324700,,,,,,,,,
2023-03-02,5720708600,13533493815,,,,,,,,,
2023-03-03,5591123789,13395618537,,,,,,,,,
2023-03-04,5486410955,12890058084,,,,,,,,,
2023-03-05,5443937213,12896860676,,,,,,,,,
2023-03-06,5489832830,12996377110,,,,,,,,,
2023-03-07,5550951569,12977545348,,,,,,,,,
2023-03-08,5584641827,12875152298,,,,,,,,,
2023-03-09,5457761783,12650363838,,,,,,,,,
2023-03-10,5347659775,12091155710,,,,,,,,,
2023-03-11,5191567432,11912292235,,,,,,,,,
2023-03-12,4766537054,11214957892,,,,,,,,,
2023-03-13,5230501754,12444442118,,,,,,,,,
2023-03-14,5151093870,12605419544,,,,,,,,,
2023-03-15,5100245565,12754480842,,,,,,,,,
2023-03-16,5089831241,12549363739,,,,,,,,,
2023-03-17,5331222944,12622900859,,,,,,,,,
2023-03-18,5637730368,13740847658,,,,,,,,,
2023-03-19,5636608108,13822170825,,,,,,,,,
2023-03-20,5427749663,13957706541,,,,,,,,,
2023-03-21,5606841368,14000941589,,,,,,,,,
2023-03-22,5546029530,14266726565,,,,,,,,,
2023-03-23,5282911427,13797180708,,,,,,,,,
2023-03-24,5309226054,14124175063,,,,,,,,,
2023-03-25,5232229408,13782500624,,,,,,,,,
2023-03-26,5159283363,13712818438,,,,,,,,,
2023-03-27,5219826098,13854963306,,,,,,,,,
2023-03-28,5188050153,13538917992,,,,,,,,,
2023-03-29,5195215361,13694089399,,,,,,,,,
2023-03-30,5289289588,13948081627,,,,,,,,,
2023-03-31,5388318283,14043803279,,,,,,,,,
2023-04-01,5398494741,14161107518,,,,,,,,,
2023-04-02,5379723387,14174073839,,,,,,,,,
2023-04-03,5381452539,14070557379,,,,,,,,,
2023-04-04,5391775444,14032216623,,,,,,,,,
2023-04-05,5498324853,14403953722,,,,,,,,,
2023-04-06,5430230983,14383845120,,,,,,,,,
2023-04-07,5432386124,14301106299,,,,,,,,,
2023-04-08,5453319075,14255316816,,,,,,,,,
2023-04-09,5464506185,14263435073,,,,,,,,,
2023-04-10,5546886297,14378496428,,,,,,,,,
2023-04-11,5602171451,14688606972,,,,,,,,,
2023-04-12,5644709232,14653928185,,,,,,,,,
2023-04-13,5690359747,14642671640,,,,,,,,,
2023-04-14,5918282587,15179281849,,,,,,,,,
2023-04-15,5893289879,15231682653,,,,,,,,,
2023-04-16,5920320498,15232073193,,,,,,,,,
2023-04-17,5885210615,15070340647,,,,,,,,,
2023-04-18,5936062424,14775498014,,,,,,,,,
2023-04-19,5964465921,15035109363,,,,,,,,,
2023-04-20,5770034525,14186336135,,,,,,,,,
2023-04-21,5769814308,13879878329,,,,,,,,,
2023-04-22,5625045430,13441102280,,,,,,,,,
2023-04-23,5880927664,13682623316,,,,,,,,,
2023-04-24,5910312298,13677590661,,,,,,,,,
2023-04-25,5905748932,13524866978,,,,,,,,,
2023-04-26,5983327494,13881165938,,,,,,,,,
2023-04-27,6106154630,14178097256,,,,,,,,,
2023-04-28,5956281749,14308324911,,,,,,,,,
2023-04-29,5744811635,14049429258,,,,,,,,,
2023-04-30,5793550373,14168100504,,,,,,,,,
2023-05-01,6056473346,14116674179,,,,,,,,,
2023-05-02,6022366365,13780189613,,,,,,,,,
2023-05-03,5690325839,13965535734,,,,,,,,,
2023-05-04,5682475269,14149785380,,,,,,,,,
2023-05-05,5725280938,14053163251,,,,,,,,,
2023-05-06,5839090211,14664511293,,,,,,,,,
2023-05-07,5747206300,14192259929,,,,,,,,,
2023-05-08,5791290550,14002325141,,,,,,,,,
2023-05-09,5647799362,13501874478,,,,,,,,,
2023-05-10,5699704099,13611510338,,,,,,,,,
2023-05-11,5693813694,13559526654,,,,,,,,,
2023-05-12,5639562559,13307989208,,,,,,,,,
2023-05-13,5619675575,13319257642,,,,,,,,,
2023-05-14,5627490627,13278711194,,,,,,,,,
2023-05-15,5646171368,13301259829,,,,,,,,,
2023-05-16,5711564323,13555953115,,,,,,,,,
2023-05-17,5669448030,13502889039,,,,,,,,,
2023-05-18,5674533118,13428766146,,,,,,,,,
2023-05-19,5623874942,13251940882,,,,,,,,,
2023-05-20,5653705450,13341740649,,,,,,,,,
2023-05-21,5718494422,13494049119,,,,,,,,,
2023-05-22,5680445192,13316739828,,,,,,,,,
2023-05-23,5703384133,13427673552,,,,,,,,,
2023-05-24,5737627739,13693449958,,,,,,,,,
2023-05-25,5635150962,13309881566,,,,,,,,,
2023-05-26,5660752212,13311651223,,,,,,,,,
2023-05-27,5680391622,13433193679,,,,,,,,,
2023-05-28,5715215376,13574011195,,,,,,,,,
2023-05-29,5828767211,14020358143,,,,,,,,,
2023-05-30,5766588140,13874491451,,,,,,,,,
2023-05-31,5780942730,13858556156,,,,,,,,,
2023-06-01,5784892619,13631664870,,,,,,,,,
2023-06-02,5824670701,13717010683,,,,,,,,,
2023-06-03,5923160398,13974607985,,,,,,,,,
2023-06-04,5925477911,13957900484,,,,,,,,,
2023-06-05,5919391851,13941099101,,,,,,,,,
2023-06-06,5747267599,13327625652,,,,,,,,,
2023-06-07,5925677778,13867869094,,,,,,,,,
2023-06-08,5848288681,13491065583,,,,,,,,,
2023-06-09,5840996784,13510007859,,,,,,,,,
2023-06-10,5775037084,13422110108,,,,,,,,,
2023-06-11,5574356765,12906523525,,,,,,,,,
2023-06-12,5591037587,12950976400,,,,,,,,,
2023-06-13,5496256640,12927502293,,,,,,,,,
2023-06-14,5551362673,12978844077,,,,,,,,,
2023-06-15,5547487249,12491735634,,,,,,,,,
2023-06-16,5681878215,12663571300,,,,,,,,,
2023-06-17,5681759194,12895512033,,,,,,,,,
2023-06-18,5671008006,12949949197,,,,,,,,,
2023-06-19,5674689400,12976121173,,,,,,,,,
2023-06-20,5713863389,13025125462,,,,,,,,,
2023-06-21,5766900403,13515147483,,,,,,,,,
2023-06-22,5916691532,13996729419,,,,,,,,,
2023-06-23,5897963620,13821587189,,,,,,,,,
2023-06-24,5943032966,13882358128,,,,,,,,,
2023-06-25,5936725468,13840917314,,,,,,,,,
2023-06-26,5984669985,13942868876,,,,,,,,,
2023-06-27,5982580892,13859010828,,,,,,,,,
2023-06-28,6022814900,13981028248,,,,,,,,,
2023-06-29,5926587001,13664971609,,,,,,,,,
2023-06-30,5938115871,13922043083,,,,,,,,,
2023-07-01,6003631659,14162715508,,,,,,,,,
2023-07-02,6058339114,14104115934,,,,,,,,,
2023-07-03,5967810298,14399261715,,,,,,,,,
2023-07-04,6134294909,14533012602,,,,,,,,,
2023-07-05,6096285287,14438121232,,,,,,,,,
2023-07-06,6040081097,14282191712,,,,,,,,,
2023-07-07,5990272415,14156653262,,,,,,,,,
2023-07-08,6004093324,14318961511,,,,,,,,,
2023-07-09,6037130252,14307923311,,,,,,,,,
2023-07-10,6009200786,14378802335,,,,,,,,,
2023-07-11,6212961843,14424243411,,,,,,,,,
2023-07-12,6214294651,14504162029,,,,,,,,,
2023-07-13,6241527018,14416866106,,,,,,,,,
2023-07-14,6430454553,15143947383,,,,,,,,,
2023-07-15,6407107848,14837731095,,,,,,,,,
2023-07-16,6386533952,14892847634,,,,,,,,,
2023-07-17,6230786629,14824834156,,,,,,,,,
2023-07-18,6181026441,14782126550,,,,,,,,,
2023-07-19,6107114277,14620707074,,,,,,,,,
2023-07-20,6107753377,14464369200,,,,,,,,,
2023-07-21,6144206935,14514822676,,,,,,,,,
2023-07-22,6147515549,14566840727,,,,,,,,,
2023-07-23,6126502905,14402792214,,,,,,,,,
2023-07-24,6165066857,14552160846,,,,,,,,,
2023-07-25,6119346753,14237956736,,,,,,,,,
2023-07-26,6084727811,14244433584,,,,,,,,,
2023-07-27,6102167418,14321220684,,,,,,,,,
2023-07-28,6125472610,14299011801,,,,,,,,,
2023-07-29,6157616374,14437932620,,,,,,,,,
2023-07-30,6176488121,14725355663,,,,,,,,,
2023-07-31,6081208756,14206399861,,,,,,,,,
2023-08-01,6002361120,14045610580,,,,,,,,,
2023-08-02,6008837911,13798520923,,,,,,,,,
2023-08-03,6039846035,13604980427,,,,,,,,,
2023-08-04,6044384239,13580657949,,,,,,,,,
2023-08-05,6064727749,13545361605,,,,,,,,,
2023-08-06,6048234922,13586915064,,,,,,,,,
2023-08-07,6059494682,13640249932,,,,,,,,,
2023-08-08,6109806085,13738913800,,,,,,,,,
2023-08-09,6155969616,13827506052,,,,,,,,,
2023-08-10,6179658574,13785251102,,,,,,,,,
2023-08-11,6215310756,13838716908,,,,,,,,,
2023-08-12,6327128297,13961006062,,,,,,,,,
2023-08-13,6246812541,13888160717,,,,,,,,,
2023-08-14,6231844410,13793927957,,,,,,,,,
2023-08-15,6242652269,13716495252,,,,,,,,,
2023-08-16,6239966178,13474100206,,,,,,,,,
2023-08-17,6142299488,13132854157,,,,,,,,,
2023-08-18,5889898114,12568876816,,,,,,,,,
2023-08-19,5661217345,12280991254,,,,,,,,,
2023-08-20,5636867351,12297738396,,,,,,,,,
2023-08-21,5595213680,12525627469,,,,,,,,,
2023-08-22,5539221462,12492494396,,,,,,,,,
2023-08-23,5517477010,12350475822,,,,,,,,,
2023-08-24,5584008286,12621427012,,,,,,,,,
2023-08-25,5618828472,12633035840,,,,,,,,,
2023-08-26,5540828831,12454523509,,,,,,,,,
2023-08-27,5610933105,12564286395,,,,,,,,,
2023-08-28,5628353633,12604181692,,,,,,,,,
2023-08-29,5705932427,12645278335,,,,,,,,,
2023-08-30,5807833338,13128351290,,,,,,,,,
2023-08-31,5790585979,12975146326,,,,,,,,,
2023-09-01,5620287013,12573328451,,,,,,,,,
2023-09-02,5526465950,12531120193,,,,,,,,,
2023-09-03,5530973538,12565546544,,,,,,,,,
2023-09-04,5528468236,12588190702,,,,,,,,,
2023-09-05,5537259056,12544257117,,,,,,,,,
2023-09-06,5518533155,12851574172,,,,,,,,,
2023-09-07,5551635262,12820408990,,,,,,,,,
2023-09-08,5617342661,13022147734,,,,,,,,,
2023-09-09,5598228633,12919727427,,,,,,,,,
2023-09-10,5588857814,12913842058,,,,,,,,,
2023-09-11,5567292108,12840196278,,,,,,,,,
2023-09-12,5475236906,12537400765,,,,,,,,,
2023-09-13,5522208243,12788219266,,,,,,,,,
2023-09-14,5545653249,12924678409,,,,,,,,,
2023-09-15,5575405146,13033593245,,,,,,,,,
2023-09-16,5618969664,13942983029,,,,,,,,,
2023-09-17,5595833092,13833372462,,,,,,,,,
2023-09-18,5622081268,13786634337,,,,,,,,,
2023-09-19,5628685590,13934897721,,,,,,,,,
2023-09-20,5658207139,14085484445,,,,,,,,,
2023-09-21,5618015062,14026324473,,,,,,,,,
2023-09-22,5571307667,13775779055,,,,,,,,,
2023-09-23,5578291358,13838860627,,,,,,,,,
2023-09-24,5580700245,13806760069,,,,,,,,,
2023-09-25,5547769008,13653039295,,,,,,,,,
2023-09-26,5580833173,13798371122,,,,,,,,,
2023-09-27,5594860678,13722423986,,,,,,,,,
2023-09-28,5615937234,13766569690,,,,,,,,,
2023-09-29,5693854264,14048106741,,,,,,,,,
2023-09-30,5750747968,14110236456,,,,,,,,,
2023-10-01,5729821234,14104074570,,,,,,,,,
2023-10-02,5794022227,14547548135,,,,,,,,,
2023-10-03,5742081063,14274387457,,,,,,,,,
2023-10-04,5740941404,14197320068,,,,,,,,,
2023-10-05,5772405496,14316396310,,,,,,,,,
2023-10-06,5757794068,14199023669,,,,,,,,,
2023-10-07,5812184471,14348070804,,,,,,,,,
2023-10-08,5817289267,14370627768,,,,,,,,,
2023-10-09,5810866610,14295291270,,,,,,,,,
2023-10-10,5745456517,14049512236,,,,,,,,,
2023-10-11,5674710650,13882353999,,,,,,,,,
2023-10-12,5679959105,13779192999,,,,,,,,,
2023-10-13,5636606785,13575442221,,,,,,,,,
2023-10-14,5629795427,13732127662,,,,,,,,,
2023-10-15,5641276191,13739739252,,,,,,,,,
2023-10-16,5659337024,13805871113,,,,,,,,,
2023-10-17,5715515490,14111951049,,,,,,,,,
2023-10-18,5637350429,14023436448,,,,,,,,,
2023-10-19,5656964662,13972429049,,,,,,,,,
2023-10-20,5655587039,14104006238,,,,,,,,,
2023-10-21,5736717361,14362465286,,,,,,,,,
2023-10-22,5793701665,14671879347,,,,,,,,,
2023-10-23,5871097535,14858433404,,,,,,,,,
2023-10-24,6066046789,15940487356,,,,,,,,,
2023-10-25,6053489563,15907483221,,,,,,,,,
2023-10-26,6056614216,16111163978,,,,,,,,,
2023-10-27,6082340535,16083158751,,,,,,,,,
2023-10-28,6124655653,15871194539,,,,,,,,,
2023-10-29,6159387025,16332293383,,,,,,,,,
2023-10-30,6208647112,16515794374,,,,,,,,,
2023-10-31,6214079444,16768125912,,,,,,,,,
2023-11-01,6220552930,16645753797,,,,,,,,,
2023-11-02,6273887835,17036276972,,,,,,,,,
2023-11-03,6293254496,16620385011,,,,,,,,,
2023-11-04,6343913136,17050146149,,,,,,,,,
2023-11-05,6505279156,17274309420,,,,,,,,,
2023-11-06,6526172213,17245476603,,,,,,,,,
2023-11-07,6528189800,17258494255,,,,,,,,,
2023-11-08,6565682672,17321408136,,,,,,,,,
2023-11-09,6602122441,17562812501,,,,,,,,,
2023-11-10,6873471288,18326837352,,,,,,,,,
2023-11-11,6893908822,18377612514,,,,,,,,,
2023-11-12,6832489563,18155492447,,,,,,,,,
2023-11-13,6847444422,18215556143,,,,,,,,,
2023-11-14,6869415486,17806409837,,,,,,,,,
2023-11-15,7073596791,17763949708,,,,,,,,,
2023-11-16,7200917243,18491405339,,,,,,,,,
2023-11-17,7057394357,17650319293,,,,,,,,,
2023-11-18,7088603206,17680026640,,,,,,,,,
2023-11-19,7116047613,17813307018,,,,,,,,,
2023-11-20,7204924328,18094439636,,,,,,,,,
2023-11-21,7245705452,18172797568,,,,,,,,,
2023-11-22,7006741120,17524744002,,,,,,,,,
2023-11-23,7333214827,18242828117,,,,,,,,,
2023-11-24,7287654411,18321008574,,,,,,,,,
2023-11-25,7294242080,18316872296,,,,,,,,,
2023-11-26,7323580896,18419734660,,,,,,,,,
2023-11-27,7212570241,18275919506,,,,,,,,,
2023-11-28,7117857049,18082036207,,,,,,,,,
2023-11-29,7181756714,18329265018,,,,,,,,,
2023-11-30,7194502309,18292599040,,,,,,,,,
2023-12-01,7289269240,18414212815,,,,,,,,,
2023-12-02,7363650720,18656239117,,,,,,,,,
2023-12-03,7500839637,19235357453,,,,,,,,,
2023-12-04,7575579129,19520928450,,,,,,,,,
2023-12-05,7710836878,19824939962,,,,,,,,,
2023-12-06,7886268383,20434130713,,,,,,,,,
2023-12-07,7816253536,20093415760,,,,,,,,,
2023-12-08,7987903798,20654703916,,,,,,,,,
2023-12-09,8069478825,21011600166,,,,,,,,,
2023-12-10,8111335840,20893327258,,,,,,,,,
2023-12-11,8147537047,20804866606,,,,,,,,,
2023-12-12,7860702434,20051388476,,,,,,,,,
2023-12-13,8054688369,20063496818,,,,,,,,,
2023-12-14,8171932071,20632465291,,,,,,,,,
2023-12-15,8279533274,21271688405,,,,,,,,,
2023-12-16,8117068481,20500795639,,,,,,,,,
2023-12-17,8172056244,20614944052,,,,,,,,,
2023-12-18,7886087197,20399134753,,,,,,,,,
2023-12-19,7982720835,20853863058,,,,,,,,,
2023-12-20,8039197833,20511875106,,,,,,,,,
2023-12-21,8230206386,20962748421,,,,,,,,,
2023-12-22,8353870856,21278970737,,,,,,,,,
2023-12-23,8493501233,21569655626,,,,,,,,,
2023-12-24,8514261375,21632344880,,,,,,,,,
2023-12-25,8455199590,21387665892,,,,,,,,,
2023-12-26,8515411449,21424987705,,,,,,,,,
2023-12-27,8326285938,21400137677,,,,,,,,,
2023-12-28,8696267095,22080748118,,,,,,,,,
2023-12-29,8704063274,21796242679,,,,,,,,,
2023-12-30,8644103724,21545311012,,,,,,,,,
2023-12-31,8646861384,21660464594,,,,,,,,,
2024-01-01,8641516861,21623019760,,,,,,,,,
2024-01-02,8697408202,22542168737,,,,,,,,,
2024-01-03,8823878970,22554717420,,,,,,,,,
2024-01-04,8418426187,21492662483,,,,,,,,,
2024-01-05,8603452948,22031803454,,,,,,,,,
2024-01-06,8716783083,22016603841,,,,,,,,,
2024-01-07,8646286847,21827727963,,,,,,,,,
2024-01-08,8593746843,21530332916,,,,,,,,,
2024-01-09,8534228002,22464448132,,,,,,,,,
2024-01-10,8538912191,22548669503,,,,,,,,,
2024-01-11,8974119066,23779697119,,,,,,,,,
2024-01-12,9106697817,23917859352,,,,,,,,,
2024-01-13,8932993634,22782285256,,,,,,,,,
2024-01-14,9058165209,23080693680,,,,,,,,,
2024-01-15,8927347338,22791940607,,,,,,,,,
2024-01-16,9087687279,22778261043,,,,,,,,,
2024-01-17,9276084890,22935680748,,,,,,,,,
2024-01-18,9152697113,22668586601,,,,,,,,,
2024-01-19,9162778384,22041472417,,,,,,,,,
2024-01-20,9217338933,22131186666,,,,,,,,,
2024-01-21,9202019892,22141998074,,,,,,,,,
2024-01-22,9209727754,22021550330,,,,,,,,,
2024-01-23,8943299715,20947875047,,,,,,,,,
2024-01-24,8720635796,20887903623,,,,,,,,,
2024-01-25,8592300388,21063907305,,,,,,,,,
2024-01-26,8514948742,21091330954,,,,,,,,,
2024-01-27,8692090286,21597332331,,,,,,,,,
2024-01-28,8681404962,21779376976,,,,,,,,,
2024-01-29,8700157065,21721843788,,,,,,,,,
2024-01-30,8835857553,22300130687,,,,,,,,,
2024-01-31,8838531297,22367943773,,,,,,,,,
2024-02-01,8804149382,22098666170,,,,,,,,,
2024-02-02,8905568521,22445964535,,,,,,,,,
2024-02-03,8969426378,22637900852,,,,,,,,,
2024-02-04,8950333437,22531623381,,,,,,,,,
2024-02-05,8944539218,22419945979,,,,,,,,,
2024-02-06,8985397699,22542298190,,,,,,,,,
2024-02-07,9090253671,22761449347,,,,,,,,,
2024-02-08,9222371191,23317118060,,,,,,,,,
2024-02-09,9344535831,23403331620,,,,,,,,,
2024-02-10,9571786507,23999106502,,,,,,,,,
2024-02-11,9545501870,24243766134,,,,,,,,,
2024-02-12,9569927285,24318782872,,,,,,,,,
2024-02-13,9886922159,25352257134,,,,,,,,,
2024-02-14,9925936231,25367395468,,,,,,,,,
2024-02-15,10175974280,26392601292,,,,,,,,,
2024-02-16,10303499674,26234617437,,,,,,,,,
2024-02-17,10322937822,26051226140,,,,,,,,,
2024-02-18,10253858179,26150429423,,,,,,,,,
2024-02-19,10276800925,26644579084,,,,,,,,,
2024-02-20,10334875061,26843365874,,,,,,,,,
2024-02-21,10459040137,26837487764,,,,,,,,,
2024-02-22,10605215495,26414111732,,,,,,,,,
2024-02-23,10737834952,26267185393,,,,,,,,,
2024-02-24,10579138274,25986670041,,,,,,,,,
2024-02-25,10696075910,26467867294,,,,,,,,,
2024-02-26,10922766273,26955205155,,,,,,,,,
2024-02-27,11049670510,27939491480,,,,,,,,,
2024-02-28,11293957900,28524321558,,,,,,,,,
2024-02-29,11619626730,30115112646,,,,,,,,,
2024-03-01,11553213969,29986404958,,,,,,,,,
2024-03-02,10592368686,30721144307,,,,,,,,,
2024-03-03,10681876266,30732972696,,,,,,,,,
2024-03-04,10843833472,31390363614,,,,,,,,,
2024-03-05,11068477296,32628081851,,,,,,,,,
2024-03-06,11069475220,31632787546,,,,,,,,,
2024-03-07,11668687003,33491499034,,,,,,,,,
2024-03-08,12082608612,33785211209,,,,,,,,,
2024-03-09,12411601077,34521165736,,,,,,,,,
2024-03-10,12642357585,34694138108,,,,,,,,,
2024-03-11,12719084533,34636497918,,,,,,,,,
2024-03-12,12913922648,36244966803,,,,,,,,,
2024-03-13,12705902286,35426404110,,,,,,,,,
2024-03-14,13024048066,36250025082,,,,,,,,,
2024-03-15,12977026675,35617080642,,,,,,,,,
2024-03-16,12847642816,34623159366,,,,,,,,,
2024-03-17,12391411571,32746430167,,,,,,,,,
2024-03-18,12443526812,34084925772,,,,,,,,,
2024-03-19,12088518330,33416817955,,,,,,,,,
2024-03-20,11101822657,30396831644,,,,,,,,,
2024-03-21,12391561596,33329572211,,,,,,,,,
2024-03-22,12400441223,32766909934,,,,,,,,,
2024-03-23,11852281185,32006573605,,,,,,,,,
2024-03-24,11901957642,32322487651,,,,,,,,,
2024-03-25,12007189605,33328628164,,,,,,,,,
2024-03-26,12474895790,34787154269,,,,,,,,,
2024-03-27,12422527840,34588291694,,,,,,,,,
2024-03-28,12280750970,33837055540,,,,,,,,,
2024-03-29,12507930626,34524069124,,,,,,,,,
2024-03-30,12671481660,34137338497,,,,,,,,,
2024-03-31,12995776416,34029677139,,,,,,,,,
2024-04-01,13240863086,34835842126,,,,,,,,,
2024-04-02,13081797145,34008770346,,,,,,,,,
2024-04-03,12126334427,31995993698,,,,,,,,,
2024-04-04,12198077147,32225466818,,,,,,,,,
2024-04-05,12377501151,32549365117,,,,,,,,,
2024-04-06,12705507882,32309237065,,,,,,,,,
2024-04-07,12810943081,32693652472,,,,,,,,,
2024-04-08,12911251603,32939469311,,,,,,,,,
2024-04-09,13535808549,34692282040,,,,,,,,,
2024-04-10,12725088507,33514376082,,,,,,,,,
2024-04-11,12742453057,33965792405,,,,,,,,,
2024-04-12,12619560853,33607017636,,,,,,,,,
2024-04-13,12035282359,31241533110,,,,,,,,,
2024-04-14,11588625591,28540208323,,,,,,,,,
2024-04-15,11911810138,30087823453,,,,,,,,,
2024-04-16,11945100362,29767874557,,,,,,,,,
2024-04-17,11886475145,29425175105,,,,,,,,,
2024-04-18,11285602051,28987176521,,,,,,,,,
2024-04-19,11399643838,29572421111,,,,,,,,,
2024-04-20,11467666472,30087711422,,,,,,,,,
2024-04-21,11626448315,30786566351,,,,,,,,,
2024-04-22,11682259216,30740813358,,,,,,,,,
2024-04-23,11820371495,31520001470,,,,,,,,,
2024-04-24,11885305765,31492012719,,,,,,,,,
2024-04-25,12337136466,30424740532,,,,,,,,,
2024-04-26,12221770868,30675043503,,,,,,,,,
2024-04-27,12142081520,30282812462,,,,,,,,,
2024-04-28,12214300044,29186737990,,,,,,,,,
2024-04-29,12421961193,30898549320,,,,,,,,,
2024-04-30,12247601873,30249508955,,,,,,,,,
2024-05-01,11673171407,28937701283,,,,,,,,,
2024-05-02,11519396018,28504905571,,,,,,,,,
2024-05-03,11842383431,29013216594,,,,,,,,,
2024-05-04,11762398459,30400833992,,,,,,,,,
2024-05-05,11796670036,30746257766,,,,,,,,,
2024-05-06,11811647525,30826058468,,,,,,,,,
2024-05-07,11772500924,30547743278,,,,,,,,,
2024-05-08,11596393130,30127164308,,,,,,,,,
2024-05-09,11599625134,29498088049,,,,,,,,,
2024-05-10,11678533520,30049780064,,,,,,,,,
2024-05-11,11469576328,29151736140,,,,,,,,,
2024-05-12,11495572249,29272342648,,,,,,,,,
2024-05-13,11471469275,29259940253,,,,,,,,,
2024-05-14,11644682220,29420326690,,,,,,,,,
2024-05-15,11589428936,28848091900,,,,,,,,,
2024-05-16,11933455821,30468895666,,,,,,,,,
2024-05-17,11649392657,30322197139,,,,,,,,,
2024-05-18,12037050976,31646714840,,,,,,,,,
2024-05-19,12075247257,31972491867,,,,,,,,,
2024-05-20,12024069817,31725126424,,,,,,,,,
2024-05-21,13071263972,34856556868,,,,,,,,,
2024-05-22,13389859743,35395189652,,,,,,,,,
2024-05-23,13429431501,35429486835,,,,,,,,,
2024-05-24,13672464440,35411712547,,,,,,,,,
