t,total_borrow,total_tvl,,,,,,,,,
2024-05-25,13588898587,35282647863,,,,,,,,,
2024-05-26,13679296628,35457949951,,,,,,,,,
2024-05-27,13876799754,35923574247,,,,,,,,,
2024-05-28,14056315408,36489392924,,,,,,,,,
2024-05-29,14047699547,35997654786,,,,,,,,,
2024-05-30,14078985368,35542192184,,,,,,,,,
2024-05-31,14158618034,35451211674,,,,,,,,,
2024-06-01,14319390812,35522432019,,,,,,,,,
2024-06-02,14394107032,35807516236,,,,,,,,,
2024-06-03,14397437927,35624498818,,,,,,,,,
2024-06-04,14480872243,35686893492,,,,,,,,,
2024-06-05,14904358292,36445592748,,,,,,,,,
2024-06-06,15095223766,36702384479,,,,,,,,,
2024-06-07,15165083544,36483541341,,,,,,,,,
2024-06-08,15102353982,35721570926,,,,,,,,,
2024-06-09,15116803557,35625214069,,,,,,,,,
2024-06-10,15236578057,35783672730,,,,,,,,,
2024-06-11,15356675481,35489220052,,,,,,,,,
2024-06-12,14665774802,33806806209,,,,,,,,,
2024-06-13,15034369159,34860381012,,,,,,,,,
2024-06-14,14733003683,33805932352,,,,,,,,,
2024-06-15,14628431936,33493326064,,,,,,,,,
2024-06-16,14875784403,34011405461,,,,,,,,,
2024-06-17,14981966342,34429034391,,,,,,,,,
2024-06-18,14721678534,33836685282,,,,,,,,,
2024-06-19,14490358017,33259552437,,,,,,,,,
2024-06-20,14824421101,33613515757,,,,,,,,,
2024-06-21,14792754944,33379790356,,,,,,,,,
2024-06-22,14704013227,33475706710,,,,,,,,,
2024-06-23,14580195351,33453583540,,,,,,,,,
2024-06-24,14244010907,32691976111,,,,,,,,,
2024-06-25,14134343321,31876332471,,,,,,,,,
2024-06-26,14424674733,32558948242,,,,,,,,,
2024-06-27,14496101774,32285230889,,,,,,,,,
2024-06-28,14658238417,33318976665,,,,,,,,,
2024-06-29,14524709095,32742961925,,,,,,,,,
2024-06-30,14581360007,32923074107,,,,,,,,,
2024-07-01,14725161462,33522084220,,,,,,,,,
2024-07-02,14815344153,33694110540,,,,,,,,,
2024-07-03,14682359683,33426224388,,,,,,,,,
2024-07-04,14609896321,32431093393,,,,,,,,,
2024-07-05,14231577479,31213553927,,,,,,,,,
2024-07-06,13525312499,30273937393,,,,,,,,,
2024-07-07,13747119965,31049630997,,,,,,,,,
2024-07-08,13489361863,30162148275,,,,,,,,,
2024-07-09,13672689200,30754492169,,,,,,,,,
2024-07-10,13850213252,31251806201,,,,,,,,,
2024-07-11,13932519651,31362470034,,,,,,,,,
2024-07-12,14004612336,31451817770,,,,,,,,,
2024-07-13,14041511170,31600367924,,,,,,,,,
2024-07-14,14205798106,32076955285,,,,,,,,,
2024-07-15,14495023884,33028826681,,,,,,,,,
2024-07-16,15002169308,34546427630,,,,,,,,,
2024-07-17,15038629700,34882617888,,,,,,,,,
2024-07-18,15114807603,34733278466,,,,,,,,,
2024-07-19,15165171460,34763689688,,,,,,,,,
2024-07-20,15387238728,35566035636,,,,,,,,,
2024-07-21,15444207529,35650962633,,,,,,,,,
2024-07-22,15692179855,36305814621,,,,,,,,,
2024-07-23,15556312767,35735454177,,,,,,,,,
2024-07-24,15798364049,35533169193,,,,,,,,,
2024-07-25,15559910093,34877726591,,,,,,,,,
2024-07-26,15199816607,34040094028,,,,,,,,,
2024-07-27,15485062011,35172387495,,,,,,,,,
2024-07-28,15511438046,35389845556,,,,,,,,,
2024-07-29,15448249938,35105923251,,,,,,,,,
2024-07-30,15678650842,35426106751,,,,,,,,,
2024-07-31,15635002178,34803350779,,,,,,,,,
2024-08-01,15569112107,34314214485,,,,,,,,,
2024-08-02,15388185849,33971629297,,,,,,,,,
2024-08-03,14900531061,32406155324,,,,,,,,,
2024-08-04,14590542928,31479600812,,,,,,,,,
2024-08-05,14016516728,30371490682,,,,,,,,,
2024-08-06,12108315646,28053463493,,,,,,,,,
2024-08-07,12364726398,29142062460,,,,,,,,,
2024-08-08,12059257940,28323456730,,,,,,,,,
2024-08-09,12827596071,30626816147,,,,,,,,,
2024-08-10,13098026795,30957786533,,,,,,,,,
2024-08-11,13089947071,31110754314,,,,,,,,,
2024-08-12,12957208080,30373459628,,,,,,,,,
2024-08-13,13229270343,31116547835,,,,,,,,,
2024-08-14,13427514283,31724830813,,,,,,,,,
2024-08-15,13336428416,30909208388,,,,,,,,,
2024-08-16,13130099144,30238241247,,,,,,,,,
2024-08-17,13282194164,30825610836,,,,,,,,,
2024-08-18,13337189923,30727293284,,,,,,,,,
2024-08-19,13446891732,30964149056,,,,,,,,,
2024-08-20,13431435836,30824443253,,,,,,,,,
2024-08-21,13440691953,31136230129,,,,,,,,,
2024-08-22,13646627562,31826413989,,,,,,,,,
2024-08-23,13676497768,31719749656,,,,,,,,,
2024-08-24,14603115017,33455394594,,,,,,,,,
2024-08-25,14380714128,33563297684,,,,,,,,,
2024-08-26,14736385346,33716681400,,,,,,,,,
2024-08-27,14377011040,32902571165,,,,,,,,,
2024-08-28,13458766115,31193819213,,,,,,,,,
2024-08-29,13608752288,31032655494,,,,,,,,,
2024-08-30,13606753629,31043159550,,,,,,,,,
2024-08-31,12983227148,30034772553,,,,,,,,,
2024-09-01,12975890223,30017547297,,,,,,,,,
2024-09-02,12738755998,29400225237,,,,,,,,,
2024-09-03,13050820229,30150870599,,,,,,,,,
2024-09-04,13567785567,30540745871,,,,,,,,,
2024-09-05,13615284410,30671887711,,,,,,,,,
2024-09-06,13195905794,29855593328,,,,,,,,,
2024-09-07,12622002843,28432021002,,,,,,,,,
2024-09-08,12780415502,28876972452,,,,,,,,,
2024-09-09,12944511612,29101918714,,,,,,,,,
2024-09-10,13347901085,30249524247,,,,,,,,,
2024-09-11,13177273963,30374236901,,,,,,,,,
2024-09-12,13316693111,30259797028,,,,,,,,,
2024-09-13,13385937606,30557548846,,,,,,,,,
2024-09-14,13750277894,31618418050,,,,,,,,,
2024-09-15,13743871799,31429488324,,,,,,,,,
2024-09-16,13662830296,30926292337,,,,,,,,,
2024-09-17,13867311248,30208295307,,,,,,,,,
2024-09-18,14034063596,31024830305,,,,,,,,,
2024-09-19,14066920182,30895374928,,,,,,,,,
2024-09-20,14431253587,31999233394,,,,,,,,,
2024-09-21,14413128204,32710421749,,,,,,,,,
2024-09-22,14521286526,32877123525,,,,,,,,,
2024-09-23,14516091512,32672941057,,,,,,,,,
2024-09-24,15188540727,33107420453,,,,,,,,,
2024-09-25,15346733208,33503451662,,,,,,,,,
2024-09-26,15203089920,32899562565,,,,,,,,,
2024-09-27,15243997399,33828345491,,,,,,,,,
2024-09-28,15451699452,34253526644,,,,,,,,,
2024-09-29,15470288436,33932962312,,,,,,,,,
2024-09-30,15481295485,33992621715,,,,,,,,,
2024-10-01,15384006367,33218001570,,,,,,,,,
2024-10-02,14835913070,31687309574,,,,,,,,,
2024-10-03,14590595998,30791364430,,,,,,,,,
2024-10-04,14535040957,30999452167,,,,,,,,,
2024-10-05,14785705026,31697747718,,,,,,,,,
2024-10-06,14724951190,31408179812,,,,,,,,,
2024-10-07,14876137285,30915657861,,,,,,,,,
2024-10-08,15020944517,31263313015,,,,,,,,,
2024-10-09,7278199305,19924466766,,,,,,,,,
2024-10-10,7481132261,19351166575,,,,,,,,,
2024-10-11,7434587061,19180648154,,,,,,,,,
2024-10-12,7197964465,19984937772,,,,,,,,,
2024-10-13,7204210728,20206223578,,,,,,,,,
2024-10-14,7202608130,20137277514,,,,,,,,,
2024-10-15,7426926790,20773301790,,,,,,,,,
2024-10-16,15764382611,32595648185,,,,,,,,,
2024-10-17,15738390458,32767797746,,,,,,,,,
2024-10-18,15696348991,32228654375,,,,,,,,,
2024-10-19,16026885760,32520154358,,,,,,,,,
2024-10-20,16073544454,32531668130,,,,,,,,,
2024-10-21,16338633848,33137652505,,,,,,,,,
